Gene = Flacc1
index = 412
Annotated 5SS: [   52  3653  4249  5041 16090 17668 19425 25584 26526 28225 29127 34554
 36731 36958]
Annotated 3SS: [ 3507  4170  4994 15955 17573 19362 25485 26472 28124 29022 34490 36640
 36847 37522]
SMsplice 5SS: [   52  3653  4249 17668 19425 26526 28225 29127 34554 36494 36731 36958]
SMsplice 3SS: [ 3507  4170 17598 19362 26472 28124 29022 34490 36373 36640 36847 37518]
top_k =  1000
Partition function (log Z): -25.180741054068775

Sorted 5' Splice Sites (High to Low Probability):
Position 4249: 0.8416219410285188
Position 3653: 0.6846937263433892
Position 52: 0.5478979493132543
Position 422: 0.2245977772237897
Position 5389: 0.21535407199587422
Position 237: 0.19606949238669605
Position 9391: 0.1377064640676245
Position 5068: 0.1369349046095439
Position 5173: 0.12745035238322627
Position 8614: 0.12702110273355005
Position 4577: 0.09309654568613951
Position 4664: 0.08311920118779098
Position 5041: 0.05596616307242958
Position 338: 0.04475393139490363
Position 2746: 0.04185572082797306
Position 2310: 0.030135411215189967
Position 1351: 0.02854433356318941
Position 5720: 0.025559147236024645
Position 1579: 0.024400277882473412
Position 3687: 0.02301535390008009
Position 4656: 0.01855706706287382
Position 3668: 0.016342830839577358
Position 3872: 0.011330056022582715
Position 8831: 0.011299851324370513
Position 1081: 0.009117454945555391
Position 3879: 0.008686484860094375
Position 25: 0.008375632625154776
Position 5426: 0.007529058682459105
Position 993: 0.007328247871254381
Position 3200: 0.006697010203239352
Position 9116: 0.006155694502320643
Position 3845: 0.004665529135122625
Position 2766: 0.004055445949468541
Position 9395: 0.003953022394853439
Position 4659: 0.003831258545798541
Position 2772: 0.0035871168403739957
Position 4039: 0.003543660167843155
Position 8474: 0.0032507980315101964
Position 3148: 0.003241568698894589
Position 8813: 0.0030746000604840035
Position 138: 0.0028295773568594615
Position 2808: 0.0026415791860607747
Position 4929: 0.002493295404742474
Position 1982: 0.002154158638002304
Position 3647: 0.002142570665893359
Position 2812: 0.0020786866320699547
Position 4680: 0.002021702201455303
Position 812: 0.001570577723678602
Position 1052: 0.001319361216658192
Position 5277: 0.0013160540651767096
Position 2816: 0.0012159999275898237
Position 255: 0.0011889769558967732
Position 5186: 0.0010376605896010758
Position 2820: 0.0008841819311209766
Position 2832: 0.0008320518728340053
Position 2824: 0.0007785742548226982
Position 2484: 0.0007763669864434155
Position 660: 0.000703208683881609
Position 1466: 0.0006867908165975768
Position 5107: 0.0006594693531283933
Position 2828: 0.0006524158868707212
Position 146: 0.0005550346771203844
Position 478: 0.00048174094631790704
Position 3000: 0.0004477824585845885
Position 2032: 0.00044272287450839934
Position 1808: 0.00041949879254995256
Position 3885: 0.0004098675804328425
Position 3883: 0.00039210936733870196
Position 3881: 0.0003700471677987651
Position 2842: 0.00036838737725288927
Position 216: 0.00036066601877598727
Position 3985: 0.0003099622382928976
Position 3887: 0.00030586084143142766
Position 2096: 0.00027676687457610556
Position 2129: 0.00026457678755454137
Position 4719: 0.00024997875533284633
Position 3179: 0.00024962414456655815
Position 4397: 0.00013538305450128436
Position 2786: 0.00013345562706298887
Position 816: 0.00012730533138561725
Position 274: 0.00011408293042171924
Position 426: 0.00010020722911004143
Position 909: 9.120299262872506e-05
Position 5769: 8.61850815346917e-05
Position 4253: 8.297447503139606e-05
Position 761: 8.139465674710314e-05
Position 1528: 7.255456323331922e-05
Position 2752: 6.634708806232914e-05
Position 355: 6.1024897074246366e-05
Position 99: 6.025512400478284e-05
Position 2432: 5.804806948899069e-05
Position 5815: 3.5204732426583986e-05
Position 3693: 7.1920366333310155e-06
Position 3565: 6.201872525821239e-06
Position 5045: 5.6351057468126205e-06
Position 5: 3.368933503967327e-06
Position 76: 2.403496831860697e-06
Position 158: 1.9699782893662847e-06
Position 704: 1.9218045755494713e-06
Position 734: 1.6225376771114504e-06
Position 369: 1.5309979223551951e-06
Position 1375: 7.797127269683666e-07
Position 1021: 7.467509379880177e-07
Position 1139: 7.000182713966292e-07
Position 3574: 6.694817509827429e-07
Position 981: 6.179268827241072e-07
Position 737: 5.738103772171544e-07
Position 1122: 4.1422344364944193e-07
Position 1013: 3.560868032708323e-07
Position 518: 3.2060988828165966e-07
Position 1860: 1.9886167108267017e-07
Position 868: 5.4910926053794805e-09
Position 620: 4.396619742684275e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 3507: 0.7332701058360185
Position 4170: 0.6308344515308579
Position 8998: 0.3539500268710499
Position 4994: 0.3524232464687772
Position 8578: 0.22659236949722117
Position 5299: 0.19735805460774386
Position 4566: 0.18242808416645223
Position 9338: 0.1340411983901208
Position 4146: 0.12085762622149636
Position 12574: 0.08658211393859147
Position 12104: 0.07029570720798498
Position 9271: 0.0493715306094239
Position 2650: 0.049008355554702704
Position 4226: 0.03741488266377749
Position 284: 0.036895999104135796
Position 5140: 0.03375111755581938
Position 12858: 0.032866550260508554
Position 3760: 0.030836907591630446
Position 1252: 0.027840400607265905
Position 14546: 0.027572117324149284
Position 2232: 0.026766209888624454
Position 7267: 0.02638430361418247
Position 10985: 0.025968345626289215
Position 3969: 0.025426014298389657
Position 7129: 0.019191589637621107
Position 4175: 0.018886028653218062
Position 9166: 0.01761475912515454
Position 4503: 0.017180588545718713
Position 1487: 0.016624912822170747
Position 5590: 0.016431349810958548
Position 5615: 0.016427403968940855
Position 4867: 0.014670401976431647
Position 8668: 0.013343977553200556
Position 7887: 0.012584591423330438
Position 8722: 0.011774317790100037
Position 10924: 0.011527183414894886
Position 10277: 0.010866905526222806
Position 10921: 0.009238466924990993
Position 5260: 0.008696628482658767
Position 9510: 0.008011565538254257
Position 3795: 0.007896805122563777
Position 6637: 0.005860146520422686
Position 2703: 0.005380689349666621
Position 4070: 0.005109349411273268
Position 8367: 0.0045755203634652115
Position 8785: 0.00415666033218173
Position 2745: 0.004041625597939737
Position 939: 0.003851384180131718
Position 3057: 0.0038029657131180166
Position 5242: 0.0036070642670322966
Position 1973: 0.003606260871184113
Position 3099: 0.003551545658422168
Position 6842: 0.003315206926654783
Position 330: 0.003143369377549893
Position 5221: 0.002910081183511082
Position 5467: 0.00285528731339787
Position 6567: 0.0026219011865714643
Position 5638: 0.0025207497176489594
Position 877: 0.002438296334641064
Position 392: 0.002288556128802601
Position 10190: 0.0022761353668502415
Position 10018: 0.002261979744986319
Position 4038: 0.0022025130905781016
Position 5697: 0.002099450490240342
Position 4199: 0.0018013242658557929
Position 9484: 0.0017043608941875593
Position 903: 0.0016795202474171008
Position 1909: 0.0015982042155488394
Position 8437: 0.001422798550746584
Position 3082: 0.0014147106537026515
Position 4248: 0.0013752014356299084
Position 4084: 0.001362633978495487
Position 2925: 0.0013503489539824387
Position 4002: 0.001336478430921846
Position 4751: 0.0012534637148888172
Position 5998: 0.001062166572485812
Position 1260: 0.001055537783120198
Position 3510: 0.0009985204103339913
Position 4396: 0.0009711850335248283
Position 6961: 0.0009694389185241953
Position 362: 0.0009651769621810268
Position 338: 0.0009302799276426464
Position 6098: 0.0009109726527444868
Position 1293: 0.0008613886570407272
Position 5001: 0.0008323567448759266
Position 8884: 0.0007848147806513423
Position 4511: 0.0007812553527915708
Position 2902: 0.0007614924746619044
Position 3723: 0.0007501284856119961
Position 1118: 0.000726561959268309
Position 4120: 0.0006019695899696765
Position 4571: 0.0005415508233938881
Position 1999: 0.0005134195145188903
Position 2345: 0.0005040843769838343
Position 2174: 0.0004904481697880883
Position 3522: 0.00047424107335665574
Position 4891: 0.00042046151691807384
Position 5719: 0.00040985553276260946
Position 4601: 0.0003990127281870299
Position 7048: 0.00039140388675813244
Position 1423: 0.0003777669098883866
Position 1465: 0.00035389618450455305
Position 7462: 0.0003444758900283629
Position 2627: 0.00034012812997031585
Position 7495: 0.0003368505162269018
Position 2560: 0.00030848116440248955
Position 5471: 0.0002963130622120543
Position 3526: 0.0002861099801975295
Position 406: 0.00026842336350547393
Position 7602: 0.0002673927926872874
Position 3765: 0.00026053289678199925
Position 3939: 0.0002340519773296926
Position 1016: 0.00023314826291532165
Position 6173: 0.00022693390293143553
Position 3955: 0.0002121605758685434
Position 1943: 0.0002090675619007911
Position 154: 0.00020188557191209357
Position 146: 0.00019261345390844754
Position 1710: 0.00016938735170116074
Position 782: 0.000167229579554623
Position 4047: 0.00016721951742112577
Position 2198: 0.00015952791737172423
Position 2425: 0.00015786117120096717
Position 2391: 0.00015740426079463303
Position 5938: 0.00014600011055168106
Position 5680: 0.00014465426123182892
Position 2605: 0.00014372582822803751
Position 1690: 0.00014107066296558228
Position 5810: 0.00013794162332605878
Position 4329: 0.0001281685811186833
Position 2118: 0.00011783234042665123
Position 1571: 0.00011779249704234276
Position 5425: 0.00011574814912048643
Position 761: 0.0001013958048942896
Position 1719: 0.00010043356480817829
Position 342: 9.074963731373298e-05
Position 1439: 8.758263664795697e-05
Position 3076: 8.591855658749945e-05
Position 5185: 8.528346122821166e-05
Position 3365: 8.433553315301285e-05
Position 311: 8.377928262929373e-05
Position 158: 8.263813928125041e-05
Position 2180: 8.147095537091235e-05
Position 2206: 8.050073160010583e-05
Position 3129: 7.742722252751633e-05
Position 5441: 7.60054143209998e-05
Position 923: 7.561912970498043e-05
Position 1125: 6.935206424582308e-05
Position 4904: 6.777634958654778e-05
Position 724: 6.635835780092831e-05
Position 1307: 5.556142788783276e-05
Position 4371: 5.5208214909700154e-05
Position 301: 5.293110080155421e-05
Position 206: 5.189931798232049e-05
Position 909: 3.998150021496982e-05
Position 3039: 3.6325602264154233e-05
Position 2371: 3.4252769293901324e-05
Position 2006: 3.125918585473818e-05
Position 704: 2.5280296908846418e-05
Position 1787: 2.035938537682684e-05
Position 1700: 1.9278413460063594e-05
Position 1361: 1.855845986843107e-05
Position 4321: 1.8334989909926492e-05
Position 4791: 1.7138360859539906e-05
Position 4976: 1.4869141707609191e-05
Position 823: 1.4348476743965717e-05
Position 4272: 1.3816125659525734e-05
Position 3318: 2.3971967988045607e-06
Position 747: 1.9880387693503284e-06
Position 2400: 1.7403687299954842e-06
Position 3632: 1.4536524843117278e-06
Position 2176: 1.2765724322663232e-06
