Gene = Ufc1
index = 1161
Annotated 5SS: [ 104  391 4876 5141 5507 5854]
Annotated 3SS: [ 196 4807 5076 5429 5762 6052]
SMsplice 5SS: [ 104  391 3457 4876 5170 5507 5854]
SMsplice 3SS: [ 196 3309 4807 5076 5429 5762 6052]
top_k =  1000
Partition function (log Z): 7.679142055638445

Sorted 5' Splice Sites (High to Low Probability):
Position 4876: 0.9706521537112625
Position 5170: 0.8663009295235152
Position 391: 0.8436954571059421
Position 5507: 0.7980161523667135
Position 3457: 0.7654472902262586
Position 5854: 0.6954399800581558
Position 104: 0.6606644998899863
Position 3749: 0.32780622211296956
Position 2419: 0.29095953915045863
Position 5141: 0.12262895396866628
Position 40: 0.08568999843170833
Position 798: 0.06442834500963193
Position 3447: 0.05883306611950794
Position 4017: 0.057056915059099114
Position 5540: 0.053403955384576644
Position 348: 0.05161858725619741
Position 217: 0.04710302578238144
Position 1538: 0.041992902966550665
Position 5524: 0.03920101938510602
Position 2196: 0.03874366928035695
Position 108: 0.038032882041054795
Position 1609: 0.036662275303262715
Position 1503: 0.03274391636171356
Position 213: 0.03096600090785037
Position 4296: 0.023462425953030292
Position 635: 0.015527178478428518
Position 3971: 0.013624286746362112
Position 2391: 0.01240106752445156
Position 1746: 0.012065268679810925
Position 4895: 0.010890485380855425
Position 4901: 0.009682306017110835
Position 2573: 0.009180640603791125
Position 352: 0.008636116087866186
Position 3167: 0.00807286152749291
Position 3759: 0.006764058261271975
Position 4884: 0.005423658047303032
Position 55: 0.004964851473550334
Position 3847: 0.00434419347580151
Position 679: 0.0037291681809828777
Position 1456: 0.0025308517081013403
Position 3975: 0.0025148811239202153
Position 658: 0.002488160077945333
Position 310: 0.00238612119321229
Position 5521: 0.002147966339622045
Position 5188: 0.0018326053808865187
Position 444: 0.0016253503563391867
Position 3712: 0.0015821996034060233
Position 1265: 0.0015424548914156331
Position 3137: 0.001518477007830588
Position 5200: 0.0014036462773294157
Position 1494: 0.001324758975936374
Position 158: 0.0012225061995367787
Position 5279: 0.0012006917316731527
Position 64: 0.0010615027761242395
Position 2218: 0.0009113727315577553
Position 4270: 0.0008459557068976653
Position 5313: 0.0007887730005870274
Position 1541: 0.0007629927246059318
Position 1292: 0.0007344009763707749
Position 2541: 0.0007193336947012072
Position 1886: 0.0007028716441786568
Position 2126: 0.0006672387655190262
Position 436: 0.000663202976950915
Position 768: 0.0006010079358248101
Position 5906: 0.0005971614951484764
Position 5645: 0.0005273722183118896
Position 5501: 0.0005249648968667812
Position 2319: 0.0005093407437536321
Position 2100: 0.0004255785894799558
Position 5872: 0.00039570854353843235
Position 3382: 0.0003831404465253074
Position 5874: 0.00037497491952857197
Position 4931: 0.00033475165019348666
Position 18: 0.0003097873734351833
Position 1571: 0.00029792029696317087
Position 3480: 0.00029705418041279434
Position 1389: 0.00027723979920732226
Position 1545: 0.0002726082332362944
Position 6099: 0.0002586953783040383
Position 2553: 0.00022019500771775977
Position 692: 0.00021879764428888517
Position 1370: 0.00021543562882923482
Position 3940: 0.0002034232540161027
Position 1706: 0.00019994553235374695
Position 3640: 0.0001958382411900468
Position 5858: 0.00018420430204101092
Position 5245: 0.00017593897460246836
Position 4253: 0.00016829055224580386
Position 4897: 0.000147698503337777
Position 5351: 0.0001453434445750851
Position 5894: 0.00013113693817662654
Position 5995: 0.00012760572305442195
Position 5920: 0.00010373717764906045
Position 6022: 9.883322436121317e-05
Position 196: 8.866612780999252e-05
Position 5147: 8.590614500315343e-05
Position 82: 8.450026525591328e-05
