Gene = Pop7
index = 839
Annotated 5SS: [240]
Annotated 3SS: [438]
SMsplice 5SS: [240]
SMsplice 3SS: [438]
top_k =  1000
Partition function (log Z): -6.172357158463378

Sorted 5' Splice Sites (High to Low Probability):
Position 240: 0.9903203093965748
Position 96: 0.007694840469960327
Position 89: 0.0024170075060266443
Position 272: 0.0019010412936648483
Position 563: 0.001475005202291598
Position 818: 0.0011726543200208455
Position 195: 0.001139335967969414
Position 505: 0.0009950425492642467
Position 868: 0.0007013397186351132
Position 214: 0.0006813748730194743
Position 740: 0.0006471805477153975
Position 32: 0.000404089549257068
Position 100: 0.00018562997338239404
Position 500: 9.047428535829671e-05
Position 64: 4.94377502609892e-05
Position 933: 4.439110635910311e-05
Position 181: 4.280881424586797e-05
Position 848: 4.097872808615124e-05
Position 344: 3.9380030685908376e-05
Position 346: 3.9061032552211046e-05
Position 857: 2.288931724197279e-05
Position 246: 2.1669431106806468e-05
Position 311: 1.9129050920666056e-05
Position 730: 9.879428484494571e-06
Position 924: 7.747057261745188e-06
Position 770: 6.520000070238941e-06
Position 151: 4.986701662480242e-06
Position 761: 4.294564213076688e-06
Position 296: 4.149905897170803e-06
Position 474: 3.530389035926386e-06
Position 128: 3.081849790129981e-06
Position 778: 2.136889083968512e-06
Position 366: 2.108469130323586e-06
Position 940: 4.853593067805839e-07
Position 421: 9.034356661094945e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 438: 0.7221030926569352
Position 739: 0.16809058463325977
Position 378: 0.054249230973043294
Position 709: 0.02250290761274256
Position 484: 0.011969083080206125
Position 715: 0.009661076524483468
Position 1002: 0.006011827349981189
Position 171: 0.004834974859932328
Position 546: 0.002835562831007874
Position 445: 0.002471809842680458
Position 490: 0.0014890297691067351
Position 630: 0.0010377636608545372
Position 462: 0.0004735591542440382
Position 574: 0.00045468585664708067
Position 766: 0.0003483861342571079
Position 382: 0.00024757625793575663
Position 455: 0.00016831192082549098
Position 176: 0.0001645635456170202
Position 822: 0.00014418343112469225
Position 901: 0.000129861519061072
Position 610: 0.00012034666971481563
Position 1069: 8.00807032289192e-05
Position 586: 5.883373458867054e-05
Position 855: 5.545463631076574e-05
Position 940: 5.234726954838183e-05
Position 637: 4.404510988463539e-05
Position 966: 3.606878178043047e-05
Position 1007: 3.492742189184098e-05
Position 723: 3.0129726490821307e-05
Position 623: 2.675451798387446e-05
Position 950: 2.226977266020573e-05
Position 447: 2.0128866365755718e-05
Position 932: 1.930683998261808e-05
Position 203: 1.9047480911077863e-05
Position 505: 1.8475640241617675e-05
Position 520: 1.782114298711043e-05
Position 1009: 1.3577288660104812e-05
Position 592: 1.2576007996086652e-05
Position 395: 1.2374133615145658e-05
Position 978: 1.2150990574136672e-05
Position 340: 1.0827167280103992e-05
Position 848: 1.0519901889393497e-05
Position 342: 6.9657962808289364e-06
Position 391: 6.747820506966023e-06
Position 103: 6.080689026859787e-06
Position 877: 5.86963477501955e-06
Position 96: 5.655791421448926e-06
Position 117: 4.9073813960998005e-06
Position 784: 4.9004328275814545e-06
Position 336: 4.825808647620848e-06
Position 219: 3.758905699526778e-06
Position 464: 3.65759520722036e-06
Position 868: 3.105927816305439e-06
Position 816: 2.602947473739429e-06
Position 790: 2.4798169899161005e-06
Position 305: 2.4022716894169587e-06
Position 596: 2.2976095381130085e-06
Position 788: 2.2691797270379357e-06
Position 805: 1.989491958181787e-06
Position 325: 1.5130487405482723e-06
Position 228: 1.482195333537799e-06
Position 778: 1.3711087381946107e-06
Position 317: 5.039534613165673e-07
Position 833: 4.3090409925082744e-07
Position 236: 4.000606263082724e-07
Position 214: 3.18452788846202e-07
Position 351: 2.4420770808558975e-07
Position 1031: 2.2431295274455725e-07
Position 239: 1.8298323660404527e-07
Position 232: 1.7774989306263316e-07
Position 881: 1.500861374904102e-07
Position 311: 1.2558795830097813e-07
Position 1016: 9.861626343172094e-08
Position 910: 6.64679584571939e-08
Position 1023: 4.953750760400471e-08
Position 243: 4.929313074140852e-10
Position 301: 1.2439386215621295e-10
Position 296: 2.1727958312569187e-11
