Gene = Emcn
index = 376
Annotated 5SS: [  170 31708 38771 50564 75668 75957 77949 81140 82343 86236]
Annotated 3SS: [31584 38695 50449 75577 75902 77852 81114 82280 86161 89452]
SMsplice 5SS: [  170 31708 38771 48181 50564 75668 86236]
SMsplice 3SS: [31584 38649 47996 50449 75577 86161 89452]
top_k =  1000
Partition function (log Z): -53.005143126552504

Sorted 5' Splice Sites (High to Low Probability):
Position 170: 0.9461097606916128
Position 5055: 0.5676250565532648
Position 2739: 0.3837622748830414
Position 4387: 0.32342688341973025
Position 3552: 0.2950692978147998
Position 670: 0.23567502489201667
Position 599: 0.1295847886074771
Position 1141: 0.1244268090249805
Position 3522: 0.07353483491811486
Position 5587: 0.05331600375440762
Position 1018: 0.041895030982977324
Position 785: 0.030994946071556333
Position 527: 0.03036949043578169
Position 603: 0.029811666419494467
Position 5492: 0.0229877759352286
Position 202: 0.01700466112369536
Position 2653: 0.01690847483905907
Position 88: 0.0072175737517728685
Position 628: 0.0057743909321491625
Position 1133: 0.005006557990143025
Position 3071: 0.0046205479476307465
Position 155: 0.003722255311928026
Position 943: 0.0032129354383536733
Position 972: 0.003152411809663879
Position 1483: 0.002736793131048647
Position 3690: 0.0026970134057318533
Position 3632: 0.0024609291795994154
Position 371: 0.0022172220305545034
Position 5178: 0.0018422123576151547
Position 1708: 0.001656769141566673
Position 1951: 0.0009768865780457859
Position 3532: 0.0007630085998473414
Position 175: 0.0007598568677900842
Position 2261: 0.000537510033433463
Position 993: 0.00035795077804406776
Position 355: 0.000357198803393847
Position 621: 0.000337165733066089
Position 317: 0.00030868283455010416
Position 271: 0.00027368259035087867
Position 3026: 0.0002458544501038079
Position 196: 0.00022212805032284456
Position 888: 0.00018829234350537278
Position 324: 0.00018806799230443183
Position 357: 0.0001222247990856844
Position 688: 7.409471420383377e-05
Position 328: 7.092334406926162e-05
Position 849: 6.1049881897186e-05
Position 395: 5.106926739429932e-05
Position 838: 4.787954127146044e-05
Position 915: 4.774569791798172e-05
Position 577: 4.4012491663931144e-05
Position 908: 3.3197405047654455e-05
Position 198: 2.401233558851849e-05
Position 3865: 2.33668482570811e-05
Position 280: 1.7511788503388128e-05
Position 143: 1.4656333910005775e-05
Position 135: 1.3983846989544439e-05
Position 409: 1.2750226718532416e-05
Position 567: 1.2539369842830343e-05
Position 347: 1.191132033274116e-05
Position 219: 1.136719481976034e-05
Position 674: 1.0664100042994198e-05
Position 407: 9.228563773266922e-06
Position 2156: 8.8042877508469e-06
Position 4565: 4.789998167617903e-06
Position 118: 4.155166759648398e-06
Position 375: 4.001916902458589e-06
Position 67: 3.5623174333369707e-06
Position 285: 1.8404440816557398e-06
Position 860: 1.4571075077351693e-06
Position 246: 1.3908597647214131e-06
Position 613: 1.353256843146378e-06
Position 373: 1.0256480917736192e-06
Position 308: 1.0121306985610098e-06
Position 1051: 7.721313833060298e-07
Position 533: 6.770119915015537e-07
Position 451: 3.2526251626383966e-07
Position 539: 3.174799916738629e-07
Position 556: 1.0294354835424284e-07
Position 489: 9.821973027481649e-08
Position 518: 9.546705267597468e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 4952: 0.5787852476347346
Position 2546: 0.3513899163654988
Position 3345: 0.2727522701159883
Position 510: 0.2261290769072291
Position 4263: 0.2219954509213612
Position 5240: 0.1972544934160517
Position 990: 0.1305730140953585
Position 16711: 0.1305497977555507
Position 421: 0.12447769680093931
Position 9445: 0.10027288388145363
Position 3415: 0.0910713307509903
Position 11521: 0.08470300715720964
Position 12623: 0.08163712842922391
Position 4243: 0.07515320861931091
Position 9017: 0.059070187249095095
Position 10540: 0.0561188219939204
Position 5696: 0.05123712785006581
Position 9365: 0.04127315995316579
Position 757: 0.03621769301636951
Position 9253: 0.03604579075015384
Position 6904: 0.03264217402075625
Position 706: 0.025919276427845975
Position 6381: 0.02388177634568706
Position 2503: 0.022264176644904165
Position 7471: 0.021958253124864484
Position 5485: 0.021705261908290415
Position 10056: 0.021012056526826493
Position 4012: 0.02095867615999502
Position 457: 0.01983685477842804
Position 8241: 0.015101875976017429
Position 7721: 0.011955109930372783
Position 602: 0.011733183622886244
Position 2657: 0.0116428357735264
Position 556: 0.011511656089925972
Position 269: 0.00946352357448077
Position 3350: 0.008458334204176908
Position 9283: 0.008162404486131484
Position 5445: 0.0075587119913930936
Position 4954: 0.0074701255335337426
Position 784: 0.007256386229383586
Position 2681: 0.0069656028270803794
Position 4799: 0.006864979612126058
Position 5672: 0.006774118305739219
Position 4299: 0.006425968267942887
Position 6451: 0.006009250529744125
Position 7705: 0.004946147828078531
Position 1401: 0.0049091652694374256
Position 2618: 0.0041008518413452036
Position 10365: 0.004002193639404825
Position 593: 0.0037318425197612345
Position 2528: 0.003504237315440135
Position 3381: 0.0032108770927250533
Position 577: 0.00318176432745553
Position 2929: 0.0027787039893900204
Position 5709: 0.0019337607895308073
