Gene = Traip
index = 1138
Annotated 5SS: [  217  4967  5474  7900  8611 10117 10700 11386 11965 12462 17794 19097
 19663 19803]
Annotated 3SS: [ 4908  5389  7859  8482 10021 10585 11297 11874 12372 17637 19047 19512
 19751 20017]
SMsplice 5SS: [  217  4967  5474  7900  8611 10117 11965 12462 17794 19097 19663]
SMsplice 3SS: [ 4908  5389  7859  8482 10021 11874 12372 17637 19047 19512 19751]
top_k =  1000
Partition function (log Z): 16.14067290920084

Sorted 5' Splice Sites (High to Low Probability):
Position 10117: 0.9935553280890701
Position 217: 0.9821054817408641
Position 17794: 0.9478317911638929
Position 8611: 0.92976058483934
Position 11965: 0.9084021336019473
Position 7900: 0.9068207517637442
Position 12462: 0.881872946732009
Position 19097: 0.7853536198950015
Position 19663: 0.7614548377296186
Position 4967: 0.7223297951199169
Position 5474: 0.7069396910113116
Position 20093: 0.4253258751955032
Position 10704: 0.4029902902393302
Position 20508: 0.37711034470979415
Position 14928: 0.3559128784942915
Position 11386: 0.351635247948034
Position 11419: 0.233605641622217
Position 19865: 0.15147622047284134
Position 3976: 0.14883164762712786
Position 16731: 0.12247864191275086
Position 9890: 0.10941717051582928
Position 12439: 0.10144959114212396
Position 936: 0.09452880304481114
Position 10700: 0.09191407106650147
Position 12280: 0.08200744134593785
Position 5112: 0.08070305624850242
Position 2215: 0.07940036868652804
Position 5302: 0.0789715303380559
Position 20727: 0.07726936990133816
Position 2347: 0.06570619634916999
Position 11181: 0.06416354548944582
Position 8635: 0.061364717359342624
Position 19803: 0.05614314627973487
Position 14958: 0.05301355722039144
Position 9603: 0.047384670213445085
Position 402: 0.04331805324384625
Position 20513: 0.03930174090306785
Position 20078: 0.03601434513700346
Position 12237: 0.03457743225077076
Position 20740: 0.032810485309611344
Position 392: 0.03085286530651304
Position 18819: 0.029588438823050213
Position 20529: 0.02949290285227506
Position 6102: 0.027056160766855197
Position 7653: 0.023627465808082424
Position 20731: 0.022029980566134963
Position 3700: 0.02162332316246694
Position 19931: 0.021348776819835397
Position 12105: 0.019042057148133857
Position 4230: 0.018704926096660805
Position 11989: 0.0186881056485796
Position 19954: 0.016591442818589396
Position 16218: 0.01622526608014395
Position 3125: 0.016147080748142188
Position 9912: 0.015219723197875512
Position 9835: 0.013293448570544451
Position 11488: 0.01273468817905216
Position 12023: 0.012061692812378372
Position 1657: 0.011829674073010582
Position 18708: 0.011809605168136875
