Gene = Mcmbp
index = 664
Annotated 5SS: [  363 15383 16428 16560 19931 24550 26097 27832 30714 31414 33448 36017
 37001 38253 41177]
Annotated 3SS: [15296 16286 16517 19828 24404 25944 27730 30534 31289 33329 35850 36866
 38087 41087 41924]
SMsplice 5SS: [  363 15183 15383 16428 19931 27832 30714 33448 36017 37001 38253 41177]
SMsplice 3SS: [15075 15296 16286 19828 27730 30534 33329 35865 36866 38087 41087 43546]
top_k =  1000
Partition function (log Z): 4.438244364263113

Sorted 5' Splice Sites (High to Low Probability):
Position 363: 0.9983674535593328
Position 41177: 0.9958929962753514
Position 21959: 0.9894320229654391
Position 38253: 0.9538297878937556
Position 33448: 0.9080411581902457
Position 37001: 0.8992863624627612
Position 27832: 0.8652883720074409
Position 36017: 0.8624712450030867
Position 30714: 0.8400188061958799
Position 16428: 0.8291910118969111
Position 15183: 0.6910611744937872
Position 15383: 0.4956316515940747
Position 19918: 0.4609212484522066
Position 23670: 0.46088936817577786
Position 37199: 0.399357064946939
Position 15474: 0.3053427450261109
Position 17075: 0.1792043557558287
Position 31414: 0.162370622159902
Position 15402: 0.15952952879403942
Position 42588: 0.14075507449713473
Position 42572: 0.11095773426587364
Position 26097: 0.10082039713658006
Position 33620: 0.09893331525511151
Position 30808: 0.0966974548266898
Position 36988: 0.09110145848788263
Position 42538: 0.07422388391968134
Position 29572: 0.06914532280949207
Position 19410: 0.06907443135407529
Position 37663: 0.06842348723892692
Position 32888: 0.06514194579791655
Position 35932: 0.058750714815645325
Position 39957: 0.057069450297636805
Position 12940: 0.04686223109883348
Position 32266: 0.043140274318517205
Position 33844: 0.04286205918486305
Position 38650: 0.038676215593338566
Position 16668: 0.03573125611748281
Position 40173: 0.03468213065549956
Position 42090: 0.03451333843556055
Position 31603: 0.03154993000121875
Position 7400: 0.030381908921069123
Position 41875: 0.0264834115052664
Position 9040: 0.02609942185711432
Position 14462: 0.02543026077569151
Position 1077: 0.024451812662437858
Position 37498: 0.021213923320816296
Position 19240: 0.020964945331921694
Position 4396: 0.019012843377707773
Position 33761: 0.018255535399660856
Position 19309: 0.01719973227131022
Position 16560: 0.016671715365852113
Position 6846: 0.015176016419504237
Position 5840: 0.013841253850818486
Position 16343: 0.01369968895457255
Position 8500: 0.013379836410326083
Position 19244: 0.012216164476571024
Position 30632: 0.011112531374565863
Position 31530: 0.010817813714507211
Position 36679: 0.009521627615482255
Position 6533: 0.009417070572337627
Position 39739: 0.00930326416831518
Position 43108: 0.009059113032907837
Position 15332: 0.008957318398387286
Position 34665: 0.00848670663452618
Position 16636: 0.008135923619703597
Position 35528: 0.007807591655947712
Position 39983: 0.007606253820941845
Position 6479: 0.007319175088916384
Position 7395: 0.007257233001841034
Position 40846: 0.00689277742331362
Position 6445: 0.006859253616074529
Position 37932: 0.0062982822693244496
Position 34554: 0.005981710365183162
Position 1183: 0.005806750733376345
Position 2304: 0.005544316624063598
Position 28069: 0.005438184156371316
Position 32053: 0.005421335430063835
Position 16591: 0.005125880426317245
Position 4458: 0.0046921862349293885
Position 41906: 0.004584705021471212
Position 17052: 0.004127597729747594
Position 39764: 0.0039761999799279935
Position 9426: 0.003741039621156607
Position 38327: 0.003672535188664912
Position 8325: 0.003631562914333097
Position 15681: 0.0035234648869685876
Position 17068: 0.003248497315400565
Position 4449: 0.0031873223783795836
Position 38174: 0.0031630347019346735
Position 34842: 0.0030853498289307346
Position 40842: 0.0029102550945638165
Position 15466: 0.0027144852278416513
Position 40429: 0.002711903712095123
Position 41355: 0.0025045408438464545
Position 40389: 0.002358306565173794
Position 41819: 0.0021106413810331117
Position 42419: 0.0020835079960848614
Position 40298: 0.001819637225062424
Position 15777: 0.0017970390521161155
Position 15456: 0.0017808892110401516
Position 16404: 0.0017572819760496119
Position 38041: 0.001688133480281734
Position 37161: 0.001683116184779272
Position 4120: 0.0016074611131476461
Position 42207: 0.0016073026525223865
Position 37016: 0.0015920724317744995
Position 36440: 0.0015514478783607189
Position 15497: 0.0013920035102244664
Position 37031: 0.0011352330913973112
Position 38189: 0.0011332394673418714
Position 37045: 0.0011101373201629645
Position 37582: 0.0009004697100346196
Position 16432: 0.0008110487400959346
Position 36384: 0.0007854219522920934
Position 40412: 0.0007588093711154354
Position 20927: 0.0007081978592726598
Position 38210: 0.0006766858821831478
Position 37969: 0.0006467607457868832
Position 36914: 0.0005991952349299062
Position 35971: 0.0004987309185377563
Position 19196: 0.00047627915831723684
Position 16965: 0.0004414427398548136
Position 37114: 0.00040444126486383086
Position 767: 0.0003649739090762212
Position 42139: 0.0003619022436055033
Position 34819: 0.0003504568032538812
Position 41195: 0.00034801001819322
Position 27: 0.0002975420866304362
Position 35232: 0.0002753936935178065
Position 34194: 0.00024655454204133647
Position 37774: 0.00023695718436305395
Position 17740: 0.00021453017780126811
Position 37395: 0.0002107427066971515
Position 40762: 0.00020785259987839364
Position 763: 0.00018910816161099724
Position 16647: 0.00017366993614516792
Position 38679: 0.00017204409922678333
Position 41595: 0.00017002312933233924
Position 37238: 0.00016128901249616028
Position 37205: 0.0001545759704127349
Position 37098: 0.0001343042203950899
Position 37332: 0.0001105310838909163
