Gene = Cnst
index = 278
Annotated 5SS: [  247 33399 46497 55363 58236 58698 59900 60164 64297 76533]
Annotated 3SS: [32967 46314 55331 58148 58582 59877 60066 63415 76396 78628]
SMsplice 5SS: [  247 33399 41784 46497 58236 60164 76533]
SMsplice 3SS: [33128 41643 46314 58135 60066 76396 78628]
top_k =  1000
Partition function (log Z): -51.8698839528315

Sorted 5' Splice Sites (High to Low Probability):
Position 247: 0.9103237865136616
Position 1166: 0.2854570240057861
Position 1981: 0.07540365394868098
Position 3959: 0.07471991099276205
Position 2758: 0.06297896293181061
Position 1415: 0.031735004951140275
Position 411: 0.03078494250381439
Position 5222: 0.02520432426596493
Position 537: 0.009467235813699139
Position 2142: 0.008906787626170316
Position 1974: 0.008792358091577735
Position 3165: 0.008335072398114074
Position 3647: 0.008192051110702767
Position 59: 0.007863910477659638
Position 3483: 0.007493845694418798
Position 5288: 0.005001638047836994
Position 3973: 0.00478130201289882
Position 2321: 0.0034231967004409863
Position 1989: 0.002451719936351015
Position 3366: 0.002316189611037482
Position 3652: 0.0021439056120248203
Position 218: 0.0021323520482341937
Position 5397: 0.0014017192666297095
Position 3932: 0.0012332936366696154
Position 3192: 0.001028847645828615
Position 488: 0.001007318672011793
Position 2097: 0.0009064582582506921
Position 6481: 0.00046947923736480725
Position 115: 0.0004232920806745562
Position 2495: 0.0004060980006510942
Position 2177: 0.0003593723253436793
Position 356: 0.0003350544268977226
Position 2149: 0.0003233380761640927
Position 155: 0.0002771707303976615
Position 179: 0.00027441415465607083
Position 2093: 0.00023363058422665812
Position 1170: 0.0002156651087999321
Position 310: 0.00020540662775784957
Position 2016: 0.00016318222604183336
Position 2299: 0.0001601893210701938
Position 1356: 0.00012771321936661052
Position 505: 0.00011782743266947296
Position 1088: 7.798127719290368e-05
Position 2151: 6.933937437684262e-05
Position 80: 6.457983400405387e-05
Position 512: 5.801536840378566e-05
Position 2384: 5.634875940623598e-05
Position 37: 4.5409667476073e-05
Position 632: 4.1645841272071325e-05
Position 492: 3.420001773373552e-05
Position 428: 2.6294978883026553e-05
Position 334: 2.626712690746403e-05
Position 346: 2.4442890273982e-05
Position 500: 2.3657223658221474e-05
Position 1805: 2.1933415688077084e-05
Position 668: 2.0713185395008817e-05
Position 167: 2.041515773405902e-05
Position 1284: 1.530223893501602e-05
Position 2806: 1.4411203038774893e-05
Position 895: 1.1491596084385909e-05
Position 418: 1.144234710035373e-05
Position 303: 9.95350983635348e-06
Position 591: 9.40614223518374e-06
Position 2466: 8.790884634830183e-06
Position 1978: 8.75421864355425e-06
Position 1367: 8.58516495643646e-06
Position 494: 7.857936912288431e-06
Position 904: 7.810811053222871e-06
Position 1827: 7.019992614706306e-06
Position 776: 6.128567554524912e-06
