Gene = Itln1
index = 596
Annotated 5SS: [  74  541 1929 3789 4261 4801 6174]
Annotated 3SS: [  476  1829  3540  4101  4679  6069 16900]
SMsplice 5SS: [ 141 1929 3789 4200 4801 6174]
SMsplice 3SS: [ 1829  3540  4101  4679  6069 16900]
top_k =  1000
Partition function (log Z): 2.953410025580046

Sorted 5' Splice Sites (High to Low Probability):
Position 6174: 0.978998057419922
Position 4801: 0.9652778402146724
Position 1929: 0.9301668354884007
Position 4200: 0.8370617798354301
Position 3789: 0.545805481414467
Position 541: 0.49287740667985597
Position 141: 0.42582037090581093
Position 10165: 0.37190049308881806
Position 12493: 0.3125247567575844
Position 14097: 0.2766890620719105
Position 15151: 0.228633405274475
Position 154: 0.19570351230939934
Position 3945: 0.17611486453300376
Position 74: 0.16975691689014144
Position 9268: 0.16158821350281644
Position 4261: 0.1483263657747464
Position 3610: 0.1259626796881763
Position 557: 0.12557171168842263
Position 11826: 0.09765702075541292
Position 3830: 0.0956180950238455
Position 1484: 0.08421139767791329
Position 11704: 0.08329237101938886
Position 12950: 0.0828097521488225
Position 1415: 0.0667440254160091
Position 16455: 0.059298743314461784
Position 7865: 0.05602829431185319
Position 16073: 0.045192353692139475
Position 9351: 0.04424381263329139
Position 100: 0.042120608879856886
Position 5243: 0.03777732421284335
Position 1467: 0.035890057391973706
Position 3419: 0.03405162194929436
Position 3669: 0.03213007487685366
Position 998: 0.02947161125227454
Position 13674: 0.027767841901463385
Position 5416: 0.023751712585453874
Position 6937: 0.021895776449319396
Position 1583: 0.020950942162873937
Position 1751: 0.017502806095802168
Position 7744: 0.015935801756608095
Position 5948: 0.01542447332397938
Position 1449: 0.014058967501783681
Position 15171: 0.01365007277412028
Position 5250: 0.010349973610182127
Position 5578: 0.009696115882006497
Position 3673: 0.009004606983795467
Position 3398: 0.008798650339297578
Position 7973: 0.00855024314153405
Position 3232: 0.008342388541162522
Position 1855: 0.00793251992010212
Position 10686: 0.0070775877700595975
Position 6439: 0.006422676622456763
Position 4756: 0.006146708013631762
Position 3775: 0.0057615023557961425
Position 903: 0.005581176735193032
Position 9840: 0.005216084372404686
Position 2497: 0.004719325719715341
Position 7142: 0.004565678911468202
Position 3388: 0.004333375369210802
Position 1549: 0.004166992949908777
Position 106: 0.003694876358089846
Position 1038: 0.0036640210540317885
Position 7114: 0.003649909477632275
Position 1557: 0.0034229742079715467
Position 5283: 0.0031480345789640127
Position 3627: 0.0028136222390184903
Position 3755: 0.0027129586729664388
Position 269: 0.002665713111618986
Position 3636: 0.002650858208813556
Position 3493: 0.0026383101950182637
Position 4313: 0.0025408757860270956
Position 19: 0.0024401804293754338
Position 1994: 0.0023313863663373723
Position 5533: 0.002270893480379767
Position 3822: 0.0022529506718784093
Position 5240: 0.002237986256630564
Position 5006: 0.002056487120719353
Position 2277: 0.0020279705088984954
Position 6160: 0.0019091184637272513
Position 1443: 0.0018939150310440349
Position 3949: 0.0018050389794586424
Position 1705: 0.0017091526954514556
Position 4515: 0.001665880581626487
Position 3683: 0.0016609195021595258
Position 5562: 0.0016507432676800139
Position 2476: 0.001646198391076584
Position 1515: 0.0016036202202486007
Position 8946: 0.0015843250671980116
Position 1395: 0.0015350624730889615
Position 993: 0.0015212236317056988
Position 3217: 0.0014942268613383019
Position 4322: 0.0014400658539392495
Position 3634: 0.0014028054813252663
Position 8037: 0.0013701347585639012
Position 3662: 0.0013063919846206804
Position 3688: 0.0012977663094250803
Position 1274: 0.0012782745854755177
Position 1958: 0.0012366853272255383
Position 6932: 0.0012031509477365523
Position 1933: 0.0011873686803560264
Position 4843: 0.001108330451818697
Position 1488: 0.0010489166849575364
Position 8123: 0.0010187691807482138
Position 6144: 0.0009906527032922789
