Gene = Hinfp
index = 539
Annotated 5SS: [  56 3262 6109 6459 6799 7338 7548 7773 7979]
Annotated 3SS: [3083 5878 6346 6645 7259 7426 7633 7853 9090]
SMsplice 5SS: [ 537 3084 6109 6459 7338 7548 7773 7979]
SMsplice 3SS: [2898 5904 6319 7259 7426 7633 7853 9090]
top_k =  1000
Partition function (log Z): 14.421759836155525

Sorted 5' Splice Sites (High to Low Probability):
Position 7548: 0.9954004893897087
Position 7338: 0.987715457324527
Position 7979: 0.9533478394335586
Position 6459: 0.8865314680667813
Position 6109: 0.8283114125507981
Position 3084: 0.7575534714997836
Position 7773: 0.7270485619152417
Position 9491: 0.6303970481662629
Position 9136: 0.5586042551690922
Position 537: 0.5504915585458163
Position 9288: 0.3406902580896548
Position 3262: 0.3119946850073637
Position 6799: 0.31003386303804026
Position 7777: 0.24341981639167745
Position 4324: 0.23630553488918948
Position 56: 0.20142006548909935
Position 400: 0.1727502967976693
Position 890: 0.16031918084904906
Position 7100: 0.1529904298022601
Position 6218: 0.0661534949006308
Position 10218: 0.05543811092000285
Position 145: 0.05514259118464366
Position 6850: 0.04511187239813339
Position 9751: 0.04291277927974301
Position 6714: 0.042115590454537846
Position 1410: 0.03770376723706462
Position 2669: 0.029385113113407125
Position 9872: 0.027555447793423428
Position 7130: 0.02613727259163269
Position 10320: 0.024590595308211227
Position 5077: 0.02447876513172847
Position 3338: 0.023622997869242695
Position 3142: 0.02152254285598369
Position 152: 0.020668974964928838
Position 10830: 0.01909332860930712
Position 10279: 0.018595946088706128
Position 6862: 0.01754458832804891
Position 2102: 0.016544588952764536
Position 19: 0.016411563563767505
Position 7018: 0.016044166597699135
Position 2739: 0.011601989907675145
Position 7697: 0.009934367065436572
Position 880: 0.00832199699609942
Position 7730: 0.007711755248578283
Position 396: 0.006946812007789548
Position 4626: 0.006798266825827776
Position 10554: 0.0064161285824902246
Position 2732: 0.006273683188053395
Position 9091: 0.006231411733696596
Position 8697: 0.005916156359101777
Position 8714: 0.005315445321084392
Position 1437: 0.00499859511478908
Position 1374: 0.004101045756171178
Position 5668: 0.0035664363753447983
Position 4339: 0.0035352827568364505
Position 5781: 0.0028669474003606282
Position 3290: 0.0028593675431184316
Position 6673: 0.002698133791537017
Position 878: 0.002677480369939853
Position 3004: 0.0025786496948192778
Position 1402: 0.0022407896136343594
Position 7871: 0.002034107266465539
Position 10477: 0.0019793164588715927
Position 7818: 0.001960349882675313
Position 9690: 0.0017040248039572434
Position 5329: 0.0016826872545937675
