Gene = D1Ertd622e
index = 314
Annotated 5SS: [ 244 7475]
Annotated 3SS: [ 7384 15712]
SMsplice 5SS: [  244  7475 22761 22994 23759 24475 34540 35575]
SMsplice 3SS: [ 7384 22655 22838 23669 24376 34420 35495 39933]
top_k =  1000
Partition function (log Z): -29.063672484005707

Sorted 5' Splice Sites (High to Low Probability):
Position 244: 0.9894264564720144
Position 7475: 0.9294847308889737
Position 8272: 0.40984862454212023
Position 9885: 0.36550376378769994
Position 4236: 0.28825977185765267
Position 10787: 0.26519366416784307
Position 13473: 0.22591418699700958
Position 1974: 0.1936867277448001
Position 10070: 0.1887278574607952
Position 6143: 0.13798011261793164
Position 4810: 0.12742766375907227
Position 4634: 0.11984192969989867
Position 4245: 0.1132607874976973
Position 4423: 0.1122523926595107
Position 13756: 0.06969328809354541
Position 6442: 0.06044700720868869
Position 6487: 0.05444590535118658
Position 4595: 0.04723876532319191
Position 4289: 0.044846445614357314
Position 5621: 0.04077680437839911
Position 15935: 0.03868870046201907
Position 6563: 0.03421132253525223
Position 8945: 0.03336466405560427
Position 3321: 0.024269558542934475
Position 14163: 0.024055940106586942
Position 8801: 0.021674060359449392
Position 6404: 0.019978616765970902
Position 2657: 0.017955660854537217
Position 7560: 0.01655151663061089
Position 4365: 0.015360277533497321
Position 3147: 0.01094500483724809
Position 2562: 0.01018192126187672
Position 8276: 0.008926165321258134
Position 6408: 0.008028924734563013
Position 5319: 0.007596747765449929
Position 1733: 0.007181699455287969
Position 7867: 0.004743203302511747
Position 642: 0.00471771901370287
Position 324: 0.004161805842623269
Position 4080: 0.0038002840256200093
Position 1026: 0.003669951370740832
Position 2684: 0.003391004871625975
Position 520: 0.0033862882356503997
Position 14010: 0.002427287487106523
Position 316: 0.002373228336953148
Position 7965: 0.0020749859224040283
Position 295: 0.001973744665977202
Position 9667: 0.0019150889738057007
Position 3257: 0.0018806196406014723
Position 8280: 0.0016521455555717443
Position 5375: 0.001631151691348144
Position 787: 0.0013436392707797096
Position 3008: 0.0012225691796502855
Position 4694: 0.0012068103811256187
Position 2311: 0.0011785559245100791
Position 2396: 0.0011391745721968263
Position 3051: 0.0011026563529592476
Position 1859: 0.00097875831997757
Position 1181: 0.0009738151134080623
Position 2547: 0.0009578991368813211
Position 1677: 0.0008784914488770284
Position 2949: 0.0008695527672086372
Position 7827: 0.0007880809209817274
Position 2432: 0.0007510085795363206
Position 3676: 0.000734548899136883
Position 3249: 0.0006846375211615941
Position 4047: 0.00043752390422458984
Position 3598: 0.00043473788901592477
Position 5532: 0.00041047312260132705
Position 8221: 0.0003817641840158087
Position 2391: 0.0003714265833351547
Position 3992: 0.0003316746961322875
Position 4833: 0.00031588992900609105
Position 5380: 0.0002997930567011857
Position 1038: 0.0002955220806159506
Position 3967: 0.0002862689735775253
Position 13838: 0.00026226694557953507
Position 4150: 0.00022823749944715253
Position 3936: 0.00021685517440636466
Position 1128: 0.0002045566394142664
Position 479: 0.00019275666385630753
Position 1865: 0.00018941148008376642
Position 4073: 0.00017750802127950016
Position 4030: 0.00017429920263137624
Position 2255: 0.0001732594549104248
Position 3645: 0.0001729905858331003
Position 418: 0.00016761778893574638
Position 2045: 0.00015854196160560875
Position 3877: 0.00014896551920446656
Position 2554: 0.00011684958602086406
Position 6065: 0.00011271565674872528
Position 8119: 0.00010438714894780818
Position 116: 2.9839244231521437e-05
Position 311: 2.3618080741518282e-05
Position 541: 2.302264868236534e-05
Position 742: 1.306041430378136e-05
Position 101: 8.464786199054529e-06
Position 578: 7.802665162288861e-06
Position 1060: 7.226525126001841e-06
Position 2139: 6.80689667975328e-06
Position 506: 6.7059710766186775e-06
Position 2289: 4.5606312096545956e-06
Position 284: 4.017343986804921e-06
Position 1622: 3.2361986784989487e-06
Position 3803: 2.8952622758248666e-06
Position 2383: 2.5663663893932686e-06
Position 196: 2.2925801263239134e-06
Position 562: 1.960932639533034e-06
Position 991: 1.4181183215923933e-06
Position 1829: 1.3462824045730928e-06
Position 1165: 1.1342905736214313e-06
Position 1158: 9.326731040014799e-07
Position 2567: 8.895465570570698e-07
Position 538: 7.958411377430435e-07
Position 880: 7.899470217666414e-07
Position 535: 6.771044795439124e-07
Position 1077: 4.2913466146289313e-07
Position 1348: 4.2593145170057235e-07
Position 2331: 3.5368137471625713e-07
Position 919: 3.5040427375687116e-07
Position 1330: 3.3363782140064367e-07
Position 2794: 2.8023728652964237e-07
Position 82: 2.7658942943620446e-07
Position 3690: 2.7287639374171243e-07
Position 2294: 2.020869483718708e-07
Position 298: 1.8826991493275597e-07
Position 1984: 1.866323494621086e-07
Position 2727: 1.5786768260071797e-07
Position 330: 1.4977166241882478e-07
Position 248: 1.1662571108212884e-07
Position 805: 2.3007072847156126e-08
Position 779: 1.4171956075956472e-08
Position 422: 1.0559046585939462e-08
Position 609: 8.4903983896849e-09
Position 342: 7.70147066256744e-09
Position 334: 7.510034212976882e-09
Position 631: 4.7386638498300175e-09
Position 328: 1.8029901845551206e-09
Position 667: 1.651653683493096e-09
Position 648: 1.634490971921426e-09
Position 795: 1.2576649062440033e-09
Position 720: 1.2499864358579595e-09
Position 658: 9.734808625439296e-10
Position 1306: 4.683050711228816e-10
Position 1402: 4.3940196132827846e-10
Position 398: 4.323053480690559e-10
Position 1259: 4.083950647910822e-10
Position 400: 2.6501425315857703e-10
Position 420: 2.2405702710839323e-10
Position 356: 1.094058285334287e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 7384: 0.7254084583921785
Position 4148: 0.4619072315031721
Position 15712: 0.4308058454349698
Position 8146: 0.37961351283130784
Position 9799: 0.27975649566400007
Position 10650: 0.2703747479705674
Position 13341: 0.246465324374608
Position 4465: 0.1786893641225333
Position 6259: 0.16368813302840804
Position 7311: 0.1495309632085565
Position 9990: 0.1463871608040266
Position 13749: 0.13434075594965583
Position 13708: 0.1277574835327015
Position 6015: 0.12568673864084412
Position 9774: 0.12475249846042984
Position 16213: 0.11796626943360089
Position 14522: 0.11484801859297872
Position 4271: 0.09419631373162499
Position 1732: 0.07163523876197818
Position 7359: 0.06541515369666062
Position 4677: 0.056509821113536585
Position 4594: 0.05544410898137241
Position 1817: 0.05397597928272558
Position 16255: 0.05121839828522011
Position 8753: 0.041891799502883784
Position 8168: 0.031914598169075846
Position 5564: 0.029574785597685938
Position 8756: 0.02613980812740516
Position 1841: 0.025736282930859746
Position 13726: 0.02432336176993578
Position 3870: 0.015920584120184676
Position 3186: 0.01379237233639744
Position 1844: 0.011457061928066595
Position 1594: 0.011261645111570679
Position 9909: 0.011231030693977672
Position 9828: 0.01097491110124464
Position 7694: 0.0099147839811116
Position 1929: 0.008977194744337858
Position 8545: 0.008460940567484263
Position 2971: 0.007990866833836194
Position 5260: 0.007609732777992559
Position 2293: 0.007058406593190245
Position 6506: 0.0068873490102255895
Position 1902: 0.00678956611599665
Position 11027: 0.006606765623759872
Position 5593: 0.006596307046769592
Position 6288: 0.006512825854579165
Position 1754: 0.006485654362934387
Position 11793: 0.006469038121079509
Position 10102: 0.006418790389815136
Position 5962: 0.0062441576387568375
Position 10871: 0.006168506280908406
Position 2819: 0.005904874074753141
Position 10841: 0.005850228178680024
Position 11651: 0.005680167687774929
Position 4323: 0.005613936673574163
Position 12260: 0.005448494730577674
Position 5400: 0.005217401883533909
Position 2646: 0.004881290858810562
