Gene = Jtb
index = 603
Annotated 5SS: [ 444  636  915 2406]
Annotated 3SS: [ 597  831 2325 3785]
SMsplice 5SS: [ 444  636  915 2406]
SMsplice 3SS: [ 597  831 2268 3785]
top_k =  1000
Partition function (log Z): -2.9896510175928506

Sorted 5' Splice Sites (High to Low Probability):
Position 915: 0.727649241340584
Position 2406: 0.7105553105447707
Position 636: 0.6542054783294471
Position 444: 0.44304278950734327
Position 947: 0.2515350101845285
Position 150: 0.16205504667592094
Position 718: 0.12497403517580173
Position 342: 0.11994488342150758
Position 162: 0.035497493003188024
Position 614: 0.03287024350833683
Position 1983: 0.029306612365329884
Position 2740: 0.02798759323691749
Position 541: 0.01671496986714196
Position 2355: 0.01382471905609806
Position 3627: 0.013735674271014613
Position 3588: 0.012460521424533709
Position 328: 0.010066408514967524
Position 3100: 0.00961985985916301
Position 537: 0.007385352509433927
Position 1056: 0.006805363291422447
Position 3712: 0.004162496895253742
Position 71: 0.0038938221124612048
Position 3916: 0.002737976582976137
Position 2761: 0.002701833657816386
Position 1758: 0.0023741624450752783
Position 919: 0.002187193596088292
Position 640: 0.0021557858379045373
Position 185: 0.0018828058629287326
Position 3732: 0.0017383426027174397
Position 3877: 0.0016507966262942328
Position 2431: 0.0015206889081431803
Position 452: 0.0014485913169407284
Position 420: 0.0012146535927654858
Position 448: 0.0010023377248240116
Position 692: 0.0009626964017420544
Position 876: 0.0009156180616733001
Position 3956: 0.0008186384503164119
Position 2943: 0.0007556618483999434
Position 3981: 0.0007539800042050411
Position 3933: 0.0006809900761203377
Position 3964: 0.0006204064472160362
Position 202: 0.0005798977920016355
Position 659: 0.0005750212652791087
Position 1347: 0.0004682263541897624
Position 243: 0.00040029879300465933
Position 2861: 0.0003887573521899672
Position 3345: 0.00032135210660128933
Position 927: 0.000306686588526018
Position 65: 0.00029772660552247976
Position 3683: 0.00027557038135513003
Position 383: 0.0002702113646353908
Position 78: 0.00020187772573425873
Position 530: 0.00017806005926449426
Position 683: 0.0001568645285142225
Position 3999: 0.00013642008091534606
Position 2618: 0.00013311928988875423
Position 674: 0.00012826365012869482
Position 3641: 0.00011661387618237817
Position 3881: 0.00011393731753538841
Position 2577: 8.719329771512808e-05
Position 898: 6.803311323453682e-05
Position 3077: 6.687640613257592e-05
Position 3835: 6.50732660567133e-05
Position 2704: 6.475638179742128e-05
Position 3847: 5.121824986058185e-05
Position 492: 4.710872018280197e-05
Position 19: 4.142490892227346e-05
Position 3856: 3.7668742052086715e-05
Position 240: 3.257174554315407e-05
Position 271: 2.7060183121847776e-05
Position 254: 2.6712614863146242e-05
Position 410: 2.0521321610943733e-05
Position 568: 1.107300753181699e-05
Position 745: 9.446737446031892e-06
Position 747: 7.806510489135277e-06
Position 550: 5.04224616661836e-06
Position 1186: 3.2670352756845428e-06
Position 857: 2.9801771153152995e-06
Position 930: 2.6809630424606566e-06
Position 889: 2.550675356088197e-06
Position 1239: 2.392226145645748e-06
Position 869: 2.3683117274748726e-06
