Gene = Gatb
index = 423
Annotated 5SS: [  201  1896 27855 30461 31019 37347 39429 42541 44895 62939 70930 78297]
Annotated 3SS: [ 1744 27740 30261 30895 37232 39343 42495 44704 62804 70850 78161 79604]
SMsplice 5SS: [  513  1896  7719 16802 17398 17664 19642 27855 30461 31019 32185 37347
 39429 42541 44895 47066 62939]
SMsplice 3SS: [ 1744  7646 16659 17326 17498 19483 27740 30334 30895 32072 37232 39343
 42495 44704 46946 62804 78161]
top_k =  1000
Partition function (log Z): -25.664649753760106

Sorted 5' Splice Sites (High to Low Probability):
Position 27855: 0.9999927681214876
Position 1896: 0.9804974944825768
Position 44895: 0.9698943737527277
Position 37347: 0.905349884838524
Position 17664: 0.8678292377714403
Position 42541: 0.8417790872841827
Position 17398: 0.7991336433078338
Position 31019: 0.7730516994607648
Position 39429: 0.6902798717429223
Position 32185: 0.6899503422290081
Position 24274: 0.6445294201116173
Position 30461: 0.609226364783569
Position 47066: 0.6006767741504693
Position 23494: 0.5583726451888711
Position 8892: 0.5127590330305928
Position 7719: 0.49183773524217245
Position 19642: 0.4530225027156228
Position 16802: 0.44357383090389063
Position 513: 0.3875540817906596
Position 9991: 0.3630543830022835
Position 12059: 0.3610901169698302
Position 201: 0.3214546968643113
Position 16806: 0.3198494984314826
Position 12742: 0.2987946951662251
Position 9407: 0.2972308553653448
Position 7771: 0.28365790234863386
Position 19616: 0.23005711032406273
Position 15989: 0.20891221123943435
Position 13005: 0.20189313568270234
Position 22790: 0.1941781782372997
Position 10976: 0.1883846653350166
Position 16779: 0.1872569901271138
Position 19484: 0.18421255058232858
Position 23345: 0.18287334695843774
Position 15233: 0.17843882754334045
Position 11584: 0.1773662064834776
Position 18921: 0.13495711081317688
Position 21419: 0.12962188351218812
Position 17403: 0.11493952706962787
Position 3639: 0.10683396705244125
Position 6524: 0.09529693356188479
Position 37304: 0.09454081427540853
Position 10125: 0.0873710023478854
Position 20925: 0.08735251743410838
Position 9710: 0.08196402202506636
Position 9449: 0.07532511644052911
Position 17698: 0.07512754058934581
Position 3651: 0.07429934772850681
Position 389: 0.07276900770223366
Position 22610: 0.058480911769878276
Position 7752: 0.05384075040974187
Position 1235: 0.049245862443246795
Position 6931: 0.048989303683605864
Position 8916: 0.04765354058798267
Position 45530: 0.03413441099648169
Position 8826: 0.03142851815602651
Position 732: 0.029634177052899564
Position 23567: 0.027477517290305654
Position 4092: 0.02660739080179464
Position 408: 0.02556370132956454
Position 19417: 0.02311571114161535
Position 10443: 0.02233525230233265
Position 9403: 0.018284303046118815
Position 42815: 0.018145281878161428
Position 18824: 0.01566495883932472
Position 1589: 0.015064609881543565
Position 3150: 0.014579413273687497
Position 278: 0.01421747916169611
Position 4087: 0.010468623198701796
Position 600: 0.010164479796468236
Position 3899: 0.009236418637665573
Position 18708: 0.0092327123419965
Position 7765: 0.008573136514461514
Position 8543: 0.008339681659336462
Position 817: 0.007835173544298387
Position 4058: 0.007453112595045192
Position 11096: 0.007446329413138393
Position 152: 0.0069906637135137275
Position 237: 0.006463905413208344
Position 9749: 0.005933976002238795
Position 2182: 0.005774348728816545
Position 17385: 0.005276349398701897
Position 284: 0.005027155601203681
Position 107: 0.004997144234124014
Position 299: 0.00474829007990744
Position 1901: 0.004684046635626661
Position 489: 0.004453850832118208
Position 214: 0.00427327867658585
Position 416: 0.004186644271391442
Position 226: 0.0038539617942549187
Position 286: 0.0037703066931008395
Position 157: 0.0036283353026910505
Position 426: 0.003585426389455691
Position 296: 0.0034763602409358606
Position 11530: 0.0032415405159914737
Position 517: 0.003141918106567997
Position 19597: 0.003123140818938117
Position 3162: 0.0031222709906308784
Position 8332: 0.0031009476350171805
Position 92: 0.0030333800432984473
Position 7673: 0.002659816030563737
Position 1267: 0.002566683405023985
Position 5018: 0.0025616894215300533
Position 747: 0.0025514775748622614
Position 19941: 0.0025348199884878014
Position 9665: 0.0024176951382352038
Position 17668: 0.0024009573567345495
Position 19098: 0.002324382053811782
Position 5001: 0.002317452775564097
Position 17570: 0.0022764737306318716
Position 22343: 0.002132351168936449
Position 18665: 0.002035574351184627
Position 16868: 0.0019934395760518742
Position 50: 0.001960253952877644
Position 6143: 0.0018682551356853777
Position 736: 0.0018585393735391542
Position 17391: 0.0018297161419569608
Position 4002: 0.00156940354901924
Position 1404: 0.0015161956615345332
Position 21123: 0.001455184027157998
Position 5196: 0.0014272118704828885
Position 6902: 0.0014147374634349997
Position 4399: 0.0013237811032586458
Position 484: 0.001320478350933955
Position 6862: 0.0013026945201638517
Position 6662: 0.0010025861220842832
Position 1337: 0.0009999331358149194
Position 9962: 0.0008833011569724306
Position 18440: 0.0008490689094903926
Position 19124: 0.0007856286487624617
Position 1201: 0.0007641445410612408
Position 18013: 0.0007320965933183206
Position 672: 0.0006858903799019093
Position 17703: 0.0006619253735412504
Position 23666: 0.0006580841114242332
Position 17610: 0.000647967489989708
Position 10165: 0.0005783896539617732
Position 17784: 0.0005696003360607239
Position 724: 0.0005674532996464104
Position 308: 0.0005244955099612776
Position 721: 0.0004149213348744446
Position 18621: 0.0003468365489793347
Position 19090: 0.0003197700129244743
Position 1394: 0.0002888702573848114
Position 18004: 0.00028165977839581533
Position 17432: 0.00026474738518160717
Position 17715: 0.00023768002190438774
Position 574: 0.00018378593738547133
Position 306: 0.00017864603747335178
Position 1225: 0.00016191213749882732
Position 577: 0.00015673105616881094
Position 381: 0.0001305006072342329
Position 17739: 0.0001143532248721266
Position 641: 0.00010852260762850147
Position 861: 9.352575673350654e-05
Position 482: 8.512183663479522e-05
Position 1322: 7.287347632934706e-05
Position 439: 7.143921564546496e-05
Position 1371: 7.089007903035528e-05
Position 533: 6.747688101480968e-05
Position 3081: 6.705480000965103e-05
Position 2382: 6.402129938247267e-05
Position 609: 6.210047903876463e-05
Position 1129: 6.204339469921385e-05
Position 1292: 5.816849294323802e-05
Position 801: 5.20527984291898e-05
Position 1350: 5.133442078491735e-05
Position 811: 4.82434561248982e-05
Position 2438: 4.5136171582107324e-05
Position 1185: 3.840006456727634e-05
Position 3067: 2.8987913805757726e-05
Position 3578: 2.879478891806917e-05
Position 1512: 2.795707682708113e-05
Position 3365: 2.1970190822878598e-05
Position 2455: 2.1140806502522766e-05
Position 2305: 1.87407049758258e-05
Position 3348: 1.860921967309461e-05
Position 3631: 1.653761578482891e-05
Position 3179: 1.6458915021937832e-05
Position 2254: 1.5106993889059541e-05
Position 3850: 1.5103602962028211e-05
Position 3727: 1.2522683318241381e-05
Position 3821: 1.2459937775780988e-05
Position 1827: 9.777033047302443e-06
Position 3468: 6.283879392166677e-06
Position 2282: 4.914550801167095e-06
Position 3190: 4.480997759755114e-06
Position 3086: 3.0947749328827796e-06
Position 3052: 2.764746682553906e-06
Position 30768: 1.7766477793547923e-06
Position 1857: 1.4112666201111243e-06
Position 231: 1.3560373175596996e-06
Position 2956: 1.2112410186384357e-06
Position 31267: 1.1241596163249477e-06
Position 3133: 8.059021517525034e-07
Position 2300: 6.882767603120073e-07
Position 2664: 6.270615331343538e-07
Position 2877: 6.263300733616234e-07
Position 24871: 1.579831644365347e-07
Position 23907: 1.210497740388265e-07
Position 436: 4.8537691336873346e-08
Position 676: 4.833858498912444e-09
Position 630: 3.742081831544856e-09
Position 653: 2.582890525983595e-09
Position 633: 2.299385009096443e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 27740: 0.9999927681214884
Position 37232: 0.9999349443376292
Position 17326: 0.9206046800888621
Position 1744: 0.9176484582065867
Position 17498: 0.9099324328509022
Position 44704: 0.8518678294114154
Position 7646: 0.8209528887265302
Position 42495: 0.8002635884351839
Position 30895: 0.7730566858872202
Position 39343: 0.6904982468245109
Position 19483: 0.6848667402914923
Position 32072: 0.6774859824394838
Position 46946: 0.604714795034232
Position 16659: 0.5551303339739682
Position 23372: 0.5390777097197054
Position 8742: 0.46825370730091576
Position 30334: 0.45432065114571546
Position 16711: 0.39754342506457024
Position 12018: 0.3610901169698305
Position 23953: 0.3222456892177458
Position 12638: 0.31255098493699895
Position 9844: 0.3055829492349834
Position 23877: 0.209568335659546
Position 15812: 0.2089122112394342
Position 19348: 0.20542466455673536
Position 23176: 0.19707103686611216
Position 10916: 0.19296680120981632
Position 12851: 0.1881368459119279
Position 15144: 0.17843882754334078
Position 9292: 0.1702005075357218
Position 11399: 0.1559256265146291
Position 30261: 0.15490593448035225
Position 22658: 0.14910077541956912
Position 9271: 0.13948137984754463
Position 44736: 0.137357209329614
Position 47994: 0.11611312177320443
Position 24210: 0.11271860249066563
Position 18769: 0.10896910344377247
Position 47705: 0.09417444530912604
Position 52449: 0.09074406034996195
Position 21280: 0.08485573317226301
Position 6436: 0.08262924939005158
