Gene = Sept11
index = 966
Annotated 5SS: [  161 46127 55146 61620 63576 67810 68856 71945 74251]
Annotated 3SS: [46011 54949 61432 63413 67712 68686 71811 74062 77901]
SMsplice 5SS: [  161  4888 35233 37359 38894 46127 50510 55146 61620 63576 64937 67810
 68856 71945 74150 74408]
SMsplice 3SS: [ 4795 35076 37263 38659 46011 50401 54949 61432 63413 64844 67712 68686
 71811 74062 74327 77901]
top_k =  1000
Partition function (log Z): -47.302596391889786

Sorted 5' Splice Sites (High to Low Probability):
Position 4888: 0.8325984671816171
Position 7650: 0.8150261288270871
Position 161: 0.7071821822923007
Position 6819: 0.4949538995865391
Position 12820: 0.3639014409296246
Position 106: 0.22133416440788029
Position 1964: 0.13861201842865223
Position 3945: 0.07995099670286154
Position 7400: 0.06689743251256791
Position 10603: 0.0648044310090718
Position 5124: 0.05994872095525602
Position 146: 0.047584519321588
Position 1739: 0.040006496325341666
Position 5164: 0.03641911394319052
Position 3775: 0.01546446545577747
Position 4280: 0.01484651949341477
Position 2000: 0.014752331991992803
Position 896: 0.014563793705288408
Position 4923: 0.01325300915707254
Position 5712: 0.009872921486495292
Position 11350: 0.009710634803586858
Position 7057: 0.009252651879251355
Position 1516: 0.007688999038389895
Position 2506: 0.007659839577281527
Position 4287: 0.00765466476713819
Position 9262: 0.007181243994058063
Position 1808: 0.006355912651810753
Position 6938: 0.006199455643461025
Position 8031: 0.006184410970615352
Position 9783: 0.0057765086465400815
Position 956: 0.005351701234328109
Position 3621: 0.005067489692429037
Position 10154: 0.004189660001503678
Position 165: 0.0040539620157970324
Position 7093: 0.0037693383287338298
Position 1676: 0.0037028230911486278
Position 8151: 0.003067006862473214
Position 2744: 0.002689812842333456
Position 3961: 0.0024891286830880945
Position 4598: 0.002177657680607069
Position 231: 0.0021174327252767642
Position 9401: 0.0021064966696956976
Position 9357: 0.0018614966957194062
Position 102: 0.0018183977881322062
Position 3528: 0.001804745585145817
Position 3241: 0.001759955764474524
Position 295: 0.0017133268229234627
Position 8147: 0.0016218684124370145
Position 433: 0.0015340211694237055
Position 8074: 0.0014870273117187519
Position 4679: 0.0012774272030016613
Position 4124: 0.001242583669218242
Position 1926: 0.0011381178461138848
Position 642: 0.0010852595387822234
Position 1856: 0.000914907909984045
Position 2706: 0.0009005627599023631
Position 2775: 0.0008933538530031103
Position 9549: 0.000818873447371074
Position 3600: 0.0008176445052898496
Position 2344: 0.0007851469012119126
Position 159: 0.0007801569946848132
Position 4611: 0.000750833037404762
Position 237: 0.0007506310573060392
Position 3186: 0.0007375706828185181
Position 4092: 0.0007166859927362336
Position 2062: 0.0007051401716872636
Position 1304: 0.0006336533748544354
Position 1207: 0.0005644845871079878
Position 291: 0.0005284619809129404
Position 210: 0.0005201368665920759
Position 3005: 0.000514684524798001
Position 128: 0.0004560617675944314
Position 3979: 0.00042578584487887533
Position 8680: 0.0004182232276800156
Position 3309: 0.00040987664421207517
Position 1376: 0.0004008274362560503
Position 1753: 0.0003986484248848235
Position 3114: 0.0003960932115701408
Position 3007: 0.00039513327149163764
Position 1581: 0.00037053063177021583
Position 8066: 0.0003039801359875263
Position 2305: 0.0002796411375027213
Position 1562: 0.0002704658402474754
Position 1470: 0.0002613771772528214
Position 213: 0.0002385282498558128
Position 3954: 0.00021130069611643556
Position 7798: 0.00019823583515640896
Position 3272: 0.0001721287108349388
Position 189: 0.00017055658783745315
Position 3198: 0.0001634660595761959
Position 2114: 0.00015823973709012582
Position 597: 0.0001575874663179688
Position 513: 0.00014921405835514526
Position 2416: 0.0001431206940453436
Position 1863: 0.00014072697683905342
Position 3508: 0.00012913190354116243
Position 1249: 0.00012872922208277123
Position 6375: 0.00011546640077298208
Position 1886: 0.00010881510336912737
Position 1498: 0.00010653208429080174
Position 2986: 9.398241863474881e-05
Position 3021: 7.846590932714145e-05
Position 721: 3.790903852599032e-05
Position 633: 3.427462189700746e-05
Position 7328: 2.6267236770531842e-05
Position 680: 2.6019399695507624e-05
Position 272: 2.468037476751469e-05
Position 7792: 2.4544365385957944e-05
Position 811: 2.38328085205337e-05
Position 1027: 2.365774770265386e-05
Position 1575: 1.2592760244692224e-05
Position 929: 1.1984538268500678e-05
Position 1443: 1.0731873374411904e-05
Position 986: 1.0138850420100141e-05
Position 5410: 9.541972136193548e-06
Position 1185: 8.933692215099989e-06
Position 656: 8.170068065803436e-06
Position 411: 8.07727944429812e-06
Position 912: 6.968670453512563e-06
Position 653: 6.626474123959905e-06
Position 275: 6.310131664864536e-06
Position 1509: 5.1261055610914805e-06
Position 1170: 5.0035772294788135e-06
Position 140: 4.703769322032195e-06
Position 4882: 4.125493250897294e-06
Position 9298: 3.59145418697389e-06
Position 400: 3.4930216262841797e-06
Position 1554: 3.1045935154561816e-06
Position 1573: 2.8548254762622014e-06
Position 1234: 2.248924505886953e-06
Position 1668: 2.242445424404287e-06
Position 1347: 2.0153947804031685e-06
Position 1710: 1.958135026416776e-06
Position 1461: 1.8216584919607924e-06
Position 1585: 1.6797572467088543e-06
Position 1338: 1.5066354495998895e-06
Position 659: 6.48325535045859e-07
Position 744: 6.357744236378127e-07
Position 1053: 4.849073791222795e-07
Position 100: 4.07935445510289e-07
Position 556: 3.4565885072440666e-07
Position 299: 3.288891403035284e-07
Position 297: 2.9109761791130024e-07
Position 1155: 2.7019745159518447e-07
Position 545: 2.1288774233929655e-07
Position 1072: 1.7454323525316847e-07
Position 1043: 1.3329604267233264e-07
Position 623: 7.908635099088975e-08
Position 1179: 7.778670963010908e-08
Position 900: 5.780734516197187e-08
Position 281: 4.5700668683433384e-08
Position 914: 4.0747275371345305e-08
Position 1609: 3.616516525389075e-08
Position 1686: 3.209234809545941e-08
Position 860: 2.4548927031175438e-08
Position 610: 7.133713640988641e-09
Position 1141: 5.639937728405627e-09
Position 863: 2.4393818219375835e-09
Position 319: 8.937284594889685e-10
Position 787: 5.23846283154921e-10
Position 1046: 7.720202827759666e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 4795: 0.882364126695815
Position 20343: 0.5016016508439367
Position 6724: 0.2815637928626154
Position 7567: 0.279409651946961
Position 12745: 0.27879631244795827
Position 7516: 0.24587649113411778
Position 7490: 0.20846042112449914
Position 6701: 0.17199828797762617
Position 18394: 0.11852960449824251
Position 12725: 0.11281409169669399
Position 1777: 0.11127133287451262
Position 10443: 0.07985186674336735
Position 17415: 0.0775381043570417
Position 10052: 0.06986208054876962
Position 7463: 0.06731955837121045
Position 3890: 0.06322294394346349
Position 7951: 0.04994766896934664
Position 7255: 0.048220364426753835
Position 1886: 0.043171788966192386
Position 10027: 0.034131606700494685
Position 6610: 0.02403025852200205
Position 1594: 0.021493287415108173
Position 5012: 0.02027366323450854
Position 15847: 0.016589074204633632
Position 7123: 0.015649910090311706
Position 5024: 0.015043013580239099
Position 1293: 0.014968384042971246
