Gene = Prune1
index = 864
Annotated 5SS: [  492 13846 16659 18485 19866 22837 24050]
Annotated 3SS: [13752 16455 18299 19706 22741 23890 26648]
SMsplice 5SS: [  492 13559 13846 16659 18485 19866 22837 24050]
SMsplice 3SS: [13462 13752 16545 18388 19706 22741 23890 26648]
top_k =  1000
Partition function (log Z): 7.619546901227761

Sorted 5' Splice Sites (High to Low Probability):
Position 492: 0.9999999999999964
Position 19866: 0.9907401942293683
Position 22837: 0.9875384929766484
Position 16659: 0.9765516224688597
Position 13846: 0.9619295488577302
Position 13559: 0.9584103368415924
Position 24050: 0.8861765322941787
Position 18485: 0.8531455717009157
Position 26838: 0.3395872484322555
Position 14279: 0.30410979134431515
Position 14349: 0.16450188546258412
Position 11118: 0.1452522983676278
Position 18024: 0.12827546939658796
Position 26848: 0.12497923480999934
Position 17926: 0.0784622864937305
Position 18019: 0.06440048917105158
Position 18497: 0.05233465786354946
Position 24002: 0.046666697261042014
Position 19095: 0.04659870010690185
Position 14641: 0.04263271769427435
Position 23199: 0.04241220134652367
Position 21167: 0.03403697389315875
Position 21120: 0.03070389643610374
Position 17680: 0.03011800415889926
Position 19091: 0.02931070459078711
Position 18045: 0.02666492179185672
Position 26454: 0.02552926089320947
Position 25292: 0.023716908579727032
Position 14563: 0.023163355334959
Position 24910: 0.020123722479247843
Position 17365: 0.016483694777560568
Position 26262: 0.014389000740385873
Position 23642: 0.013341508365727443
Position 26751: 0.013226528944022911
Position 27281: 0.011946163466559119
Position 27869: 0.01093851962480863
Position 18165: 0.01073620915186685
Position 14236: 0.010512850881476419
Position 17706: 0.009824732712134299
Position 15457: 0.009732785066099831
Position 24343: 0.009374290723951557
Position 23761: 0.00920943161796808
Position 23757: 0.008336758567335711
Position 23364: 0.007956078268082848
Position 23651: 0.007223893054936725
Position 21264: 0.006864321011849723
Position 19119: 0.006527264392234248
Position 18170: 0.006056231234322103
Position 18073: 0.005870469056018499
Position 20542: 0.004625092575318115
Position 24989: 0.004531058502410049
Position 17544: 0.004487348034463299
Position 23551: 0.004359976368477084
Position 18160: 0.004351623769968171
Position 25225: 0.004337340518255627
Position 26844: 0.004068870511798021
Position 19932: 0.004025654924814067
Position 23538: 0.0038992126843146063
Position 18069: 0.0037739398772454096
Position 24815: 0.003484764631894666
Position 16378: 0.0033104514730860467
Position 20333: 0.003216342191768109
Position 21399: 0.002925107423666005
Position 17687: 0.0027302960928106187
Position 14904: 0.0025943315194617606
Position 18771: 0.0025587782387354457
Position 22978: 0.0023364059495682493
Position 21301: 0.002282535602963629
Position 17184: 0.002218446139918889
Position 14360: 0.0021911567200794723
Position 19895: 0.002171495062305496
Position 14443: 0.002007703063746091
Position 24077: 0.0019604708193318816
Position 25882: 0.001911631740004484
Position 23436: 0.0019082484042248458
Position 24139: 0.0018268313316507202
Position 13950: 0.0016662884777984236
Position 27114: 0.0016629746453941448
Position 18825: 0.0016485278197800957
Position 18975: 0.0015647639603101786
