Gene = Npsr1
index = 765
Annotated 5SS: [    49    329  36849 156686 188833 191984 202458 212078 215336]
Annotated 3SS: [   140  36715 156581 188738 191781 202380 211990 215154 215704]
SMsplice 5SS: [   329  33823  36088  36849  64442  99647 121598 127899 129194 134404
 153985 156686 157197 187340 188833 191984 199532 202458 208768 212078
 215336]
SMsplice 3SS: [ 33697  35905  36715  64251  99525 121414 127735 129123 134335 153891
 156614 157083 187169 188738 191781 199454 202380 208667 211990 215154
 215704]
top_k =  1000
Partition function (log Z): -127.99506742631591

Sorted 5' Splice Sites (High to Low Probability):
Position 329: 0.9325704696508557
Position 7934: 0.4634497045839991
Position 360: 0.024877897185727
Position 147: 0.02268704534301881
Position 2999: 0.020308365439885186
Position 8864: 0.013947612897371413
Position 3740: 0.013600975582994817
Position 8711: 0.01198461287331069
Position 3953: 0.010197643954617282
Position 6451: 0.010020378342673332
Position 158: 0.00939346693122815
Position 49: 0.008494439490527412
Position 602: 0.007155544845791787
Position 2871: 0.006576293821915709
Position 15: 0.0064053452525626615
Position 1278: 0.004872338150750856
Position 7400: 0.004541540294799259
Position 5908: 0.004160212354807208
Position 4623: 0.004070321089728443
Position 7936: 0.0028169374619975325
Position 3122: 0.0017439803281056772
Position 6859: 0.0015966376101950617
Position 7735: 0.0015047087446276883
Position 2222: 0.001322290398368373
Position 6789: 0.0013125860302169443
Position 7519: 0.001276893464242183
Position 7407: 0.0010375026363518636
Position 3771: 0.0008056643060593262
Position 7776: 0.0007285232659763089
Position 5452: 0.0007041012645629321
Position 6221: 0.0006054694564287021
Position 3569: 0.000544326216302052
Position 7292: 0.0005157678931712658
Position 1368: 0.00044833614187406374
Position 7449: 0.000417771330135848
Position 3483: 0.00034362001766445767
Position 1037: 0.0003278956362559107
Position 3882: 0.00031502382919641655
Position 5468: 0.00030426743309449646
Position 2608: 1.0356392134530402e-05
Position 251: 8.301460449438242e-06
Position 1052: 7.155342417749792e-06
Position 2759: 6.786404547265289e-06
Position 669: 6.42290985281655e-06
Position 4423: 6.204966981780757e-06
Position 1089: 4.0856408559980335e-06
Position 1004: 3.096261133953429e-06
Position 5417: 2.976032435569444e-06
Position 2270: 2.8123227983298842e-06
Position 5470: 2.3360947157959822e-06
Position 4602: 1.7714493180251356e-06
Position 2832: 1.4671556726853054e-06
Position 2797: 1.3724940928889068e-06
Position 43: 1.1759326866821866e-06
Position 2606: 8.423692640053963e-07
Position 2816: 7.237329959831706e-07
Position 1820: 7.111821903440662e-07
Position 2672: 6.227665518302455e-07
Position 290: 6.027534402607957e-07
Position 1402: 5.933168562238856e-07
Position 2183: 5.855605136327042e-07
Position 227: 4.351496803017816e-07
Position 1022: 2.6591190404168657e-07
Position 1415: 1.538748978343183e-07
Position 2579: 1.5016313282158013e-07
Position 1239: 1.4163605020318114e-07
Position 35: 6.910458756275862e-08
Position 333: 6.315560731551319e-08
Position 2162: 3.4146657957739844e-08
Position 864: 3.100722055458927e-08
Position 269: 2.3638702253995196e-08
Position 274: 2.3389313826124947e-08
Position 642: 2.3220718231500725e-08
Position 693: 1.75145798305518e-08
Position 612: 1.5849459392612588e-08
Position 712: 1.1887193855079679e-08
Position 780: 6.610395825125035e-09
Position 301: 3.912173330729921e-09
Position 708: 3.6410055967733288e-09
Position 794: 3.370927257155681e-09
Position 783: 2.8551383597436334e-09
Position 384: 2.8214464608463435e-09
Position 818: 2.0057607030834838e-09
Position 570: 8.981240809457056e-11
Position 768: 6.6005356515245455e-12
Position 787: 6.333595967870383e-12
Position 647: 2.3195070716515452e-14
Position 649: 1.5435948161106433e-14
Position 606: 1.4275934433247486e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 7854: 0.48436247464437227
Position 20446: 0.4064643979853687
Position 18323: 0.18371002649521073
Position 14098: 0.059148140939985216
Position 16801: 0.05192830492525194
Position 16887: 0.04653440169731959
Position 8307: 0.03688394563855564
Position 8578: 0.03437191003906194
Position 7129: 0.017815428546878537
Position 7801: 0.013791445133544581
Position 6147: 0.013211688120572091
Position 5712: 0.012338857580341847
Position 8750: 0.011425171774041435
Position 8082: 0.01057506126099764
Position 10836: 0.009189669048681869
Position 12672: 0.00903541665504526
Position 2758: 0.009000397335519694
Position 3881: 0.008216369635054812
Position 2706: 0.007767576778140359
Position 8358: 0.0070451850180278
Position 2938: 0.006821569294264066
Position 4545: 0.006419548142874442
Position 3528: 0.0063169854070307474
Position 7681: 0.006283488330799162
Position 9972: 0.0061284163782191255
Position 7573: 0.005646688259317863
Position 10046: 0.0056164064301158145
Position 13466: 0.005369670469137261
Position 10129: 0.0050929318456537165
Position 3562: 0.004886495597849145
Position 13492: 0.004741713455550728
Position 2870: 0.0047047766547030885
Position 239: 0.004491287685559624
Position 3739: 0.004019915574470822
Position 8616: 0.004002947694896784
Position 8777: 0.0037290950760124333
Position 8817: 0.0034636519341935
Position 2816: 0.0032507016316720536
Position 11058: 0.0031993571912872195
Position 7472: 0.002770704163166118
Position 146: 0.002485886395177524
Position 2732: 0.002370122382560209
Position 3671: 0.002280285340619045
Position 8257: 0.002241489264724319
Position 10020: 0.0021948622913170327
Position 11776: 0.00207293166179823
Position 5313: 0.001990039594937586
Position 5382: 0.0019060919042675896
Position 140: 0.0018777827495215812
Position 2983: 0.0017827574787428076
Position 1152: 0.001657779106739897
Position 6899: 0.0016340539738143507
Position 5192: 0.0014661648284738993
Position 5617: 0.0012886593517834279
Position 6335: 0.001261452235064267
Position 6702: 0.0012267696742268882
Position 7027: 0.0011909756827086493
Position 6681: 0.0010453422348619583
Position 223: 0.0010388632063612722
Position 7291: 0.0010109965073067898
Position 200: 0.0010046704050990383
Position 9900: 0.00100074435244441
Position 9294: 0.001000423666441542
Position 666: 0.0009462850006883668
Position 3402: 0.0008846154243878421
Position 8391: 0.0008798290362252873
Position 1160: 0.0008748478592191559
Position 6211: 0.0008644570392032898
Position 3240: 0.0008593109259930154
Position 4278: 0.0008190320116651549
Position 9333: 0.0008119513396500691
Position 6254: 0.0008077429327063493
Position 1747: 0.0007859926684233309
Position 907: 0.0007283121458353456
Position 9999: 0.0006884706339401408
Position 10177: 0.0006653475926894153
Position 6827: 0.000660519731167724
Position 4969: 0.000643836307770963
Position 2464: 0.0006131025274122128
Position 2881: 0.0006088739675773659
Position 254: 0.0006034171577018659
Position 4084: 0.0005989595185922628
Position 2098: 0.0005915654511357191
Position 251: 0.0005803846269202091
Position 8931: 0.0005111423013784872
Position 1415: 0.0004964119097291196
Position 1789: 0.0004939659977161521
Position 7400: 0.00048581797755057574
Position 8164: 0.00048014450538878004
Position 8863: 0.0004636895619492331
Position 1131: 0.00045906064392097574
Position 5238: 0.0004353859928038231
Position 1294: 0.00042277251231725017
Position 1089: 0.0003998849271673146
Position 4122: 0.00039040806359273353
Position 7221: 0.00038799525278604516
Position 7623: 0.0003850179538647665
Position 2028: 0.00038323598663750314
Position 3445: 0.0003619710617112344
Position 6853: 0.00035687510981069064
Position 328: 0.00034518632401601723
Position 4511: 0.00032230161668028674
Position 4423: 0.0003075231760972638
Position 6971: 0.0002949599998125269
Position 2061: 0.00028462290028894544
Position 1581: 0.00028321234986907016
Position 6262: 0.0002810163932306463
Position 5113: 0.0002711215567907226
Position 6647: 0.0002679315511803628
Position 6743: 0.00025724161362264154
Position 2045: 0.00021737321457222203
Position 3022: 0.00020985388259577118
Position 1136: 0.0002023596688066193
Position 3834: 0.00019944978290306403
Position 3407: 0.0001881683728306779
Position 5297: 0.00018248557546628316
Position 2921: 0.00017543531371524773
Position 756: 0.0001534765463706816
Position 1718: 0.00014862888491660794
Position 4907: 0.00014806566980700675
Position 7646: 0.00014749352893874757
Position 1946: 0.00014473416340932347
Position 284: 0.00013192708940030373
Position 1807: 0.00013063589241864128
Position 4261: 0.0001263147994397679
Position 3697: 0.0001244150838061728
Position 1300: 0.00012130114891544171
Position 6944: 0.00011631521674180285
