Gene = 2310030G06Rik
index = 34
Annotated 5SS: [  95 4276 5241]
Annotated 3SS: [4237 5175 5786]
SMsplice 5SS: [  95 5241]
SMsplice 3SS: [5175 5993]
top_k =  1000
Partition function (log Z): -5.379478647194643

Sorted 5' Splice Sites (High to Low Probability):
Position 95: 0.8712019548288548
Position 5241: 0.868299999111613
Position 1016: 0.403558505024233
Position 4276: 0.32824946144147
Position 281: 0.24252025763625534
Position 4381: 0.20084052894656315
Position 527: 0.16763379818911955
Position 6209: 0.14288399209143396
Position 268: 0.11403766040367956
Position 494: 0.09155263557401003
Position 5864: 0.0545064739590186
Position 5376: 0.04606149782712839
Position 431: 0.04215957233462174
Position 5875: 0.03494864186040293
Position 435: 0.03140259754112573
Position 680: 0.029972418106443324
Position 4378: 0.02954609465844816
Position 3339: 0.023298212042260923
Position 5051: 0.01931929459448346
Position 112: 0.014212905212980468
Position 5901: 0.009921273045574696
Position 5810: 0.00969216722755148
Position 2507: 0.00769291288917191
Position 2722: 0.0071719498733571335
Position 5042: 0.006556924765705532
Position 3650: 0.006527427984424761
Position 585: 0.006517786025597019
Position 2382: 0.006133653977720383
Position 5008: 0.005816166207473763
Position 3441: 0.005399312260373967
Position 2836: 0.005293950752046228
Position 1041: 0.004361638795403703
Position 6214: 0.004250080100056514
Position 6032: 0.004073268499388167
Position 3152: 0.0033465837152335328
Position 5247: 0.0032476452720457097
Position 812: 0.0025293528059740444
Position 205: 0.002521259226834637
Position 6030: 0.0023025994787021125
Position 4291: 0.0022028576305876254
Position 2054: 0.0018985484025497534
Position 4322: 0.0016662851389212799
Position 788: 0.001656615847512342
Position 4625: 0.0015922435334159023
Position 4608: 0.00154132991184103
Position 2814: 0.0014139100639848018
Position 5969: 0.001115553663480669
Position 424: 0.0009912593665534787
Position 987: 0.0008953780410098752
Position 469: 0.000891248986975868
Position 131: 0.0008093119836774348
Position 173: 0.0007960645203423603
Position 99: 0.0007182622305130617
Position 220: 0.0007179556664593639
Position 499: 0.0006874587873195027
Position 198: 0.000585156129640939
Position 5825: 0.000489098105188467
Position 5281: 0.0003871432716821588
Position 4859: 0.0003450266749543914
Position 294: 0.0003017981919068705
Position 727: 0.0002708279339566659
Position 5600: 0.00026777756919635966
Position 652: 0.0002564727113887796
Position 740: 0.00014082474232754484
Position 709: 0.0001334767761706999
Position 410: 0.00012251502668472153
Position 722: 0.00011206944519321209
Position 632: 9.376248840255458e-05
Position 707: 9.158064973295089e-05
Position 515: 7.168765968580195e-05
Position 258: 6.0080712356014746e-05
Position 134: 5.7268687431761994e-05
Position 388: 4.5241203333491174e-05
Position 779: 3.7517350196708004e-05
Position 82: 3.0848065145237946e-05
Position 377: 2.3735710830086235e-05
Position 597: 1.8167325436328047e-05
Position 177: 1.76370347036146e-05
Position 393: 1.6055326124160454e-05
Position 450: 1.1790154483915313e-05
Position 2592: 1.006209625080717e-05
Position 1910: 3.1956257071078533e-06
Position 1214: 2.6479854291147093e-06
Position 1835: 1.5900565253908945e-06
Position 23: 1.5460671123120635e-06
Position 5447: 1.471918522234287e-06
Position 1896: 9.753534483888818e-07
Position 439: 4.5548302401492547e-07
Position 442: 3.7678231811880956e-07
Position 503: 3.005292702168597e-07
Position 497: 1.6462997928002053e-07
Position 417: 1.2408205005647365e-07
Position 453: 9.763295402500072e-08
Position 636: 2.479971685370601e-09
Position 766: 3.973669150341825e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 5175: 0.9048293830437534
Position 5993: 0.6923416966139461
Position 4237: 0.5309272677662245
Position 5786: 0.321962141638227
Position 204: 0.3058134285674028
Position 908: 0.2985614510132007
Position 353: 0.2696450529502292
Position 787: 0.10111580352187455
Position 4914: 0.04070207435847069
Position 6422: 0.03923569918299177
Position 6428: 0.03796934592909834
Position 584: 0.034828122218209745
Position 6531: 0.03168692102609826
Position 4039: 0.028148544323095957
Position 6308: 0.02019594813881369
Position 5937: 0.01911200293507434
Position 6374: 0.01668782853802921
Position 5318: 0.016410564764701627
Position 423: 0.01509307670598349
Position 3223: 0.013682808955876936
Position 3254: 0.013046352913994154
Position 3525: 0.006598992389088039
Position 2744: 0.006545612939928599
Position 6748: 0.0062517289907086425
Position 6135: 0.005977492792750298
Position 5339: 0.0051754405524198285
Position 5268: 0.005137271705561838
Position 6631: 0.00488566733420738
Position 3078: 0.004653242446516646
Position 6344: 0.004604952416257692
Position 2228: 0.004580138847901198
Position 649: 0.004394277544616939
Position 6517: 0.004186897134954201
Position 2396: 0.003947377890581691
Position 2629: 0.0039177533880603976
Position 2381: 0.0037576113010405737
Position 5843: 0.0036177743141475966
Position 6694: 0.002705672379771623
Position 2019: 0.002682803951710783
Position 5711: 0.0026497310517509397
Position 4088: 0.00264122536207435
Position 5354: 0.0023759129128126722
Position 5524: 0.002288373232963465
Position 4259: 0.002273662758881272
Position 4541: 0.002169631524955821
Position 6549: 0.002128483616843433
Position 2591: 0.002122368737772386
Position 6005: 0.0019234952626485662
Position 2643: 0.0019152644241464303
Position 5955: 0.0017275029053529832
Position 4493: 0.0017103238461306193
Position 474: 0.0016354161418487099
Position 6469: 0.0015022216871596428
Position 158: 0.0011267252637516118
Position 5471: 0.0010378009139183685
Position 393: 0.0010067542158674401
Position 6503: 0.0009480388525813106
Position 5967: 0.0009199659623401839
Position 5846: 0.0008199706773356945
Position 956: 0.0007984518436289851
Position 2968: 0.0007972104729530298
Position 4018: 0.0007949798496091919
Position 6591: 0.0007785160032112937
Position 2185: 0.0007759213514055235
Position 228: 0.0007319152278073393
Position 4858: 0.00064794441964019
Position 876: 0.0006243190593073817
Position 6664: 0.000542993731839819
Position 6445: 0.0004980273894341369
Position 798: 0.0004906033392860819
Position 5408: 0.00046440757414640193
Position 967: 0.00044222840621862414
Position 6265: 0.00043380356840628647
Position 2163: 0.000396537131216576
Position 1835: 0.0003367829064987679
Position 5908: 0.000331258132532792
Position 1392: 0.00032894284736324867
Position 766: 0.00031190676086377154
Position 5314: 0.00030207667578214067
Position 6213: 0.000247201630425679
Position 213: 0.00021749711638389732
Position 210: 0.0002068806272676529
Position 6440: 0.00020677879161409775
Position 844: 0.00019863263394487217
Position 246: 0.00013765421704767502
Position 3131: 0.00011481317951660403
Position 1396: 6.739885150729018e-05
Position 1736: 5.466230090108599e-05
Position 592: 4.704624791980185e-05
Position 162: 4.309806871344675e-05
Position 2048: 3.989780220704852e-05
Position 6784: 3.894458513497085e-05
Position 2033: 3.181259930149471e-05
Position 289: 1.976213970155314e-05
Position 435: 1.8336642970971633e-05
Position 652: 1.5077609086833868e-05
Position 722: 1.4724038102200538e-05
Position 1119: 1.4156123198404213e-05
Position 439: 1.0943548538213287e-05
Position 1163: 9.27005661957489e-06
Position 1015: 6.659622264377526e-06
Position 169: 5.502475781026262e-06
Position 250: 5.371932836962777e-06
Position 2446: 4.547889318436814e-06
Position 1106: 3.9698818728882066e-06
Position 477: 3.367510740863956e-06
Position 215: 2.9250999028424637e-06
Position 217: 2.789773178103966e-06
Position 1980: 2.7214978611763606e-06
Position 1864: 1.388129576694427e-06
Position 488: 1.2475036784785771e-06
Position 377: 1.1454271928695698e-06
Position 556: 1.0935006988629457e-06
Position 551: 7.244085786889734e-07
Position 482: 4.895366479364299e-07
Position 612: 2.3370072033431482e-07
Position 594: 1.5804515708475268e-07
Position 369: 1.3980327843574128e-07
Position 265: 1.2782280792059046e-07
Position 256: 7.633915840340165e-08
Position 526: 5.135255960063965e-08
Position 991: 2.74284410690029e-08
Position 1633: 1.7011000025866026e-08
Position 1084: 7.573230123130549e-09
Position 267: 6.065726292037858e-09
Position 490: 1.6788202020256173e-09
