Gene = Ube2cbp
index = 1157
Annotated 5SS: [  210 13137 16188 24365 29667 37583 39689 42110 92610]
Annotated 3SS: [ 12939  16096  24195  29596  37512  39579  41945  92470 157073]
SMsplice 5SS: [   210   1445  13137  16188  17252  17405  19380  24365  24537  29667
  39689  42110  50440  73003  92610 129514 144662 150719]
SMsplice 3SS: [  1368  12939  16096  17101  17322  19257  24195  24453  29596  39579
  41945  50296  72944  92470 129429 144570 150629 157073]
top_k =  1000
Partition function (log Z): -67.86694522436366

Sorted 5' Splice Sites (High to Low Probability):
Position 1445: 0.9993421683551865
Position 24365: 0.9980614267928248
Position 16188: 0.982978315792305
Position 39689: 0.9102226974711972
Position 210: 0.9067492203114234
Position 13137: 0.8653035875630649
Position 42110: 0.8148390380744924
Position 17252: 0.7855799163610395
Position 29667: 0.7574233861082276
Position 19380: 0.6188226664764785
Position 17405: 0.5667544073527349
Position 15046: 0.5544292586552225
Position 24537: 0.5179071262213875
Position 20374: 0.44130360410235836
Position 35516: 0.43538035623032245
Position 25009: 0.29505296946425424
Position 16806: 0.2880384606120677
Position 16854: 0.2793617523826231
Position 37583: 0.27449543474150156
Position 31431: 0.23892814012170024
Position 29639: 0.23475965123269307
Position 18519: 0.15050755324149523
Position 17492: 0.14286533745855684
Position 21844: 0.11571207634222631
Position 21792: 0.09942314394077116
Position 23601: 0.08721389128391484
Position 39663: 0.07655789075880491
Position 25883: 0.07093815418889272
Position 17782: 0.06973398567123162
Position 37539: 0.06465459830173226
Position 22428: 0.053275820728969026
Position 228: 0.039886321065461264
Position 19591: 0.033909489285502026
Position 20340: 0.03232774295438817
Position 25890: 0.029926846251262046
Position 21850: 0.029919706574455585
Position 42430: 0.026832458390740926
Position 28163: 0.016400357889262
Position 191: 0.015780351691902648
Position 26236: 0.014073092286147622
Position 26586: 0.012662989470064175
Position 17711: 0.012578881313602264
Position 24598: 0.012174244321193841
Position 25265: 0.010133774293650403
Position 21510: 0.009798340585584004
Position 32595: 0.008267508982042242
Position 481: 0.007874455171135953
Position 17132: 0.006808853621027282
Position 18272: 0.006486154112543026
Position 28199: 0.006188742336785624
Position 24789: 0.006121435756082037
Position 30242: 0.0061086495539749985
Position 25733: 0.006062703231901876
Position 25837: 0.005519976414389446
Position 6547: 0.0032310191371527305
Position 365: 0.002977311505416027
Position 172: 0.0029066027069926245
Position 359: 0.00285616835503493
Position 114: 0.0027462342172767116
Position 274: 0.002668261001128955
Position 345: 0.002598138495541812
Position 30290: 0.0024673409241367465
Position 40350: 0.002351128372584467
Position 30626: 0.002243570129927983
Position 30565: 0.002067462896548168
Position 17206: 0.0020602079079970166
Position 92: 0.001629463683027034
Position 29737: 0.0016262912584389683
Position 16708: 0.0016120629808197542
Position 86: 0.0014562870552550006
Position 505: 0.0013721311499677743
Position 282: 0.0010607575815754118
Position 80: 0.0010446669668906074
Position 883: 0.0010137260835309575
Position 521: 0.0007976518212281238
Position 25531: 0.0007892680545238091
Position 107: 0.0007855569876015152
Position 67: 0.0007613721055559939
Position 1265: 0.0007482200008094705
Position 337: 0.000659224247143581
Position 1452: 0.0005805024078333953
Position 26217: 0.0003380505767931641
