Gene = Cacybp
index = 199
Annotated 5SS: [ 229 4497 6263 6780 7908]
Annotated 3SS: [4279 6165 6679 7809 9151]
SMsplice 5SS: [ 229 6263 6780 7908]
SMsplice 3SS: [6165 6679 7809 9151]
top_k =  1000
Partition function (log Z): -3.8655140000182535

Sorted 5' Splice Sites (High to Low Probability):
Position 6263: 0.9637947202536022
Position 7908: 0.9422409134216868
Position 6780: 0.7744686205852359
Position 229: 0.6383476937817472
Position 7387: 0.33099574893439915
Position 4497: 0.29455892954319896
Position 6441: 0.2590290348695113
Position 9359: 0.18623099944221397
Position 377: 0.11825928761302505
Position 8176: 0.11154708686554088
Position 787: 0.10550982646747929
Position 7309: 0.09394997101607051
Position 412: 0.05607419105586642
Position 96: 0.04749190560065672
Position 3963: 0.03817355622055321
Position 130: 0.035005554368083
Position 9400: 0.03482522169860555
Position 724: 0.03337928180747979
Position 5244: 0.030603172581480296
Position 8555: 0.029471433098819017
Position 7650: 0.026801761269027672
Position 7279: 0.02412207776006267
Position 419: 0.022760254908915666
Position 3222: 0.020700550525440342
Position 3390: 0.019518265911046714
Position 3765: 0.016761447752361183
Position 8689: 0.016213163975654143
Position 3451: 0.014776067475917051
Position 384: 0.013930796920922427
Position 8452: 0.012993745189788885
Position 4488: 0.012664523503264247
Position 7518: 0.011030463442841254
Position 783: 0.010436957133468528
Position 191: 0.010085601911966236
Position 3214: 0.009977630264460082
Position 6246: 0.00909956175782516
Position 7882: 0.00850693258529919
Position 165: 0.008230458784051962
Position 7275: 0.007815324292226925
Position 4106: 0.0073751557029159255
Position 9320: 0.006798643935091219
Position 9260: 0.006524848022698181
Position 4984: 0.005212945237248303
Position 6914: 0.005110219640780259
Position 7426: 0.004928140514780848
Position 3161: 0.004370316818394331
Position 235: 0.004323888956785172
Position 3066: 0.0035828562354133483
Position 916: 0.003281266896884766
Position 4451: 0.0032723225768820424
Position 6436: 0.0032715895087721335
Position 5253: 0.002836049597658424
Position 6577: 0.0025346925897178326
Position 9324: 0.0025207907801033267
Position 3422: 0.0023233049311781576
Position 3408: 0.002310634958783207
Position 7741: 0.0021475868356772925
Position 8963: 0.0021436138110755448
Position 9396: 0.002063138334867425
Position 1566: 0.001831589045141567
Position 9005: 0.0016016841784798255
Position 6696: 0.0013064984679802523
Position 7363: 0.0008978211090513114
Position 49: 0.0006998506055244988
Position 8541: 0.0005963489974155153
Position 8170: 0.0005891864612390015
Position 7328: 0.0005455187055965481
Position 3141: 0.0005351772937681004
Position 592: 0.00048004582527863397
Position 7296: 0.0004477933453849102
Position 8048: 0.0004066474415574351
Position 3617: 0.00035367359674644456
Position 3227: 0.0002921881483986404
Position 2421: 0.00027578220283281274
Position 8160: 0.0002714396815389662
Position 6225: 0.00026918569441563585
Position 2196: 0.0002473055302318435
Position 141: 0.00023210701702349498
Position 571: 0.00020686420202148777
Position 10014: 0.00019928625096937046
Position 134: 0.00019661394143411393
Position 8201: 0.0001815264765362097
Position 460: 0.00016189541812474377
Position 6278: 0.00016011020148926837
Position 6882: 0.00011152331731261737
Position 6806: 0.00010827459895392495
Position 86: 0.00010729438472919564
Position 869: 0.00010033944300666234
Position 7912: 7.612137494379196e-05
Position 6458: 6.627669854643863e-05
Position 2053: 4.8461526877878324e-05
