Gene = Mesd
index = 671
Annotated 5SS: [ 476 3763]
Annotated 3SS: [3529 5749]
SMsplice 5SS: [ 476 3763 6028]
SMsplice 3SS: [3529 5749 7541]
top_k =  1000
Partition function (log Z): -5.671137639641673

Sorted 5' Splice Sites (High to Low Probability):
Position 3763: 0.9559420707039832
Position 476: 0.7559242381793018
Position 6028: 0.6232076214894797
Position 68: 0.4312937189101294
Position 7659: 0.18649836350025462
Position 3140: 0.15848693189266583
Position 6463: 0.13888496805966077
Position 6421: 0.13266827703946568
Position 5826: 0.09682213822667264
Position 6505: 0.08175418089598589
Position 8351: 0.07168270160519523
Position 2571: 0.0674102094546492
Position 1321: 0.0533599539194213
Position 1748: 0.05288596238379372
Position 875: 0.05211991436929618
Position 4883: 0.05055986115365722
Position 6547: 0.04351647547372116
Position 2486: 0.04019582471411471
Position 5840: 0.038972251922297696
Position 63: 0.038775883040599035
Position 120: 0.03492756003722247
Position 135: 0.02834324962427967
Position 6407: 0.022813156474298678
Position 7626: 0.020255571994615817
Position 5870: 0.018683777935964686
Position 4319: 0.01705864748110443
Position 7189: 0.01640362671568598
Position 8743: 0.014749168252826373
Position 2840: 0.012294756325248471
Position 2635: 0.011090629961783602
Position 6724: 0.009907679759744853
Position 789: 0.009678337855871006
Position 5680: 0.00912950299544756
Position 3782: 0.00906783259656381
Position 4743: 0.006845810854242277
Position 4704: 0.005570040794660797
Position 7429: 0.004663198177024432
Position 304: 0.0045278118400790355
Position 1580: 0.004350749951302631
Position 7702: 0.004207100783039108
Position 981: 0.004118104981988224
Position 110: 0.003699721123747343
Position 6661: 0.00354321991770943
Position 5654: 0.003328981666816679
Position 2676: 0.002806455014975187
Position 5624: 0.0027740022607592365
Position 2875: 0.00270692403326631
Position 32: 0.0026815436377780545
Position 3729: 0.002440892432418337
Position 793: 0.002383211105869721
Position 998: 0.002225902755279593
Position 4592: 0.0020539461158553818
Position 5545: 0.0019926904685207162
Position 713: 0.0019131629919088902
Position 1841: 0.001774663531248029
Position 1110: 0.0017236965168325295
Position 2425: 0.001552998360774457
Position 6009: 0.0015362085473840316
Position 6197: 0.0011220653030524664
Position 2334: 0.001034707948065744
Position 4265: 0.001005309281231398
Position 482: 0.0009556139319928203
Position 4609: 0.0009121879231280493
Position 7045: 0.0008750978429202048
Position 4073: 0.0008664924431102212
Position 7163: 0.0007977133533043917
Position 3136: 0.0007616060452538551
Position 3145: 0.0007570541137753651
Position 858: 0.0007389487574946533
Position 2170: 0.0007150971392084947
Position 4518: 0.0006689674109867491
Position 1232: 0.0006346818785678913
Position 1121: 0.0006233630346119941
Position 3387: 0.0006154085312382616
Position 866: 0.0004329990975431256
Position 267: 0.00037150381445817486
Position 878: 0.00035837592519520964
Position 2522: 0.000357118169185298
Position 1783: 0.00034140022992443274
Position 196: 0.00033653720510135846
Position 7383: 0.0002895950527469433
Position 1764: 0.00027625230089973373
Position 2533: 0.00025382990624000953
Position 1576: 0.0002475753638934231
Position 469: 0.00023390317732709231
Position 1237: 0.00022355453634766978
Position 6677: 0.00017317600124435896
Position 768: 0.00016524859242658647
Position 1710: 0.00015925091050019954
Position 1446: 0.00014525974930876818
Position 7136: 0.00013093027872488534
Position 130: 0.00012405514983122079
Position 142: 0.0001237708988068754
Position 480: 0.00012046858951788413
Position 317: 7.510499573000869e-05
Position 147: 7.340020355579593e-05
Position 1086: 6.43854706274884e-05
Position 5147: 4.238034872956417e-05
Position 3786: 3.476632415668208e-05
Position 7606: 3.4151349925175315e-05
Position 215: 3.4024126777883125e-05
Position 1436: 3.3716778432196476e-05
Position 6685: 2.8122917768710848e-05
Position 13: 2.2996345449123098e-05
Position 1540: 1.9161394955247006e-05
Position 4242: 1.4352400898782542e-05
Position 5385: 9.430041445010302e-06
Position 3755: 8.93665752278382e-06
Position 250: 7.2879175473094994e-06
Position 4948: 7.053480902814939e-06
Position 4257: 6.3120839117750045e-06
Position 3936: 5.6962142000616755e-06
Position 621: 4.166760470517906e-06
Position 233: 3.549501522884163e-06
Position 331: 3.5239892980555967e-06
Position 850: 2.6305177466042833e-06
