Gene = Znhit1
index = 1204
Annotated 5SS: [ 422 1107 2354 4365 4715]
Annotated 3SS: [ 976 2182 4284 4544 4814]
SMsplice 5SS: [ 422 2354 4365 4715]
SMsplice 3SS: [2182 4284 4544 4814]
top_k =  1000
Partition function (log Z): 5.906121353460041

Sorted 5' Splice Sites (High to Low Probability):
Position 4365: 0.993255349593853
Position 4715: 0.9701179460074442
Position 2354: 0.9672474780522436
Position 422: 0.5932348039789715
Position 304: 0.3113754626969572
Position 3911: 0.26887660592544405
Position 1107: 0.13514031867748733
Position 4059: 0.11405527038883338
Position 3929: 0.08840220987915826
Position 1810: 0.07750277586241787
Position 3951: 0.06646504030942099
Position 707: 0.029784263673701777
Position 3496: 0.024633768281016582
Position 353: 0.023434586701098138
Position 4117: 0.012915745133156907
Position 266: 0.011968716307572885
Position 346: 0.009829586394058724
Position 3609: 0.009667080730886648
Position 1128: 0.009036244947435018
Position 4673: 0.008303251720569858
Position 3290: 0.007632795227333183
Position 4173: 0.007450486911527639
Position 206: 0.006680885419034067
Position 181: 0.005991814860770226
Position 426: 0.005989547290319245
Position 4387: 0.005890101323461424
Position 3855: 0.005562496762829959
Position 900: 0.005298679569162037
Position 1462: 0.005177037012124189
Position 2059: 0.004937187568550985
Position 3955: 0.004628056407838742
Position 635: 0.0041839031123055825
Position 1626: 0.004004380121801652
Position 1311: 0.0038916769058905836
Position 3628: 0.0034987450245532997
Position 4121: 0.0030455914175830804
Position 1124: 0.002597701752981696
Position 440: 0.0024118103401651343
Position 142: 0.0023564355571455914
Position 2782: 0.002271752450417227
Position 2160: 0.0022186432911500556
Position 329: 0.0020548617439889185
Position 2596: 0.0018972126321947077
Position 620: 0.0018659997367846419
Position 4185: 0.00182627376047287
Position 3727: 0.0013820833807204778
Position 11: 0.0012775078561852878
Position 4535: 0.0012610369498523642
Position 3235: 0.0011514016478848285
Position 1453: 0.0011288434707369768
Position 4015: 0.0010553471080409348
Position 1549: 0.0007394875133995004
Position 4656: 0.0007205966917852542
Position 2616: 0.0006944901135307605
Position 1864: 0.0006563733398245238
Position 357: 0.00064616418426936
Position 3940: 0.000645883470784376
Position 4683: 0.0006342249017113813
Position 4696: 0.0006005148944009832
Position 3411: 0.0005996036525417943
Position 1816: 0.0005194422448097775
Position 463: 0.0004945986442166407
Position 1820: 0.0004910399177190045
Position 3308: 0.0004350959475379135
Position 350: 0.0004212160961109319
Position 363: 0.00037778442436056
Position 3426: 0.0003668883220492885
Position 2365: 0.0003229516439201744
Position 4626: 0.00029577051037076144
Position 3920: 0.0002761157029418863
Position 308: 0.0002475078891995511
Position 2411: 0.00024737518295318264
Position 370: 0.00022871405087711343
Position 915: 0.00022735729168027572
