Gene = Relch
index = 893
Annotated 5SS: [  751 14370 23138 23303 23513 28227 28421 29295 31621 32714 40161 50057
 52967 55033 55734 57533 61923 62584 64106 67398 70742 72140 76635 77478
 79467 82303 86528 87161]
Annotated 3SS: [14279 23065 23246 23398 28022 28328 29000 31544 32617 40047 49965 52894
 54891 55568 57384 61765 62459 64056 67317 70634 72039 76551 77413 79327
 82185 86438 87089 89619]
SMsplice 5SS: [  751 14370 19131 23303 23513 28227 28421 31621 32714 40161 50057 52330
 52967 55033 55734 57533 61923 62584 67398 70742 72140 77478 79467 82303
 86528 87161]
SMsplice 3SS: [14279 19042 23246 23398 28071 28328 31544 32617 40047 49965 52210 52894
 54933 55568 57384 61765 62459 67317 70634 72039 77376 79327 82185 86438
 87089 89619]
top_k =  1000
Partition function (log Z): 20.263359215769775

Sorted 5' Splice Sites (High to Low Probability):
Position 14370: 0.9999999999999859
Position 23513: 0.9999999999999849
Position 40161: 0.9997486494915141
Position 50057: 0.9997356943170754
Position 19131: 0.9952668272987911
Position 62584: 0.9934089027754722
Position 32714: 0.9695003727406892
Position 57533: 0.9694283696733617
Position 55734: 0.9629177770888796
Position 72140: 0.9494016410044437
Position 86528: 0.9359490340202994
Position 82303: 0.9065450213155318
Position 28227: 0.8853366361448031
Position 28421: 0.8743601029727829
Position 67398: 0.8669595163976151
Position 52967: 0.8581863966407305
Position 79467: 0.8507703533465625
Position 751: 0.8418893111706112
Position 61923: 0.8230142141730101
Position 23303: 0.8029371079089354
Position 70742: 0.7775435189872412
Position 55033: 0.7763493965234618
Position 52330: 0.7257035453796975
Position 77478: 0.6668068935206805
Position 31621: 0.6337686509624325
Position 87161: 0.5628511073335157
Position 2488: 0.552220468247377
Position 83599: 0.4968193554424163
Position 64106: 0.47216280905495667
Position 67971: 0.42188938079470156
Position 101: 0.38472877087163754
Position 60593: 0.3703727065394794
Position 15449: 0.34426889426767365
Position 54801: 0.3354507732594608
Position 77213: 0.320774614936222
Position 2906: 0.318167453157464
Position 50777: 0.3050311422927447
Position 77547: 0.26026537902308994
Position 37615: 0.26025410060558374
Position 50360: 0.23734387993919234
Position 57205: 0.2189786054811605
Position 51711: 0.2135063895894395
Position 30813: 0.2091554760510704
Position 25406: 0.17342094542970998
Position 41174: 0.15697236081705912
Position 50445: 0.14602770074284396
Position 74118: 0.14396521497694004
Position 63801: 0.14331612655299927
Position 17635: 0.13963663932228754
Position 111: 0.12925040779374664
Position 47330: 0.12572652849986518
Position 78328: 0.12564114156484807
Position 29295: 0.12489625076658602
Position 77038: 0.12346166626027204
Position 78176: 0.12054091343565625
Position 54961: 0.12051201131837873
Position 81984: 0.11964691399236035
Position 32875: 0.11006319644911708
Position 25161: 0.10973014699643178
Position 31383: 0.10124349303000943
Position 309: 0.09616580211073628
Position 74390: 0.09532748637583524
Position 31226: 0.09214701906294231
Position 37627: 0.09212477806884818
Position 40466: 0.0920696580502229
Position 46168: 0.09176151955258727
Position 18667: 0.0851620218741798
Position 39424: 0.08312634309779986
Position 37061: 0.08100873264779021
Position 62895: 0.07694397548598297
Position 52850: 0.07338066095154443
Position 12563: 0.07119508070934868
Position 27965: 0.07079585991242947
Position 52825: 0.06783239786050722
Position 2922: 0.06662848953442446
Position 52813: 0.0631307869141594
Position 68910: 0.06221395630216796
Position 25558: 0.060573155130021775
Position 68323: 0.05673692516560194
Position 67432: 0.05412857857601181
Position 68020: 0.05199432387953995
Position 52818: 0.04961119913284304
Position 59617: 0.04740093811687397
Position 67227: 0.042009281502071505
Position 80775: 0.041083177104440614
Position 28662: 0.03959119841494647
Position 52: 0.03915974521276461
Position 74850: 0.03861862083466192
Position 70022: 0.03434862082725851
Position 64592: 0.03408000872744094
Position 49334: 0.0288787784561818
Position 83397: 0.028283572435330286
Position 60445: 0.02403313245027727
Position 53308: 0.023133818566558835
Position 52055: 0.022658934293972633
Position 58827: 0.02164070244776046
Position 60510: 0.01889527884612122
Position 47694: 0.018426310894818387
Position 52748: 0.018355029551272547
Position 87350: 0.018027945902431536
Position 64865: 0.017090567995363334
Position 69578: 0.016700650211136706
Position 65967: 0.016625189405352025
Position 53331: 0.015220045496982847
Position 70807: 0.014966229470009753
Position 74363: 0.014937888343099831
Position 40379: 0.014925470787694382
Position 87069: 0.014800126468343958
Position 27228: 0.01371585249711215
Position 69801: 0.013365400982303818
Position 87388: 0.013301102294572797
Position 57627: 0.013072077188242414
Position 65593: 0.012845928862491316
Position 76200: 0.01223703765056247
Position 40948: 0.011590337291926229
Position 70753: 0.011215541033696591
Position 71021: 0.011213395351371676
Position 28510: 0.010209256570428137
Position 78800: 0.009938983465478998
Position 31282: 0.009301618351744477
Position 25676: 0.009191325040265904
