Gene = Slc51b
index = 984
Annotated 5SS: [ 209 7789 9032]
Annotated 3SS: [7667 8940 9953]
SMsplice 5SS: [ 209 7803 9032]
SMsplice 3SS: [7667 8940 9953]
top_k =  1000
Partition function (log Z): -5.173050991556049

Sorted 5' Splice Sites (High to Low Probability):
Position 209: 0.970512518625472
Position 9032: 0.8271839245111701
Position 7803: 0.4944000465237806
Position 7789: 0.40681102607064223
Position 5129: 0.3215645024756499
Position 422: 0.31693893150905605
Position 1852: 0.23406267118062016
Position 7564: 0.10001826090427685
Position 3149: 0.04292959418901526
Position 9380: 0.03444614234211332
Position 3878: 0.03407594110444732
Position 2551: 0.02383001115575142
Position 3663: 0.023607993342346145
Position 7793: 0.022661823402304455
Position 619: 0.021305206046362928
Position 1867: 0.018313510289692293
Position 3986: 0.016022481076128504
Position 9580: 0.015796683293133676
Position 411: 0.015021486283809575
Position 2997: 0.013550440658094838
Position 10039: 0.012213609839659639
Position 3441: 0.011162645715292184
Position 8778: 0.007623118673650608
Position 5927: 0.007464052537670896
Position 7631: 0.00735846745370412
Position 7875: 0.006778283634643679
Position 7769: 0.006587185445347991
Position 9230: 0.006352956924399799
Position 7737: 0.005206237827903933
Position 9359: 0.003722907993424622
Position 9063: 0.003016776662633466
Position 9115: 0.002898354355155057
Position 9426: 0.0027923892957901738
Position 5936: 0.0027289253301006657
Position 6282: 0.0025311767163426102
Position 3591: 0.002202313596340848
Position 3030: 0.002164025834761225
Position 8336: 0.0020680024039484435
Position 37: 0.0017222265170126648
Position 9481: 0.001318450168806143
Position 2908: 0.0012590777899404504
Position 9543: 0.0011652318230615827
Position 5912: 0.001160970641496889
Position 5016: 0.0011450218045191403
Position 1236: 0.0011135181599567022
Position 3232: 0.0010563687446506552
Position 1524: 0.0007973340652181766
Position 9566: 0.0007442223663996846
Position 134: 0.0007094749618647294
Position 9249: 0.0006974803431934129
Position 9048: 0.0005993129353388249
Position 9043: 0.0005671172215836202
Position 202: 0.0005640064697595714
Position 9834: 0.0005538593555110639
Position 88: 0.0005355609396404578
Position 603: 0.0004981110134096302
Position 1242: 0.00042020078899827196
Position 213: 0.00037458968233633575
Position 234: 0.0003446830477674029
Position 639: 0.00031015323187943153
Position 2564: 0.0002980437301205875
Position 659: 0.0002913435936331443
Position 2560: 0.00026582761230785974
Position 9050: 0.0002658122710014148
Position 8280: 0.0002063586387770582
Position 7847: 0.0001898404630507221
Position 517: 0.0001893868641004532
Position 1351: 0.00017824331916465339
Position 947: 0.00017654885076711445
Position 1121: 0.0001614756014489287
Position 79: 0.00015391332895536928
Position 1440: 0.00013504803900557926
Position 77: 0.00010481378631234327
Position 1844: 8.41236530833436e-05
Position 92: 5.0274456357269445e-05
Position 2484: 3.413547173919344e-05
