Gene = Slc40a1
index = 982
Annotated 5SS: [  362   866  4427  6698  7274 13347 14691]
Annotated 3SS: [  797  4266  6581  7146 13100 14051 15862]
SMsplice 5SS: [ 362 4427 6698 7274]
SMsplice 3SS: [ 4339  6581  7146 14051]
top_k =  1000
Partition function (log Z): -3.404778287559396

Sorted 5' Splice Sites (High to Low Probability):
Position 7274: 0.9964805737684578
Position 362: 0.9401519908437697
Position 4427: 0.931737613638489
Position 6698: 0.8703063741747352
Position 866: 0.4315390897853417
Position 13347: 0.2808188920113245
Position 9513: 0.2308031151843253
Position 14691: 0.230793732286813
Position 14281: 0.2100667848048916
Position 11878: 0.1817589690128211
Position 3707: 0.13655937863976345
Position 685: 0.12359039172013021
Position 8363: 0.09374000378279479
Position 6183: 0.034518796402548346
Position 13307: 0.023253778867562178
Position 403: 0.022128374211215673
Position 972: 0.019232889200459263
Position 10681: 0.01917686482892926
Position 9146: 0.01747062909548263
Position 3022: 0.017305692369324357
Position 1185: 0.016999516403306186
Position 2717: 0.016310527995517802
Position 6479: 0.015065853363539824
Position 1149: 0.013680385792274647
Position 1145: 0.010987054066031931
Position 9491: 0.010518121261939744
Position 3580: 0.008667592792103223
Position 11141: 0.006294097713917147
Position 5795: 0.006080754519427525
Position 7920: 0.005247067478115237
Position 9988: 0.004688485003269126
Position 13710: 0.004640920626944919
Position 11819: 0.003847656814016612
Position 2627: 0.003522785178116244
Position 11786: 0.0034699697151487443
Position 10811: 0.0027882054364010934
Position 5046: 0.0024016686313821202
Position 2303: 0.0023150424716071867
Position 2236: 0.0023104827173258302
Position 870: 0.0020668187465783705
Position 6421: 0.00203544600875681
Position 4042: 0.0019227471902533678
Position 6465: 0.001880130841177066
Position 2227: 0.0018092040600879993
Position 391: 0.001771259319848721
Position 4394: 0.0016505688492446419
Position 4211: 0.0015782244920835291
Position 5994: 0.0014840154454105565
Position 7048: 0.0014620444364574936
Position 2248: 0.0014297709348157785
Position 967: 0.0013986296624007469
Position 4778: 0.0013609997645488716
Position 5876: 0.0010342473229372805
Position 11796: 0.0009588514970526435
Position 7053: 0.0008208816594297584
Position 5678: 0.0008160873017930659
Position 6825: 0.0007593735931241533
Position 6935: 0.0007384910157550302
Position 7021: 0.0006560232516648991
Position 6679: 0.0006106506948620558
Position 105: 0.0005672139577061655
Position 6613: 0.000503265730096705
Position 13058: 0.00048125359917768545
Position 6611: 0.00046821280496241803
Position 371: 0.0004498828060119137
Position 663: 0.00042529861436920607
Position 50: 0.0003697439387535122
Position 6692: 0.0002929769929352846
Position 366: 0.0002800829984880831
Position 6948: 0.0002628560756803989
Position 8785: 0.00022095114080380006
Position 6599: 0.0002008616850361398
Position 7688: 0.0001992581000439765
Position 689: 0.0001267905887771328
Position 6549: 0.00012632304984438813
Position 8017: 0.00010320289741696532
Position 456: 9.796471755526111e-05
Position 6890: 9.292451527709941e-05
Position 7702: 9.210022242873224e-05
Position 6647: 8.712750557725272e-05
Position 6702: 7.483480964933658e-05
Position 143: 7.393096270269116e-05
Position 160: 7.109597774168793e-05
Position 6576: 6.507336557445013e-05
Position 8908: 6.399060321844177e-05
Position 7971: 5.9902095148354165e-05
Position 157: 5.9483748203625994e-05
Position 7845: 5.906927168224552e-05
Position 1296: 5.592608964723798e-05
Position 173: 5.508465449912072e-05
Position 114: 5.3218468466927134e-05
Position 8090: 5.1103720877802576e-05
Position 3007: 4.852434522777494e-05
Position 7987: 4.464017935862749e-05
Position 4518: 4.2032637703324595e-05
Position 4756: 4.095955420424627e-05
Position 2641: 4.02066702049615e-05
Position 6860: 3.761051872863697e-05
Position 934: 3.624107893285593e-05
Position 696: 3.5639047766041125e-05
Position 617: 2.9085946824058647e-05
Position 8350: 2.390114829408074e-05
Position 937: 2.299482716337806e-05
Position 6060: 2.2499856037459928e-05
Position 2042: 2.1786798618224538e-05
Position 4788: 2.146622515492035e-05
Position 186: 2.055412636023881e-05
Position 649: 1.6786560287859004e-05
Position 36: 1.626328443978845e-05
Position 680: 1.589939089764695e-05
Position 163: 1.5630415332304272e-05
Position 9735: 1.3129573790669267e-05
Position 419: 1.1477046721432128e-05
Position 8377: 1.0814980614471736e-05
Position 381: 9.743821230096828e-06
Position 359: 9.043204552187329e-06
Position 314: 7.373859011010794e-06
Position 516: 6.898495049208854e-06
Position 530: 6.76293003578312e-06
Position 1607: 6.065466747228481e-06
Position 9093: 5.4654106112395535e-06
Position 1042: 4.929741799149744e-06
Position 9814: 4.721603951272087e-06
Position 103: 4.619764288389583e-06
Position 9528: 4.352798206971474e-06
Position 568: 3.803641045651833e-06
Position 219: 3.7010217908420565e-06
Position 433: 3.5728357829983676e-06
Position 176: 3.272610697560159e-06
Position 1254: 3.239897305091727e-06
Position 9555: 2.9145291057059014e-06
Position 204: 2.825520752264728e-06
Position 608: 2.51108356752247e-06
Position 911: 2.261372599909378e-06
Position 914: 1.6483538494745688e-06
Position 954: 1.5837950749816617e-06
Position 4892: 1.1083198630340194e-06
Position 246: 1.094295417757516e-06
Position 422: 9.11130958728165e-07
Position 4572: 9.051713269578208e-07
Position 443: 8.561165076252726e-07
Position 231: 5.775127274535284e-07
Position 885: 5.724437973607367e-07
Position 590: 5.485807582824954e-07
Position 316: 5.194898349066983e-07
Position 983: 3.254068466266039e-07
Position 207: 3.2331428374488265e-07
Position 9997: 3.1589043782684376e-07
Position 755: 2.952636827199825e-07
Position 479: 2.461293948883037e-07
Position 7358: 2.3759679828233735e-07
Position 997: 2.273198742936924e-07
Position 7453: 1.241285256993936e-07
Position 578: 1.1892095760724155e-07
Position 1011: 8.011411976738854e-08
Position 1029: 7.791930896285309e-08
Position 899: 3.800107354440328e-08
Position 7311: 1.947384051758477e-08
Position 1046: 7.064403084881371e-09
Position 7494: 8.726577321543543e-10

Sorted 3' Splice Sites (High to Low Probability):
