Gene = Supt7l
index = 1045
Annotated 5SS: [ 159 4120 6691 8507]
Annotated 3SS: [ 3511  6365  8268 10846]
SMsplice 5SS: [ 159 6691 8507]
SMsplice 3SS: [ 6642  8268 10846]
top_k =  1000
Partition function (log Z): -4.416584855480917

Sorted 5' Splice Sites (High to Low Probability):
Position 159: 0.9870195056570444
Position 6691: 0.8873840514392984
Position 4120: 0.7147057727694276
Position 3715: 0.42253161856617855
Position 2195: 0.3755587008054808
Position 8507: 0.35420051231166283
Position 8362: 0.3394594159345603
Position 6106: 0.1313648838416561
Position 326: 0.09754860579598855
Position 9956: 0.08881138796421253
Position 1862: 0.08734535050925663
Position 8387: 0.08668419196597872
Position 9275: 0.07186663654454074
Position 8383: 0.06712367184627836
Position 6070: 0.05249482978422944
Position 7983: 0.048933444325240355
Position 9711: 0.039908823191091285
Position 1607: 0.03529142260619384
Position 5122: 0.027516159866418123
Position 2462: 0.014622091287049896
Position 4905: 0.014191251738630705
Position 8456: 0.01412200645176905
Position 10982: 0.012605236613834008
Position 8066: 0.012043256158713343
Position 9817: 0.01161827034612177
Position 7946: 0.007337262393605547
Position 653: 0.00676846804142508
Position 8642: 0.005693301714122584
Position 2397: 0.005609120997762092
Position 4976: 0.005581355167130581
Position 6102: 0.005056661424684004
Position 10939: 0.004566643617838858
Position 1589: 0.004449194344101343
Position 6476: 0.004406939350678737
Position 6601: 0.004057751485370468
Position 8482: 0.0040568941149489056
Position 6462: 0.003965210318667036
Position 330: 0.003366308519801218
Position 10322: 0.003084115431197965
Position 2884: 0.002835518515163518
Position 2955: 0.0026230283237219684
Position 7964: 0.002499590902888797
Position 3978: 0.0024749239846797336
Position 6759: 0.0023576627669656455
Position 10689: 0.002275283089863125
Position 647: 0.002111702045388385
Position 2054: 0.002104087341201286
Position 3209: 0.001994162944840861
Position 10374: 0.0018275096626676841
Position 6811: 0.0015874323749237127
Position 8757: 0.0015146820455132768
Position 6589: 0.0014676332681887675
Position 9532: 0.0014347737943302653
Position 6856: 0.0013349698936667904
Position 2467: 0.0012167390014242857
Position 2677: 0.0010782105495292238
Position 1575: 0.0010629576087266
Position 9734: 0.0009764325397199006
Position 10762: 0.0009486904336219145
Position 8974: 0.0009462348403443116
Position 9599: 0.0008877920201705294
Position 6872: 0.0008696112461677404
Position 2560: 0.0007974380785297297
Position 4682: 0.000747569667439655
Position 677: 0.0007298458137836876
Position 6086: 0.0007268396386030004
Position 715: 0.0007211052339225998
Position 2362: 0.0006939995530549919
Position 9948: 0.0006581010021198437
Position 6284: 0.0006108485553874345
Position 8205: 0.0005636282107296316
Position 1532: 0.0005509191090704209
Position 4595: 0.0005482413855088334
Position 2419: 0.00048100868520774184
Position 3024: 0.00045177472357618123
Position 10971: 0.0004431088434187269
Position 10005: 0.00040270079654867834
Position 1693: 0.00039991213207496705
Position 7440: 0.0003934322069684521
Position 2992: 0.0003221989818054402
Position 5200: 0.00024973929274804766
Position 6786: 0.0002088200328701756
Position 1895: 0.0002071905630518318
Position 1185: 0.00018871268964722703
Position 1942: 0.00018693766712431182
Position 8857: 0.00018053804819836443
Position 9244: 0.00017320422750159551
Position 6136: 0.0001682532967599405
Position 2589: 0.00016779676025592617
Position 2531: 0.00013017451859191704
Position 3347: 9.176024336202547e-05
Position 1877: 8.944590169909752e-05
Position 2295: 8.907293764448649e-05
Position 2699: 8.35582879038498e-05
Position 2809: 8.091518473630566e-05
Position 2269: 7.113380224281531e-05
Position 1971: 6.58859070636904e-05
Position 2183: 5.9695491314470916e-05
Position 6613: 5.24278131398562e-05
Position 6815: 5.2090474426196073e-05
Position 7155: 4.988183458092912e-05
Position 507: 4.711629396918301e-05
Position 615: 4.57010355487237e-05
Position 2798: 4.4821599774901616e-05
Position 2201: 4.2621042249530145e-05
Position 1545: 3.7303508326835165e-05
Position 287: 3.6038108887709975e-05
Position 135: 3.487359403550287e-05
Position 780: 3.2601278360195186e-05
Position 1810: 3.137509674153794e-05
Position 163: 3.0420936087741687e-05
Position 247: 2.5739844598984184e-05
Position 116: 2.205829770384821e-05
Position 122: 2.1742876958981784e-05
Position 1243: 2.1341127478423326e-05
Position 351: 1.771792379900438e-05
Position 190: 1.6516679564679745e-05
Position 760: 1.5358459852347157e-05
Position 6: 1.5343368699833754e-05
Position 895: 1.4015152959333148e-05
Position 1808: 1.2631868473174942e-05
Position 747: 1.2412584692848245e-05
Position 1685: 8.80501813611848e-06
Position 1710: 7.92924064926752e-06
Position 1270: 7.777607836885768e-06
Position 795: 7.651175531597256e-06
Position 8656: 7.075042249407129e-06
Position 1181: 7.038423020545674e-06
Position 1790: 6.4360042258607e-06
Position 1889: 6.3199379774408276e-06
Position 512: 4.5037511098235206e-06
Position 60: 3.2015843856996903e-06
Position 1041: 2.4800570551919003e-06
Position 99: 2.344344158964888e-06
Position 1074: 2.166607408749589e-06
Position 43: 2.043805080602158e-06
Position 1310: 1.6730522709256397e-06
Position 220: 1.6456941736401343e-06
Position 1479: 1.3851323903636552e-06
Position 184: 1.0330912618582153e-06
Position 51: 8.357475951536771e-07
Position 767: 8.255581168240409e-07
Position 873: 7.591016753513755e-07
Position 637: 7.517740040473756e-07
Position 555: 7.140909974285039e-07
Position 447: 6.843107852440159e-07
Position 1278: 6.834472505592385e-07
Position 1109: 5.962158357213204e-07
Position 393: 4.567690958889571e-07
Position 398: 4.387157547123244e-07
Position 1037: 3.9860904541046975e-07
Position 1061: 3.091624945585955e-07
Position 1168: 1.559690627154514e-07
