Gene = Atraid
index = 153
Annotated 5SS: [ 122  946 3634 3899 4250 5424]
Annotated 3SS: [ 826 3561 3826 4127 5325 5627]
SMsplice 5SS: [ 122  946 3699 4250]
SMsplice 3SS: [ 826 3561 4127 5984]
top_k =  1000
Partition function (log Z): -7.464145406112307

Sorted 5' Splice Sites (High to Low Probability):
Position 946: 0.8925033906885518
Position 122: 0.7950795435757281
Position 4250: 0.7175931635673992
Position 3699: 0.41334343135071616
Position 3634: 0.3622490148630236
Position 5424: 0.22449699663640202
Position 3997: 0.21668298605377276
Position 3899: 0.15145561658793597
Position 678: 0.08825614374799251
Position 156: 0.04982162644367461
Position 5879: 0.03374623549581731
Position 628: 0.023971261395013883
Position 1692: 0.023593525879534755
Position 1395: 0.019896360038278153
Position 665: 0.016293862507470423
Position 194: 0.01566598071252069
Position 289: 0.014367773000228169
Position 2486: 0.012709557136122152
Position 5515: 0.008694587048996297
Position 592: 0.008450710507331467
Position 430: 0.007687513406596616
Position 849: 0.007228943425004919
Position 1415: 0.006698016605101159
Position 5140: 0.005764810684964738
Position 4583: 0.0057213217779008224
Position 3387: 0.005092710187930559
Position 166: 0.004970620879472412
Position 2844: 0.003722798976907838
Position 3674: 0.003616641001996077
Position 1391: 0.002991884780326336
Position 3874: 0.0029275140471667085
Position 882: 0.0026640933373948622
Position 4160: 0.00249206701403351
Position 281: 0.002395846865749439
Position 618: 0.0022708024671098093
Position 4327: 0.0021835348496005275
Position 3903: 0.0021629843058177094
Position 86: 0.0020992395687977126
Position 660: 0.0020860361796986968
Position 3977: 0.0019646989847545327
Position 2209: 0.0018413229833555442
Position 2099: 0.0016584994616987026
Position 541: 0.001498318542871414
Position 271: 0.0014677492253603668
Position 1110: 0.0014316971643548633
Position 196: 0.0013797825432884457
Position 3983: 0.0013020611478228973
Position 5281: 0.0008444411473107368
Position 134: 0.0008050010358754661
Position 1422: 0.0007915281334637479
Position 3975: 0.0007904936861166666
Position 1675: 0.0007640286939808242
Position 200: 0.0007237360550621375
Position 1379: 0.0006754908629640017
Position 686: 0.0006475532585184132
Position 5588: 0.0006367608546251962
Position 5378: 0.0006072717721728949
Position 21: 0.0006011713763134061
Position 213: 0.0005579090324551663
Position 4015: 0.0005305151250031106
Position 43: 0.0005006104373754459
Position 5846: 0.00047951117916221193
Position 3703: 0.0004477088769818922
Position 52: 0.0004410438831408668
Position 3339: 0.0003887640460922323
Position 1509: 0.0003697705554879353
Position 331: 0.0003358879841201208
Position 2985: 0.0003226711316400521
Position 3989: 0.0002714395710278073
Position 623: 0.0002564744071666847
Position 276: 0.0002439073812027789
Position 273: 0.00023234844859375189
Position 3200: 0.00023057876957499856
Position 1616: 0.00021145055113455365
Position 232: 0.00018328357305640188
Position 706: 0.00017583064331442094
Position 2003: 0.0001530498235189879
Position 2629: 0.00015133305901544265
Position 1903: 0.00013800835218855397
Position 711: 0.00012950672110445782
Position 3157: 0.00012688815429257348
Position 1323: 0.00012467426292492835
Position 1864: 0.0001220426795700522
Position 256: 0.00012162556710308213
Position 1376: 0.0001206840668193495
Position 3638: 0.00011935178845881118
Position 1719: 9.882850713742636e-05
Position 398: 9.543079967347564e-05
Position 993: 9.506226389804695e-05
Position 5816: 9.49507498663263e-05
Position 31: 9.305479317336894e-05
Position 2410: 8.93611485977945e-05
Position 437: 8.881551913549025e-05
Position 95: 8.762401682938779e-05
Position 1047: 8.542933047873719e-05
Position 390: 8.078142854694299e-05
Position 1632: 7.777297173606922e-05
Position 4356: 7.303682871135865e-05
Position 5413: 6.971397836035706e-05
Position 292: 4.781670683698954e-05
Position 587: 4.718854637923183e-05
Position 530: 4.279087250143407e-05
Position 600: 4.1585869400098316e-05
Position 4808: 3.873266127529006e-05
Position 1793: 2.989346601703105e-05
