Gene = Glrp1
index = 438
Annotated 5SS: [ 276 6925]
Annotated 3SS: [6515 8923]
SMsplice 5SS: [276]
SMsplice 3SS: [9774]
top_k =  1000
Partition function (log Z): -9.154701795621246

Sorted 5' Splice Sites (High to Low Probability):
Position 276: 0.49688483269062284
Position 4287: 0.4766241128127933
Position 5273: 0.22404460578823102
Position 374: 0.21390794136745148
Position 2694: 0.1539790736095562
Position 50: 0.15054503729220423
Position 337: 0.13274699175344767
Position 2931: 0.13106591019149189
Position 3411: 0.10825729698866204
Position 678: 0.08951009492057636
Position 4212: 0.05783814937293558
Position 1061: 0.05138691574029403
Position 311: 0.048570032214749946
Position 3302: 0.04652561258607765
Position 964: 0.045576872081093095
Position 8984: 0.03659638116184884
Position 1954: 0.03507036583629901
Position 289: 0.03457629823751006
Position 5847: 0.024033873924127615
Position 3454: 0.01806789616777197
Position 7397: 0.017018773805053858
Position 4188: 0.016837568409022795
Position 5532: 0.016207331373182775
Position 4840: 0.01585868382812816
Position 5899: 0.011078719379275036
Position 4058: 0.00711808429933756
Position 2759: 0.006240833582329902
Position 32: 0.0054401653230837675
Position 8536: 0.004575388077582234
Position 4046: 0.004542825545796161
Position 662: 0.002881825018541188
Position 9077: 0.0028118490652837046
Position 9063: 0.0026529276180764197
Position 3000: 0.0016018700240233834
Position 2351: 0.0014924200601099257
Position 5017: 0.0013009883506257484
Position 86: 0.001120982373178182
Position 626: 0.0010687969590450408
Position 6124: 0.0008282091764261147
Position 12: 0.0007128705100234954
Position 3325: 0.0006801811143327742
Position 969: 0.0005729078246757495
Position 3604: 0.0005077665249228339
Position 62: 0.0004463638119020661
Position 3394: 0.000413713348394329
Position 2833: 0.00030995460473223204
Position 2805: 0.0003053725739861239
Position 648: 0.0002564522450332968
Position 7378: 0.00012562115359705166
Position 73: 0.00012179316107782055
Position 2450: 7.600782199823584e-05
Position 223: 7.11209319409382e-05
Position 293: 6.378159666326493e-05
Position 595: 5.016814341187947e-05
Position 99: 4.1660319134590523e-05
Position 207: 4.079681794022041e-05
Position 363: 3.1042690936812185e-05
Position 2613: 2.3113502324910543e-05
Position 103: 2.1153091475905232e-05
Position 708: 1.9817957782377602e-05
Position 381: 1.2465476565004724e-05
Position 145: 1.033746790362381e-05
Position 411: 9.152649984398864e-06
Position 466: 2.0721900878522786e-06
Position 478: 1.2279765421845718e-06
Position 416: 8.512063982087319e-07
Position 603: 7.671728935445949e-07
Position 341: 5.959457179946386e-07
Position 163: 5.694018423269741e-07
Position 113: 5.147160732500959e-07
Position 1007: 4.0271145181921136e-07
Position 2232: 3.4311620701790895e-07
Position 1939: 3.031899919331589e-07
Position 397: 2.3876663599624737e-07
Position 841: 1.4398611799139935e-08
Position 469: 1.850978851583129e-09
Position 480: 6.511256024546416e-12
Position 548: 2.3942741576621668e-12
Position 664: 1.4562678116844207e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 4130: 0.5667035265109776
Position 9774: 0.48323683349392316
Position 8923: 0.30477083036703384
Position 5132: 0.25117690389430336
Position 119: 0.15327912218420073
Position 7924: 0.09491046175889878
Position 2786: 0.08805308435799826
Position 2560: 0.08007187745571222
Position 3301: 0.06617499850648816
Position 3113: 0.05869749809337904
Position 884: 0.057100914891964595
Position 2643: 0.04374725543883898
Position 5725: 0.038133706526140315
Position 2557: 0.03691776135281748
Position 2733: 0.0320343039494402
Position 3183: 0.02806234684752727
Position 7269: 0.024472811951075913
Position 8021: 0.02061323108279979
Position 8456: 0.020477781246315732
Position 1837: 0.016278384454054606
Position 477: 0.01570250082675246
Position 517: 0.014328262939922173
Position 7963: 0.013817369944030268
Position 4525: 0.01008834087706931
Position 3163: 0.00971430543440739
Position 4646: 0.00907219562873655
Position 5461: 0.009019706018125222
Position 1867: 0.008613604039197063
Position 3934: 0.00841126149979903
Position 701: 0.00762028639338562
Position 2694: 0.006868223859530973
Position 3242: 0.006217858795217381
Position 747: 0.005627406591380592
Position 5237: 0.0052286851604694115
Position 2573: 0.00510066616106735
Position 6518: 0.004774941803279944
Position 5384: 0.004179676350807882
Position 5531: 0.0041330966837971475
Position 4246: 0.004006434785354538
Position 3066: 0.003922048615050153
Position 945: 0.0038655012543016257
Position 9153: 0.003503992397838279
Position 2302: 0.0033117125936102786
Position 3879: 0.0031901390276140797
Position 548: 0.0030194842844146344
Position 3227: 0.0028088700053009877
Position 1792: 0.0026809832932491815
Position 6515: 0.0026705469699550475
Position 529: 0.0026652645592118575
Position 1870: 0.0026020848605714563
Position 1910: 0.00253965643862716
Position 500: 0.0024296005251086034
Position 4385: 0.0022094447839136615
Position 9716: 0.001996724217073245
Position 9735: 0.0018846305475188594
Position 4465: 0.0016742344185096474
Position 5707: 0.0016695993637389018
Position 869: 0.001647378651053839
Position 4909: 0.0016371246956019324
Position 913: 0.0016237004839557356
Position 5957: 0.0015985974465678016
Position 951: 0.0013646105639526665
Position 8402: 0.0013313875394024579
Position 9194: 0.0012357590685864693
Position 9134: 0.001201816075852874
Position 573: 0.0011153181625102343
Position 6527: 0.0010677441091912535
Position 4175: 0.0009808844852827925
Position 8635: 0.0009573902520702109
Position 2577: 0.0009471476065548638
Position 647: 0.000936657167446252
Position 2884: 0.0009132439562516915
Position 4444: 0.0008480782859157225
Position 8672: 0.000828947439053959
Position 1919: 0.0008160584749574325
Position 5135: 0.0007138404052815032
Position 8600: 0.0007109970548695424
Position 202: 0.0005950735408468148
Position 125: 0.0005785695500385499
Position 305: 0.0005592154863353743
Position 839: 0.0005481299643199408
Position 3994: 0.0005411466980890392
Position 825: 0.0005106090476176862
Position 4543: 0.0005084693466113168
Position 3507: 0.000478325933423629
Position 4311: 0.0004647194437349926
Position 898: 0.00041273571723425
Position 2996: 0.00041268984397862905
Position 555: 0.0004000259994348125
Position 2904: 0.00039006531726147294
Position 750: 0.0003636185745411857
Position 622: 0.0003181654771162651
Position 1856: 0.0003171947636605902
Position 8381: 0.00029453752770529563
Position 8278: 0.0002758023458751946
Position 6487: 0.00027365438298612666
Position 6545: 0.0002685034092703227
Position 381: 0.000257108930036591
Position 187: 0.0002503113998226908
Position 6524: 0.00024476785460704595
