Gene = Bcs1l
index = 177
Annotated 5SS: [ 188 1579 1800 2160 2435 2830 3407]
Annotated 3SS: [1185 1659 1964 2370 2659 3288 3521]
SMsplice 5SS: [ 188 1800 2160 2830 3407]
SMsplice 3SS: [1659 1964 2659 3288 3521]
top_k =  1000
Partition function (log Z): -1.8165675650404318

Sorted 5' Splice Sites (High to Low Probability):
Position 3407: 0.9374519558921414
Position 1800: 0.8938182741030968
Position 2830: 0.7289085690393183
Position 2160: 0.690640250159457
Position 1579: 0.5674799322519055
Position 2564: 0.2876793030723422
Position 1325: 0.2560074596523377
Position 94: 0.22813045196396944
Position 188: 0.22371848670717276
Position 2435: 0.13980307769566236
Position 259: 0.13748780538035726
Position 749: 0.13713428531062793
Position 305: 0.06007365680915652
Position 551: 0.05869788041620882
Position 527: 0.047644395688925784
Position 827: 0.04130544637049499
Position 230: 0.02788281628499969
Position 2198: 0.026720094400559693
Position 1335: 0.025824006708159892
Position 687: 0.02505866248004792
Position 3007: 0.02331315604615901
Position 1900: 0.021330634628659337
Position 500: 0.0196825592586539
Position 668: 0.015593710000512528
Position 1596: 0.008926261934281275
Position 2899: 0.008681860712188893
Position 3700: 0.006723326456681479
Position 2225: 0.006500662133218892
Position 531: 0.006437408430527353
Position 2339: 0.005581567596370904
Position 1775: 0.005300936740567632
Position 3615: 0.005017109097664255
Position 1837: 0.003269084324389207
Position 486: 0.0030060346526087265
Position 3768: 0.002801532214852183
Position 16: 0.0026522712792898177
Position 1329: 0.002500874671107929
Position 251: 0.001975638223468191
Position 1010: 0.0017876553633051724
Position 2146: 0.001780593661395692
Position 650: 0.0014503501036001777
Position 2893: 0.0014040252104176685
Position 3456: 0.0013319716214826912
Position 3949: 0.001304598370237816
Position 756: 0.0012751074301556112
Position 2571: 0.0012391483081692712
Position 696: 0.0011806562785289104
Position 2809: 0.001075580401272843
Position 137: 0.0010350217424897044
Position 3894: 0.0009067745676494509
Position 2091: 0.00088192176860475
Position 3567: 0.0008051606788766338
Position 492: 0.0006672891107066658
Position 579: 0.0006114052891650198
Position 937: 0.0005872190863724775
Position 1893: 0.0005451924774368332
Position 2058: 0.000493832406266949
Position 2301: 0.0004693468821169765
Position 592: 0.00039389524328006396
Position 792: 0.00038307570844967276
Position 127: 0.0003746912232879067
Position 100: 0.0003398479214085754
Position 1829: 0.0003206949691594733
Position 1540: 0.00027067048419324315
Position 639: 0.0002397218750353885
Position 290: 0.00022563851586117158
Position 307: 0.00021413489898627102
Position 239: 0.00020757297281842783
Position 957: 0.00020280232021598353
Position 1709: 0.00019718873375061343
Position 625: 0.00018124118527553242
Position 2463: 0.00016569416473175537
Position 441: 0.0001464846719746882
Position 52: 0.0001299793371734031
Position 1047: 0.0001255339197343257
Position 1682: 0.00012132732325036254
Position 1094: 0.00010176012488390494
Position 352: 6.802767018024588e-05
Position 2034: 6.73104904804374e-05
Position 565: 6.676859092908604e-05
Position 672: 5.870597234422067e-05
Position 1660: 5.302857381494832e-05
Position 2325: 4.859849207261264e-05
Position 3664: 4.652285693775824e-05
Position 2413: 4.479613593092657e-05
Position 3689: 4.227817541393035e-05
Position 292: 3.585012680945818e-05
Position 14: 3.2366917027705136e-05
Position 2186: 2.9600377249964945e-05
Position 2190: 2.66591829588144e-05
Position 655: 2.56732764664909e-05
Position 117: 2.467282634053397e-05
Position 261: 2.021418059002805e-05
Position 166: 1.958512947316724e-05
Position 107: 1.9557364776006594e-05
Position 30: 1.9107609007437665e-05
Position 3227: 1.544009092872043e-05
Position 545: 1.4597698615369731e-05
Position 1107: 1.1173970287571873e-05
Position 3452: 1.0676868269967635e-05
Position 3720: 9.827708922473689e-06
Position 2143: 8.75788950092252e-06
Position 2075: 7.780540456790895e-06
Position 109: 5.153787584315684e-06
Position 74: 4.868270284545974e-06
Position 276: 4.558753465404975e-06
Position 3606: 4.286965258206594e-06
Position 330: 4.1087554707842365e-06
Position 282: 3.7372990966595412e-06
Position 2909: 3.231080181393518e-06
Position 98: 2.402247548559557e-06
Position 131: 1.6057886688194077e-06
Position 2008: 3.208353033142573e-07
Position 2790: 3.032748853382581e-07
Position 129: 3.0209958003706383e-07
Position 2775: 2.1014101449799507e-07
Position 2883: 1.826747798203861e-07
Position 2754: 1.379920459939913e-07
Position 2343: 8.045637027797992e-08
Position 3132: 5.370805975247674e-08
Position 3161: 5.202340786129077e-08
Position 3082: 4.7104604533620245e-08
Position 1331: 9.46322748222465e-09
Position 345: 9.013571869465484e-09
Position 534: 1.2461628463984569e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 3521: 0.9838131956301038
Position 1659: 0.893050123248837
Position 3288: 0.8434020249766025
Position 2659: 0.7008957290149455
Position 1964: 0.5316628751416984
Position 1185: 0.22709653810340677
Position 1470: 0.19778671063005043
Position 2370: 0.19198164734946552
Position 2273: 0.19027597588261172
Position 1217: 0.11268483139991903
Position 1452: 0.10090412112060883
Position 1258: 0.06220718515564868
Position 1513: 0.054018051849954056
Position 1984: 0.05234729128328511
Position 568: 0.03488945097785849
Position 1990: 0.03464449258117456
Position 1987: 0.028745218281495205
Position 2078: 0.027832110409589043
Position 1863: 0.027466262259813554
Position 3328: 0.026273983590377695
Position 3108: 0.02490526975155089
Position 3357: 0.020598377491346197
Position 2015: 0.020201749799859413
Position 2892: 0.020021117461563806
Position 339: 0.019926334563751848
Position 2605: 0.0198283082378048
Position 2342: 0.019686405468070385
Position 3127: 0.015675825334369113
Position 2469: 0.01481647077106544
Position 1361: 0.01455017705397259
Position 1292: 0.01437495901158465
Position 4085: 0.01252661403657742
Position 2383: 0.011396480027680601
Position 1328: 0.01096126472147289
Position 1483: 0.01091258576415357
Position 3006: 0.009903940408646348
Position 2704: 0.008397943931803237
Position 1705: 0.007745126030414379
