Gene = Lair1
index = 617
Annotated 5SS: [  106  7257 34468 52445 52585 52709 52924]
Annotated 3SS: [ 7220 34137 52327 52541 52670 52873 53339]
SMsplice 5SS: [  106  2265 18416 34468 35103 42328 52445 52709]
SMsplice 3SS: [ 2147 18324 34137 34992 42210 52327 52541 53339]
top_k =  1000
Partition function (log Z): -33.837338787665225

Sorted 5' Splice Sites (High to Low Probability):
Position 2265: 0.8675955224426413
Position 106: 0.7113129238418424
Position 10359: 0.35405941285996395
Position 49: 0.2652505705980687
Position 1770: 0.21530489855195667
Position 2611: 0.18490863228379675
Position 1586: 0.18404953702500382
Position 5163: 0.1505372583479067
Position 7821: 0.14555887861366082
Position 1978: 0.12247028193977945
Position 7378: 0.0765936696951902
Position 7127: 0.07260355620773914
Position 6990: 0.056337218382451246
Position 8453: 0.036750134809311434
Position 6878: 0.030569847869664837
Position 1754: 0.024309064643844552
Position 7257: 0.021017596782976974
Position 5988: 0.017857421334944838
Position 2230: 0.01501404767306109
Position 1786: 0.010651327980131037
Position 281: 0.010457646970236833
Position 5908: 0.010247212038716763
Position 4026: 0.009469770447043778
Position 4121: 0.007281558023283447
Position 6742: 0.005133715435481095
Position 1964: 0.0049019267124693336
Position 54: 0.0047787616853556805
Position 913: 0.004477897219225436
Position 2404: 0.003964584796674773
Position 1473: 0.003098473571872812
Position 2222: 0.002992887476407725
Position 1199: 0.0029569712564033825
Position 1779: 0.0029301242209125436
Position 2062: 0.0027395901096117004
Position 700: 0.0025015891714045826
Position 1092: 0.0021097466460013457
Position 531: 0.002040997997099593
Position 1411: 0.0019593351180229187
Position 3345: 0.0015705083608039245
Position 1952: 0.001401694864091703
Position 832: 0.0013675722279869016
Position 497: 0.0013325016388872123
Position 99: 0.0011509395230097396
Position 3962: 0.0011216168400647035
Position 2503: 0.000996802485766906
Position 130: 0.0009855775517163888
Position 854: 0.0008170461412093504
Position 718: 0.0006937185696311509
Position 1560: 0.0006597148267816493
Position 1791: 0.0006527704296360587
Position 218: 0.0005017390715688724
Position 261: 0.00041835348087651905
Position 1695: 0.0004180714799569784
Position 1858: 0.000386101022018761
Position 276: 0.00038332344534419243
Position 110: 0.00036427937680624415
Position 1195: 0.0003544056545160379
Position 838: 0.00034842196415428193
Position 7188: 0.0003324296225547138
Position 251: 0.00028345049633004795
Position 1895: 0.0002699330871141244
Position 1324: 0.00023787731434443582
Position 1668: 0.00020145544569712988
Position 1551: 0.0001857194368825285
Position 1416: 0.00018343269083570944
Position 1576: 0.00010841626801538808
Position 759: 8.899876767520161e-05
Position 387: 7.34715007177979e-05
Position 1851: 6.683231901474935e-05
Position 1392: 5.91011277514352e-05
Position 337: 5.2712461743888906e-05
Position 1527: 5.24025415974854e-05
Position 1099: 2.493706709628181e-05
Position 87: 1.8849614944096443e-05
Position 69: 1.4792641197918727e-05
Position 730: 1.1439733773904566e-05
Position 340: 1.048294597509334e-05
Position 1222: 1.0214666308161089e-05
Position 3699: 9.70464442104749e-06
Position 819: 7.624799599995293e-06
Position 1504: 6.6196185720054965e-06
Position 1447: 6.428011773010289e-06
Position 400: 5.0707296981202934e-06
Position 1188: 3.990753778901523e-06
Position 1131: 3.174463623228073e-06
Position 556: 2.431766588502913e-06
Position 332: 2.1047923735426605e-06
Position 74: 1.8275311814499217e-06
Position 1344: 1.7123210221927825e-06
Position 142: 1.5925482885432268e-06
Position 2998: 1.5433396261573549e-06
Position 863: 1.1839913455172655e-06
Position 1402: 1.086728870247134e-06
Position 1496: 7.303589653565931e-07
Position 538: 6.73985076833652e-07
Position 771: 6.60275471989936e-07
Position 650: 6.082893108714982e-07
Position 535: 4.3639157837885064e-07
Position 1358: 4.346238657614944e-07
Position 1718: 4.1530172941935023e-07
Position 435: 3.571178902053046e-07
Position 625: 2.5008898050721184e-07
Position 1361: 1.5953620761698525e-07
Position 623: 1.5281140834953834e-07
Position 1262: 1.3120125871278354e-07
Position 608: 1.298961352104774e-07
