Gene = Uspl1
index = 1172
Annotated 5SS: [  247  3317  3914  9881 14199 17330 19835 25241]
Annotated 3SS: [ 3147  3784  9279 14084 17199 19708 25082 28791]
SMsplice 5SS: [  247  3914 14199 17330 19835 25241 28474 28963]
SMsplice 3SS: [ 3784 14084 17199 19708 25082 28346 28791 29462]
top_k =  1000
Partition function (log Z): 10.731466034948548

Sorted 5' Splice Sites (High to Low Probability):
Position 3914: 0.9997774597459439
Position 17330: 0.9993172430476254
Position 14199: 0.9821941810951104
Position 19835: 0.9501924477724173
Position 28963: 0.8860823283075998
Position 247: 0.8514516023221739
Position 25241: 0.5548104062440102
Position 1102: 0.5308972983537461
Position 28474: 0.4766565763489517
Position 25186: 0.43275135621779165
Position 28503: 0.36304286011682685
Position 7294: 0.3545254004228535
Position 845: 0.3277687291664989
Position 6397: 0.32116103846716015
Position 16133: 0.3132271821725061
Position 29615: 0.24103954756692741
Position 20967: 0.19708104204585367
Position 3304: 0.18932573788001028
Position 3317: 0.18047834152499106
Position 1215: 0.17683253823203116
Position 3257: 0.16660705454137428
Position 8852: 0.16170394160795548
Position 25758: 0.15348315080837516
Position 16668: 0.15058241901658034
Position 3246: 0.1428237596966325
Position 3275: 0.14207443044978388
Position 7977: 0.12535325224833227
Position 29548: 0.12472800917909628
Position 16360: 0.1092478049935019
Position 26083: 0.0994946700543839
Position 6356: 0.09136663198993687
Position 6654: 0.0800516978098587
Position 12891: 0.0773969579428281
Position 1880: 0.07577535977959625
Position 2762: 0.07459245762206361
Position 21571: 0.07329688016136252
Position 1814: 0.07186807815768832
Position 18127: 0.0667019343469671
Position 9467: 0.06307952626711265
Position 27213: 0.05684157879160587
Position 9353: 0.056215879996774375
Position 21961: 0.04755417069746355
Position 16581: 0.046291202342994185
Position 20910: 0.04146038628764841
Position 29370: 0.04083735289646152
Position 26683: 0.040483873364295174
Position 9622: 0.04014634174209968
Position 821: 0.03898372391594108
Position 15375: 0.0365330382402042
Position 26077: 0.036033416343798405
Position 27447: 0.03306155254814922
Position 28902: 0.031243688524329957
Position 19404: 0.02993612554197031
Position 20374: 0.02983158035432252
Position 21269: 0.029806285108859753
Position 16555: 0.02826812453564901
Position 22146: 0.027590512429221378
Position 19385: 0.027065528592589032
Position 29247: 0.02479452065128266
Position 171: 0.023162168655144828
Position 15090: 0.022455346163003296
Position 28250: 0.022152066578596554
Position 15051: 0.02092658902896248
Position 6421: 0.02092275764912342
Position 27970: 0.018850755375840324
Position 508: 0.018619586244983322
Position 1632: 0.017366670364808896
Position 29739: 0.017319220529687505
Position 15910: 0.01697470495250647
Position 4879: 0.01600082326403872
Position 5067: 0.014475203249559426
Position 475: 0.01440371790361608
Position 5017: 0.014091908515949927
Position 22114: 0.01271304694019797
Position 2068: 0.01189672254710693
Position 30223: 0.011597961698856457
Position 305: 0.01121124195868108
Position 6647: 0.01044737978498055
Position 217: 0.010196942546629966
Position 841: 0.01014357840665278
Position 154: 0.00986173237702846
Position 22310: 0.009512869604853577
Position 20863: 0.008986816862900076
Position 26123: 0.008080313126857933
Position 23983: 0.007503868833608431
Position 25182: 0.007383207900651662
Position 334: 0.007327145864552664
Position 2398: 0.006847722262241738
Position 570: 0.006319247987445231
Position 23943: 0.005895068790448369
Position 20593: 0.0056196056516214414
Position 23525: 0.0055363160122702685
Position 21847: 0.005222856461395251
Position 24140: 0.004761004980430551
Position 16637: 0.004746599476378655
Position 14237: 0.0046416833172046295
Position 22124: 0.004621176933418993
Position 23382: 0.00455619546995484
Position 413: 0.004191693631226218
Position 22921: 0.003964408606812656
Position 15097: 0.003914627999683721
Position 29190: 0.0035038610300395395
Position 3530: 0.0033883789302153106
Position 18163: 0.003211368045515872
Position 7290: 0.003061940995626699
Position 19549: 0.0030550381811657017
Position 4519: 0.0030189527573977024
Position 29353: 0.002981581559433788
Position 7261: 0.0029649841634540315
Position 6733: 0.002887501699952057
Position 27422: 0.0028829512274744103
Position 5406: 0.0026032006703772814
Position 360: 0.0022251905001640197
Position 12604: 0.0022134505801688865
Position 18719: 0.0021685178283191407
Position 28481: 0.0021624939516648087
Position 179: 0.002142247506242705
Position 15403: 0.0021226478383442396
Position 4904: 0.002092086194530783
Position 2386: 0.0017687333231690518
Position 22936: 0.0017519458952426725
Position 28585: 0.001731383894236152
Position 398: 0.0016757195356318843
Position 17507: 0.001555777500314486
Position 835: 0.0015510741622626848
Position 3353: 0.00150796868667008
Position 30410: 0.001476524341618812
Position 19208: 0.0014242005331737057
Position 18843: 0.0014193897881572294
Position 373: 0.0012485675769799427
Position 30702: 0.0010824160337612385
Position 17699: 0.0009619725581260131
Position 1307: 0.000900875403361171
Position 1820: 0.0008893493712615178
Position 928: 0.0008782995340383584
Position 2949: 0.0008750695843901187
Position 592: 0.000863132076407278
Position 27458: 0.0008288569350795522
Position 29253: 0.0008012206178031686
Position 351: 0.0007952040952777675
Position 696: 0.0007641116634781453
Position 4875: 0.000763385361157773
Position 886: 0.0007432794186426886
Position 2503: 0.0007378183669267116
Position 3323: 0.0007064613118331632
Position 5268: 0.0006855142410527334
Position 259: 0.0006786128968363187
Position 1739: 0.0006377344892903138
Position 2910: 0.0006151441244704331
Position 1831: 0.0005904170940924253
Position 392: 0.0005791341063122868
Position 6742: 0.0005758001966076194
Position 25762: 0.0005698179759681857
Position 29391: 0.0005561883687780564
Position 27252: 0.0005077409700553745
Position 28521: 0.0004976906258399466
Position 234: 0.0004976762012637574
Position 72: 0.000480615260328075
Position 27702: 0.000438513227870011
Position 210: 0.0004322762015438711
Position 25453: 0.00039831575049899823
Position 832: 0.00039516609782359007
Position 29341: 0.0003748877438968129
Position 6447: 0.00037196890334977863
Position 345: 0.00036616686150591453
Position 20682: 0.00036607978330634384
Position 29285: 0.0003638417491424121
Position 29673: 0.00033918584262972076
Position 1829: 0.00030070753035718123
Position 5770: 0.0002972934293676224
Position 20512: 0.00026307851906529604
Position 25583: 0.0002525077049468824
Position 275: 0.00024506349324313417
Position 2451: 0.0002369017741609028
Position 1032: 0.00022919014180377304
Position 29294: 0.00022363334815060117
Position 2427: 0.00022353457356208894
Position 1802: 0.00022309756909575824
Position 21075: 0.00020946905766952199
Position 1063: 0.00020935157524540766
Position 6683: 0.00020858872853281744
Position 2155: 0.0001996587990825838
Position 580: 0.0001841890624313246
Position 3651: 0.00016792155853438494
Position 29236: 0.00016178601789452012
Position 790: 0.00015243312223070732
Position 28956: 0.0001437380547110873
Position 3919: 0.00014249322203907532
Position 25194: 0.0001378904087421875
Position 2920: 0.00013377680405108835
Position 857: 0.00012442493407873026
Position 2590: 0.00010907946837428887
Position 2401: 9.456152856963484e-05
Position 2624: 9.34420163818567e-05
Position 6213: 9.049454713980551e-05
Position 104: 8.715709803778926e-05
Position 29304: 8.667528479891288e-05
Position 674: 8.630602644267269e-05
Position 1106: 8.478831817652853e-05
Position 19801: 7.563175087354835e-05
Position 25746: 7.372829476995571e-05
Position 1835: 6.823692276550556e-05
Position 717: 6.575621287384895e-05
Position 2281: 6.274803885468243e-05
Position 544: 6.232128613563296e-05
Position 142: 5.7540483047048265e-05
Position 1931: 5.59435033830044e-05
Position 21525: 5.506805594500763e-05
Position 4533: 3.812357630935267e-05
Position 296: 3.7767976459502264e-05
Position 204: 3.2209709314761606e-05
Position 702: 3.194639607194173e-05
Position 4523: 3.0196455470577134e-05
Position 621: 2.7977705035817888e-05
Position 29306: 2.5050254311203968e-05
Position 25440: 2.1764061967314903e-05
Position 911: 2.0639586159251118e-05
Position 262: 1.9793977190527662e-05
Position 63: 1.6897347787649548e-05
Position 165: 1.6477666939884303e-05
Position 3900: 1.6175932857127394e-05
Position 4614: 1.185348187756965e-05
Position 436: 1.0528383832458022e-05
Position 1131: 8.626056494772885e-06
Position 4248: 8.225860897194998e-06
Position 61: 7.768583120146371e-06
