Gene = U2surp
index = 1156
Annotated 5SS: [   78  9355 11207 16060 18192 18797 19571 20513 20630 20804 21805 22195
 23149 26334 27487 27725 29803 30242 32628 34495 35788 36693 37474 39852
 45349 47532 49192]
Annotated 3SS: [ 9309 11074 15960 18076 18662 19502 20417 20593 20720 21638 21982 23104
 26228 27419 27560 29639 30161 32539 34371 35630 36596 37406 39691 45237
 47412 49014 50350]
SMsplice 5SS: [   78 16060 18192 18797 20513 20804 21805 22195 26334 30242 32628 34495
 35788 36693 39852 45349 47532 49192]
SMsplice 3SS: [15960 18076 18662 20417 20720 21638 21982 26228 30161 32539 34371 35630
 36596 39667 45237 47412 49014 50350]
top_k =  1000
Partition function (log Z): 26.125410182689116

Sorted 5' Splice Sites (High to Low Probability):
Position 18797: 0.9986610212689722
Position 16060: 0.9917966187367624
Position 47532: 0.9914588361045291
Position 32628: 0.9907039730882773
Position 45349: 0.9907027544710814
Position 49192: 0.9724308275387378
Position 35788: 0.9715604639955556
Position 22195: 0.9504430339289803
Position 36693: 0.9442125936537158
Position 20804: 0.9023827825491426
Position 39852: 0.8786056099527605
Position 21805: 0.8783335743074188
Position 30242: 0.8347226342245353
Position 78: 0.7890969396704276
Position 26334: 0.7548223783852548
Position 20513: 0.7479787072886288
Position 34495: 0.7468349588862608
Position 18192: 0.7389167627895874
Position 8042: 0.36692963037579773
Position 37474: 0.320594013658374
Position 19571: 0.28615998465376474
Position 49522: 0.2613683961964354
Position 787: 0.2532676228235603
Position 34752: 0.23727880550935176
Position 34773: 0.23725951595492475
Position 26353: 0.23259222711037678
Position 27725: 0.1935278968973988
Position 11207: 0.17103787832102552
Position 49534: 0.1679009621805441
Position 220: 0.16398603624730693
Position 43282: 0.14145229923865316
Position 9355: 0.13638211142514722
Position 52418: 0.13199280912703873
Position 51658: 0.12366605537103423
Position 27700: 0.1206293556611107
Position 27266: 0.11766572652786796
Position 22410: 0.11392916079487328
Position 33575: 0.11296682293723406
Position 21838: 0.0821202907835133
Position 23232: 0.07751718728904952
Position 35008: 0.07258446107550216
Position 33363: 0.07107948171113192
Position 20630: 0.0687651061603791
Position 1401: 0.06444432111652985
Position 27491: 0.060081435254923744
Position 46537: 0.055025452500451245
Position 20994: 0.05317565066963189
Position 34100: 0.047936864934465744
Position 19756: 0.046435302294593805
Position 20213: 0.03999925280973065
Position 3497: 0.03461494470835708
Position 52627: 0.03393004183167151
Position 47841: 0.033424753761558644
Position 42731: 0.03209538637133438
Position 23960: 0.030755011974081477
Position 5517: 0.03024256239632898
Position 38175: 0.0299967433754153
Position 29168: 0.029403094566600577
Position 30274: 0.028917029725786365
Position 34499: 0.0263902556872369
Position 45772: 0.026067826003322525
Position 50456: 0.024029513020454727
Position 20498: 0.02179134858253403
Position 49759: 0.021468213442438506
Position 29123: 0.021268260222357897
Position 45798: 0.019907488046378808
Position 52422: 0.01858356877899511
Position 38160: 0.01839707992219477
Position 32181: 0.018310206309251037
Position 41001: 0.017216539578895775
Position 51269: 0.01670350627929848
Position 25233: 0.014293001117600412
Position 34997: 0.013890434239048437
Position 20947: 0.013752884732406549
Position 45702: 0.01344433587920282
Position 20919: 0.012334858643397601
Position 25781: 0.012244232063786147
Position 5552: 0.01208790475640734
Position 18141: 0.012022905091602417
Position 28359: 0.011945132283589965
Position 23149: 0.011332069408946458
Position 2124: 0.010560808710568146
Position 39966: 0.010300792007083007
Position 36461: 0.01025128290189681
Position 31103: 0.010208704368152917
Position 2214: 0.009691958132989972
Position 29119: 0.009484440564494306
Position 37409: 0.008724210332645277
Position 48561: 0.00859966566502865
Position 46512: 0.008509893120179975
Position 23867: 0.007960698750811382
Position 6977: 0.007954205640781942
Position 49202: 0.007724459134236005
Position 21043: 0.007014298601091589
Position 47199: 0.0068784312880300225
Position 49108: 0.0068088186755667565
Position 35267: 0.006464598661436678
Position 41907: 0.006434779684721713
Position 48081: 0.006412075189980568
Position 98: 0.005865810967401609
Position 37365: 0.0058130427478156775
Position 27894: 0.005620924160205242
Position 37514: 0.0056098212347747405
Position 26869: 0.005583408710516943
Position 45852: 0.00526437977033556
Position 1283: 0.005178801305963069
Position 7369: 0.005140625301175735
Position 25210: 0.005135986722424851
Position 53064: 0.005098273495706835
Position 37242: 0.004980226359459449
Position 29803: 0.004714591502060462
Position 29115: 0.004570300292684934
Position 36013: 0.0045575602204179725
Position 4019: 0.004466321310346055
Position 39362: 0.004450724809169145
Position 29080: 0.0044263665546995495
Position 53435: 0.004189981806258436
Position 53391: 0.004178093572481109
Position 27986: 0.004145317673292579
Position 35859: 0.00407131421608597
Position 30379: 0.004041276845718686
Position 23447: 0.004010737916892368
Position 21118: 0.003947931055408387
Position 26524: 0.003934332050496099
Position 29276: 0.003924783310948404
Position 48776: 0.0038045046916350745
Position 27001: 0.0037138293547535847
Position 720: 0.0036433271839367257
Position 35745: 0.003569978390134468
Position 46831: 0.0032875981696082425
Position 24774: 0.003279179257880969
Position 16262: 0.0032624899249168587
Position 49117: 0.003145276900522629
Position 228: 0.003093315113570209
Position 7665: 0.0030406617750286086
Position 347: 0.003018960318632942
Position 28963: 0.0027560629542641747
Position 46360: 0.0026937410484488343
Position 20460: 0.002686579008586378
Position 37166: 0.002665818757993398
Position 21468: 0.0026388476902767504
Position 26269: 0.0025990784554643996
Position 30279: 0.002532783713280377
Position 48057: 0.0025189752800705797
Position 420: 0.0024595108044275288
Position 25259: 0.0023726901342790464
Position 20902: 0.0023641318351086877
Position 27955: 0.002238508565947514
Position 24818: 0.002184970399736366
Position 23572: 0.0020902876755407424
Position 248: 0.0020875736030925717
Position 36263: 0.002057466339919061
Position 19146: 0.0019984614974115564
Position 22480: 0.0019929914972915256
Position 23945: 0.0018978669208997946
Position 27462: 0.0018325312738187523
Position 25585: 0.0018136313317839094
