Gene = Slc35f5
index = 980
Annotated 5SS: [  269  1350  1626  5596  7594  9613 11488 13732 15244 18312 23542 24218
 26440 28950 30114]
Annotated 3SS: [ 1258  1483  5451  7530  9530 11296 13649 15155 18246 23436 24057 26348
 28794 30016 33896]
SMsplice 5SS: [  269  1350  1626  5596  9644 11488 13732 15244 17666 24218 26440 28950
 30114]
SMsplice 3SS: [ 1258  1483  5451  9530 11296 13649 15155 17531 24057 26348 28794 30016
 33896]
top_k =  1000
Partition function (log Z): 9.008658390070227

Sorted 5' Splice Sites (High to Low Probability):
Position 11488: 0.9742595765132781
Position 1350: 0.9648560751846065
Position 26440: 0.955724327101245
Position 28950: 0.944202582437323
Position 24218: 0.9136775294138714
Position 5596: 0.9050262023352874
Position 269: 0.8847206131826865
Position 30114: 0.8829261951532373
Position 15244: 0.8143950281072311
Position 13732: 0.6931875683370354
Position 17666: 0.6634631249210828
Position 1626: 0.6336444407528854
Position 512: 0.45986873517376814
Position 18312: 0.44354180348501837
Position 9644: 0.41323150394131863
Position 27561: 0.3665862748796642
Position 23502: 0.34246432147268885
Position 9613: 0.31721267959741467
Position 29552: 0.25307042301133664
Position 11151: 0.1903961539248814
Position 12383: 0.1744419135841491
Position 10499: 0.1411164234804002
Position 8806: 0.12999990299688116
Position 7594: 0.1242213003120988
Position 31793: 0.11900998422207962
Position 20570: 0.10639930930479333
Position 965: 0.10212551098269637
Position 3310: 0.09363161826637649
Position 21529: 0.09105212478977565
Position 9676: 0.07609887661780605
Position 18037: 0.07469600646576532
Position 23546: 0.07373137447073227
Position 16128: 0.06921808257845771
Position 20312: 0.06671291508105347
Position 34047: 0.06423217967132828
Position 9623: 0.06244348376579583
Position 14180: 0.058150500664076635
Position 12263: 0.05617527896869088
Position 32280: 0.04811381998758695
Position 11887: 0.04038048624403428
Position 26260: 0.03658238982575688
Position 11754: 0.03133806861390647
Position 12969: 0.028311627205685353
Position 1188: 0.027526371247087362
Position 31426: 0.02616365125469323
Position 18343: 0.02268612132735395
Position 21613: 0.022081188272376047
Position 23891: 0.021317455035245438
Position 3817: 0.020463144572171018
Position 12323: 0.02014012781993445
Position 1964: 0.018968645440039542
Position 9185: 0.01576492773072865
Position 276: 0.015614328599090956
Position 28740: 0.014857050444834556
Position 10884: 0.014812484576854698
Position 15358: 0.014694931183554182
Position 24153: 0.014492230077252822
Position 3327: 0.014199033975390386
Position 24622: 0.01415991491929633
Position 2914: 0.014157588896246352
Position 26496: 0.013972708172822944
Position 11431: 0.01373139070657178
Position 15057: 0.012428191380251996
Position 32474: 0.012405000226052834
Position 31383: 0.012315830563978345
Position 30647: 0.011843569638695834
Position 447: 0.011632474245558204
Position 10486: 0.011365681200030855
Position 17906: 0.011060185908436831
Position 10186: 0.010928522767764837
Position 13026: 0.010558739360291485
Position 26981: 0.00985819625059907
Position 307: 0.009399863449269432
Position 2181: 0.008764441045493666
Position 11455: 0.008261280498307816
Position 8200: 0.008154278510561993
Position 13954: 0.00690382880384523
Position 4850: 0.006706132976184896
Position 28897: 0.006160192319643976
Position 1968: 0.00602364551755936
Position 13568: 0.0059881183573382195
Position 3007: 0.005769920272212647
Position 29543: 0.005327146092844306
Position 21932: 0.0049302474199316645
Position 14219: 0.004807789279820672
Position 20890: 0.004728096489014653
Position 21594: 0.004655371535650344
Position 29949: 0.004234044858812418
Position 6295: 0.004195863003064203
Position 13739: 0.003942400052383597
Position 6102: 0.0035660839090341113
Position 25631: 0.003549840047168056
Position 11759: 0.003440215543230445
Position 11867: 0.003097280836327981
Position 31598: 0.002856998368732023
Position 15102: 0.002808582215995039
Position 6621: 0.002767175805620232
Position 22150: 0.0027547506247454986
Position 30697: 0.0027018546819060183
Position 29921: 0.00258233002094871
Position 16662: 0.0024617203813470834
Position 12039: 0.0024049924843490642
Position 897: 0.0023516684443965243
Position 26751: 0.002234828363380867
Position 33376: 0.0022245605240930463
Position 668: 0.002126391562840917
Position 1698: 0.002022802948940688
Position 4861: 0.002013009690824636
Position 1950: 0.0020047993424969217
Position 893: 0.002001439087744094
Position 14660: 0.001957005732936781
Position 10098: 0.001908527478638822
Position 10138: 0.0017942857793427375
Position 175: 0.0017598163373419846
Position 725: 0.0016712624691050102
Position 28552: 0.001508499567682569
Position 969: 0.0014724429626780306
Position 30435: 0.0013564541637881588
Position 1847: 0.001157307071516817
Position 2099: 0.001030719171148016
Position 1593: 0.0010133023246317715
Position 1587: 0.0009597176475579206
Position 9574: 0.0008442805577811212
Position 21566: 0.0008170572665628926
Position 171: 0.0007956574741847676
Position 32167: 0.0007523754047827406
Position 10689: 0.0006941181807507814
Position 2640: 0.0006824754594616997
Position 2796: 0.0006761151469291399
Position 1369: 0.0006582845722090835
Position 18157: 0.0006200876192413834
Position 10176: 0.0006080230462580401
Position 29926: 0.0006015468938116017
Position 10275: 0.0005960093645697922
Position 1036: 0.0005334025388072231
Position 12147: 0.0004947483693723536
Position 417: 0.00045481375762950523
Position 18902: 0.000440977703765877
Position 933: 0.00043508739793669414
Position 911: 0.0004284049082122012
Position 743: 0.0004224694904610466
Position 10061: 0.0004132432906610692
Position 286: 0.0003639153564422082
Position 8702: 0.00034866986478901337
Position 480: 0.00031220965789371
Position 1572: 0.00031187136589213085
Position 6311: 0.00030568876710032535
Position 184: 0.00028283674833180626
Position 3420: 0.0002805478934718246
Position 1959: 0.00027208840768666706
Position 232: 0.0002665354575346143
Position 31663: 0.0002646280649056844
Position 4116: 0.0002456850670253135
Position 1151: 0.00023594235063755195
Position 10188: 0.00022969142103208533
Position 11401: 0.0002223695137748247
Position 6588: 0.00022179271443543232
Position 17765: 0.00021370462463237696
Position 8283: 0.00020487219089500015
Position 31387: 0.00020445609133603498
Position 1055: 0.0002043441693717539
Position 1003: 0.00020145165043128544
Position 903: 0.00019429377192277692
Position 914: 0.0001768269376589783
Position 92: 0.00017310388288427787
Position 1206: 0.00016456324821441772
Position 68: 0.00016435903492075036
Position 11577: 0.00016034338795434616
Position 846: 0.0001403025524760169
Position 783: 0.00012272322684885338
Position 54: 0.000116895356706999
Position 6113: 0.00011106508363699935
Position 736: 0.00011064804418198469
Position 925: 0.0001029569389981031
Position 59: 0.00010290423431570916
Position 687: 0.00010272449487051971
Position 1402: 9.924710655217886e-05
Position 1142: 9.032596704442635e-05
Position 1259: 8.824948151136606e-05
Position 1362: 7.990372612293969e-05
Position 32208: 7.922935617935467e-05
Position 5621: 7.538450644345744e-05
Position 7663: 7.341646064196407e-05
Position 5399: 7.333811899625326e-05
Position 1079: 7.26094830735579e-05
Position 5561: 7.013220200105148e-05
