Gene = Retreg2
index = 897
Annotated 5SS: [ 343  690 1168 1654 1921 2318 2568 3030]
Annotated 3SS: [ 582 1136 1517 1835 2173 2472 2893 3643]
SMsplice 5SS: [ 343  690 1654 1921 2318 3030 3934]
SMsplice 3SS: [ 582 1517 1835 2173 2893 3643 4044]
top_k =  1000
Partition function (log Z): 3.146986694912648

Sorted 5' Splice Sites (High to Low Probability):
Position 1654: 0.9380860071104634
Position 2318: 0.9140119564936464
Position 3030: 0.9003471188159667
Position 690: 0.8897048456666953
Position 1921: 0.8133192267465825
Position 343: 0.7344843124441768
Position 3934: 0.49078557891170926
Position 2568: 0.4566380490878571
Position 96: 0.26853817642017225
Position 1168: 0.1528935131023792
Position 1357: 0.059091509588853876
Position 4228: 0.05398488255502633
Position 1419: 0.04385119866700885
Position 1300: 0.032963536724193866
Position 3321: 0.03154116177264301
Position 3668: 0.029646187636428543
Position 159: 0.02242986715104314
Position 74: 0.022234251780625026
Position 459: 0.018623182793966762
Position 491: 0.015122221764704666
Position 3746: 0.015068676578923128
Position 3344: 0.013625585691828241
Position 2573: 0.011146316072270032
Position 2619: 0.010031458582583565
Position 3328: 0.007769510540438188
Position 4258: 0.005993854386728772
Position 792: 0.0054174816708331556
Position 1433: 0.0054001169246856735
Position 885: 0.004326182126202294
Position 2052: 0.0031236463258926457
Position 4442: 0.0026668345233210465
Position 716: 0.00259935488045842
Position 444: 0.0025168314068935486
Position 2380: 0.0019373514930726907
Position 1272: 0.001598475342963236
Position 2008: 0.0013660849585543438
Position 2637: 0.0013200334840908253
Position 3941: 0.001303564693708639
Position 311: 0.001136042304639035
Position 2180: 0.0010592984131797163
Position 959: 0.0009922441910632299
Position 406: 0.0008494755002970704
Position 4808: 0.0008296637394687687
Position 284: 0.0007801895598691288
Position 3844: 0.0007450949056845984
Position 90: 0.0007058475100923255
Position 257: 0.0006825953586546703
Position 2368: 0.0006393463828380381
Position 963: 0.0006337217076124491
Position 2987: 0.0005576877426067639
Position 2134: 0.0005216645645101158
Position 2530: 0.0004421801549756278
Position 2098: 0.0004284335143794222
Position 3566: 0.00039721748410405714
Position 1208: 0.0003873074130862867
Position 1324: 0.000386041601951187
Position 3315: 0.00037872626023030195
Position 111: 0.00036460508089445546
Position 3384: 0.0003431022706799107
Position 1962: 0.00033315737029888264
Position 4107: 0.00032907649193453237
Position 1369: 0.0003286161836190322
Position 4186: 0.0003214118191105845
Position 2614: 0.0002905291790459743
Position 1899: 0.00025729962483286227
Position 4233: 0.00024370657204766033
Position 3902: 0.0002401273710773926
Position 2627: 0.00022683028874457054
Position 1364: 0.00020595852116097016
Position 583: 0.00020051221681422187
Position 2565: 0.00015944080431373866
Position 3325: 0.00015335372301378288
Position 1977: 0.00014813366097030984
Position 2546: 0.00014020225539712394
Position 1720: 0.0001349119441084567
Position 475: 0.00012262769140181283
Position 2979: 0.00012041057485764337
Position 2818: 0.00011802298633972757
Position 1957: 0.00011698696664000446
Position 2170: 0.00011685024720630845
Position 4668: 0.00011522401752751447
Position 1925: 0.00011321753918770688
Position 2153: 0.00010404132647571326
Position 1917: 9.594228130216671e-05
Position 1999: 8.475812119968502e-05
Position 428: 8.137384334618704e-05
