Gene = Icos
index = 558
Annotated 5SS: [   90 16114 16790 17682]
Annotated 3SS: [15774 16682 17596 19773]
SMsplice 5SS: [   90  5978 14131 16790 17682]
SMsplice 3SS: [ 5897 14026 16682 17596 19773]
top_k =  1000
Partition function (log Z): -6.948649407818576

Sorted 5' Splice Sites (High to Low Probability):
Position 90: 0.9909495613815895
Position 16790: 0.8922183061108191
Position 5978: 0.8894194989154547
Position 14131: 0.7863213855314415
Position 17682: 0.6593435988441069
Position 19451: 0.4650428131582338
Position 3691: 0.3541145682479231
Position 847: 0.33364922692077464
Position 16114: 0.3294328390098409
Position 6297: 0.19892341940689975
Position 13592: 0.12496235894038786
Position 16965: 0.11307584143019982
Position 11755: 0.10334797799981772
Position 5324: 0.1020285978825212
Position 2728: 0.08885090659102265
Position 13574: 0.07406050219908507
Position 5637: 0.05870674929307225
Position 1379: 0.058242258623810925
Position 8416: 0.049772582505975826
Position 14417: 0.04026860108296649
Position 18041: 0.03845134063630524
Position 2450: 0.026623000263855272
Position 2985: 0.023554220576200595
Position 1491: 0.022234651127775673
Position 1504: 0.014478423268890435
Position 547: 0.012968655170174677
Position 3851: 0.011990402501859017
Position 21487: 0.010144214103361105
Position 20997: 0.007953058913036503
Position 2099: 0.007551294929444744
Position 331: 0.0064615382106983634
Position 20992: 0.0062388062986112386
Position 19976: 0.006164702181607538
Position 280: 0.005515837944575815
Position 4940: 0.005199965210709275
Position 22046: 0.005162970897874399
Position 2021: 0.0049028565345385815
Position 3280: 0.004221394453474321
Position 2875: 0.004082707221002044
Position 21627: 0.0035272158940090267
Position 4623: 0.003295853677920713
Position 7156: 0.0032594044839994504
Position 851: 0.002785764523789039
Position 5670: 0.001129787887970093
Position 292: 0.0009610007180457771
Position 1665: 0.0006842145967325363
Position 395: 0.0005316597392805042
Position 3033: 0.0004823661299982244
Position 1824: 0.00021110097416725094
Position 166: 0.00019952536544704495
Position 792: 0.0001697283823363953
Position 2109: 0.00016786338293423627
Position 2698: 9.214762200880171e-05
Position 796: 8.12894466279582e-05
Position 584: 7.906484747002986e-05
Position 20306: 6.132204119060551e-05
Position 153: 5.2462116756667926e-05
Position 567: 4.5146995944649665e-05
Position 296: 3.642919472297712e-05
Position 40: 2.6249879366924617e-05
Position 315: 2.2284991364824656e-05
Position 2882: 2.0276539070132215e-05
Position 503: 1.6816646647204617e-05
Position 1173: 1.6134885196338896e-05
Position 558: 1.3259167703262924e-05
Position 711: 1.2498970293198864e-05
Position 1853: 1.1549081954072354e-05
Position 286: 9.755714192282476e-06
Position 840: 8.66340030317901e-06
Position 313: 8.40422174084933e-06
Position 94: 7.651536506555982e-06
Position 118: 7.314259108837778e-06
Position 388: 7.028531509096881e-06
Position 17198: 6.8732012284319964e-06
Position 491: 5.978318639265604e-06
Position 403: 5.4551340888711646e-06
Position 551: 5.424658012309106e-06
Position 3309: 5.221819658921359e-06
Position 2752: 4.658707198246069e-06
Position 2041: 4.5683346214339766e-06
Position 51: 3.042982887216776e-06
Position 375: 2.994724846817114e-06
Position 59: 2.9552620798282416e-06
Position 368: 2.865973307519121e-06
Position 986: 2.42238254956588e-06
Position 835: 1.7450703991704968e-06
Position 53: 1.6318203759505561e-06
Position 824: 1.529688598759791e-06
Position 1199: 1.485062150870307e-06
Position 4191: 1.3272030965046703e-06
Position 1021: 6.885738411039825e-07
Position 386: 6.475782925355712e-07
Position 572: 5.152229484872437e-07
Position 940: 3.6723887855950116e-07
Position 748: 1.4234098297583588e-07
Position 237: 1.392694534276073e-07
Position 588: 1.276464365454769e-07
Position 270: 5.2732815263486146e-08
Position 217: 5.89331990757292e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 16682: 0.8925914452983335
Position 5897: 0.8711014770493073
Position 14026: 0.7865390151420885
Position 17596: 0.5935975183186494
Position 19773: 0.3953069994539653
Position 19373: 0.34512923389617295
Position 15774: 0.330734465964992
Position 3589: 0.259042991950401
Position 641: 0.19706279720917877
Position 6188: 0.1909826050003537
Position 21794: 0.18348163238463808
Position 20889: 0.16565297835542556
Position 13407: 0.1398539902249656
Position 19330: 0.12263194966599167
Position 645: 0.1139778072078159
Position 16829: 0.09860731380607558
Position 5210: 0.09573871778406488
Position 20206: 0.09046791900867875
Position 3545: 0.08597827355001458
Position 21412: 0.07443767186056133
Position 11654: 0.07073028262856046
Position 5564: 0.06846593679866156
Position 13480: 0.059229837411196605
Position 21509: 0.05255131707496972
Position 8339: 0.0497853241557076
Position 17523: 0.04553739395063352
Position 2555: 0.04444170585454921
Position 14256: 0.04038587238630443
Position 2642: 0.03388638118248835
Position 11585: 0.032611925066013576
Position 1221: 0.030586747906091328
Position 17880: 0.02507910825271605
Position 17348: 0.025011815748896247
Position 22029: 0.02206223269807441
Position 2300: 0.01914429854996218
Position 16857: 0.0165139403736762
Position 21893: 0.016461942580760943
Position 2782: 0.015278862636784341
Position 1346: 0.013968038900042053
Position 675: 0.012937478053989213
Position 1111: 0.012761227168675407
Position 1242: 0.012112545810733148
Position 3768: 0.012005741070340794
Position 17949: 0.010803573330098262
Position 1279: 0.009636101396976808
Position 233: 0.008639274515754936
Position 1376: 0.007811020407606495
Position 5769: 0.007021071456214805
Position 1933: 0.00700268356757015
Position 3474: 0.006877087413857069
Position 228: 0.006686183047115372
Position 2361: 0.006403047033067752
Position 5910: 0.006222391467675992
Position 19875: 0.005602904734095866
Position 18958: 0.005580665798884897
Position 2863: 0.005074458647791727
Position 2538: 0.004997635691049211
Position 3166: 0.004702189255351997
Position 22149: 0.004538813298614817
Position 4782: 0.0041442438315659825
Position 1916: 0.003896918295694623
Position 5014: 0.0038337155228360545
Position 17846: 0.003807469096216381
Position 20362: 0.0035359137902401866
Position 4497: 0.0033111014071894045
Position 6991: 0.003261013176612962
Position 420: 0.0031609509585130992
Position 757: 0.0025957033092290317
Position 6114: 0.0025765645728068652
Position 5100: 0.0024565938416050755
Position 1133: 0.0024367145376907335
Position 2558: 0.002372030491202442
Position 2844: 0.001874630493549209
Position 2978: 0.0018681247516126182
Position 2646: 0.0017040775270021173
Position 17767: 0.0015569420455437478
Position 683: 0.001532117517115978
Position 3522: 0.001338740615274316
Position 22273: 0.0013043826463707687
Position 1170: 0.001304330820808337
Position 1416: 0.0011911541784404255
Position 2567: 0.001178645703368328
Position 2927: 0.0011387471400196856
Position 6144: 0.0010268701139214268
Position 1902: 0.0009225999662554633
Position 718: 0.0009166731524706541
Position 20088: 0.0009023483244766578
Position 748: 0.0008406794397528457
Position 426: 0.0007593377886647494
Position 4456: 0.000755403430781926
Position 1250: 0.0007400292853940772
Position 455: 0.0006907747925435343
Position 647: 0.000676074691910011
Position 266: 0.0006742716724361034
Position 1130: 0.000664653504887962
Position 6207: 0.0006333748185564949
Position 17033: 0.0006120422041976663
Position 2850: 0.0005996809367784772
Position 809: 0.0005959039020710301
Position 1093: 0.0005703590376658499
Position 15303: 0.0005637282529166239
Position 2098: 0.0005455250248814865
Position 2739: 0.0005324909544964329
Position 2284: 0.0005220519865145779
Position 2304: 0.0005141051708988
Position 386: 0.000487480794149402
Position 738: 0.0004798911282640763
Position 2490: 0.0004734564141731787
Position 1247: 0.00043599559561079826
Position 1018: 0.0004320676639624568
Position 491: 0.00043102282170646457
Position 3510: 0.000397607037197754
