Gene = Zwilch
index = 1210
Annotated 5SS: [  287  4492  7742  8758 10541 11734 12284 14410 17092 17941 19554 20220
 22949 23706 25835 26280 29025 33214]
Annotated 3SS: [ 4439  7645  8638 10340 11662 12127 14337 16997 17884 19453 20139 22791
 23676 25697 26183 28911 33087 35044]
SMsplice 5SS: [  287  4492  6309  7742  8758 10460 11734 12284 20220 22949 23231 26280
 33214]
SMsplice 3SS: [ 4439  6220  7645  8638 10340 11662 12127 20139 22791 23098 26183 33087
 35122]
top_k =  1000
Partition function (log Z): 3.171142960241612

Sorted 5' Splice Sites (High to Low Probability):
Position 7742: 0.9920430793027102
Position 8758: 0.9678088764330586
Position 12284: 0.94430807841699
Position 22949: 0.8851440430079383
Position 33214: 0.8705259253685982
Position 26280: 0.8367480679634561
Position 11734: 0.7547106136854262
Position 287: 0.7383515806045228
Position 6309: 0.725858371791733
Position 4492: 0.6108825329550525
Position 23231: 0.6087934280722666
Position 20220: 0.6028387859906338
Position 10460: 0.5237781822166113
Position 12464: 0.4975394761246054
Position 5834: 0.38164584688054937
Position 17941: 0.36092312513464664
Position 29025: 0.28257492135514545
Position 20234: 0.2665893727862245
Position 25970: 0.18764032690335405
Position 232: 0.18453661511936637
Position 10541: 0.18022410507823575
Position 19558: 0.17047296593400824
Position 17842: 0.16255577257244982
Position 19554: 0.153266652497549
Position 25835: 0.15175599650687532
Position 618: 0.14195917845031464
Position 2798: 0.14084865909388367
Position 8475: 0.13417977444833887
Position 8536: 0.13265939295327045
Position 1049: 0.11195261727785201
Position 14410: 0.11110556541230499
Position 26982: 0.10213847914661113
Position 25737: 0.09418920852790073
Position 26031: 0.07176205494121854
Position 8480: 0.06019507361644929
Position 29715: 0.05946768843364956
Position 5060: 0.055667517634756344
Position 8515: 0.04971617172674873
Position 2071: 0.048997095489852927
Position 4043: 0.048621185565665186
Position 21920: 0.04831821543648308
Position 31825: 0.04654750339617467
Position 23839: 0.039550755724468915
Position 6630: 0.036189177187693336
Position 22596: 0.028328799338245638
Position 10432: 0.027921967553253293
Position 10521: 0.02658787909715586
Position 19600: 0.026010888637341432
Position 7003: 0.021228979448774905
Position 10666: 0.020979668272250337
Position 29857: 0.017250064641143315
Position 18624: 0.016562515900757524
Position 33162: 0.01583207670590598
Position 8210: 0.015671272454709385
Position 18583: 0.015579686220534038
Position 8015: 0.013633972485390637
Position 12128: 0.013057973019657661
Position 5786: 0.012158130267464849
Position 24527: 0.012114631969957679
Position 17092: 0.011826273539674107
Position 21870: 0.011448311572173207
Position 9647: 0.010747381105970674
Position 3867: 0.010739944317604035
Position 8438: 0.01029950212364804
Position 2622: 0.009746585509195774
Position 4338: 0.009660613127329427
Position 476: 0.009310390938359643
Position 8441: 0.008989650336017858
Position 26779: 0.0089840370297369
Position 7265: 0.008809172011396119
Position 10558: 0.008234553258615442
Position 33173: 0.007393827630809029
Position 8433: 0.0072695685458344355
Position 313: 0.007093562413818781
Position 1969: 0.0070613545803076775
Position 10944: 0.006795161892878605
Position 16018: 0.0065604834423609315
Position 29139: 0.006226315186245853
Position 6964: 0.0054030784449801425
Position 8530: 0.005099253292177894
Position 3679: 0.005010964388220537
Position 23436: 0.00471556738060135
Position 7319: 0.004197630702398286
Position 8430: 0.003979828712490251
Position 8255: 0.003965737942704532
Position 4916: 0.0038049008172859854
Position 2766: 0.00365130941820768
Position 23706: 0.0036326152149652844
Position 8715: 0.003619708469887974
Position 4930: 0.0035164135180086415
Position 4836: 0.003413994066200675
Position 2210: 0.0033947296010085263
Position 4676: 0.0031955843816034507
Position 5799: 0.0031598461938503195
Position 6740: 0.002595240681441691
Position 9800: 0.0025867640953867693
Position 8895: 0.002564172824024958
Position 7259: 0.0025323774576910263
