Gene = Nicn1
index = 748
Annotated 5SS: [ 234 3084 3616 4089 4565]
Annotated 3SS: [2906 3501 4016 4459 4638]
SMsplice 5SS: [ 234  565 3616 4089 4565]
SMsplice 3SS: [ 426 3440 3961 4459 4638]
top_k =  1000
Partition function (log Z): -0.2779981890797174

Sorted 5' Splice Sites (High to Low Probability):
Position 234: 0.9917130818031723
Position 4089: 0.9862066729606361
Position 4565: 0.775291684004469
Position 565: 0.6310339360018784
Position 2993: 0.24019452329776672
Position 3084: 0.19703378116303352
Position 2997: 0.16681977362099096
Position 570: 0.1531716900736553
Position 3620: 0.058353818711421236
Position 2781: 0.046677094219752385
Position 3204: 0.0365553778012189
Position 483: 0.022953793103383316
Position 844: 0.017759844132837505
Position 4695: 0.013654053628406151
Position 3489: 0.011165562017187209
Position 829: 0.010714689097978597
Position 3697: 0.009895321262662543
Position 64: 0.007247588134596763
Position 2317: 0.005800637993884941
Position 2330: 0.005395152060225919
Position 1466: 0.0044983503607404695
Position 71: 0.004392454829341244
Position 538: 0.003742611797924116
Position 601: 0.0036793226759584503
Position 178: 0.0032939240545095554
Position 4765: 0.003142601090891474
Position 2343: 0.0029040345667170784
Position 5434: 0.00268176209982125
Position 833: 0.0024906036245146636
Position 4639: 0.0013771243999086593
Position 1773: 0.0012238852638793113
Position 1583: 0.0010373088749563847
Position 4493: 0.000997627644596404
Position 2574: 0.0009822719204718657
Position 3040: 0.0009763429136731381
Position 592: 0.0009556535580964661
Position 4569: 0.0009337845014646503
Position 1035: 0.0008731408032781884
Position 3655: 0.0008584962830369446
Position 4108: 0.0008128672596106238
Position 3285: 0.0007270312075746922
Position 3717: 0.0006975779986200818
Position 3752: 0.0006961263723470011
Position 5588: 0.0006924862939568584
Position 1028: 0.0006478686434986902
Position 2599: 0.0005981613107559529
Position 2031: 0.0004890891786371378
Position 3780: 0.00046805864099903546
Position 4730: 0.00042301137675760254
Position 1902: 0.0002924143082395817
Position 4575: 0.0002891907418118222
Position 3063: 0.0002620582123475102
Position 5113: 0.0002527034198299551
Position 4815: 0.0002493555064450475
Position 2958: 0.00023736793070573695
Position 5176: 0.00021831969786051443
Position 1078: 0.0001946953705706133
Position 1207: 0.00018106012523726335
Position 50: 0.00017914959889995228
Position 1888: 0.00015288818491123826
Position 296: 0.0001359337943784728
Position 1039: 0.00012725377612667264
Position 800: 0.00011225415663542907
Position 5756: 8.238326648685824e-05
Position 285: 8.052766676365896e-05
Position 4755: 7.963450353428048e-05
Position 109: 7.611398479456199e-05
Position 2148: 4.918705448133176e-05
Position 2174: 4.9037357889069995e-05
Position 2161: 4.6456622513733375e-05
Position 2639: 4.6039514355974375e-05
Position 87: 2.5505165146707182e-05
Position 5908: 1.9323794525662464e-05
Position 153: 1.8137992818788396e-05
Position 195: 1.7407325376187342e-05
Position 20: 1.5138526235556885e-05
