Gene = Akip1
index = 107
Annotated 5SS: [  87  481 1342 3822 5332]
Annotated 3SS: [ 255 1260 3707 5250 8059]
SMsplice 5SS: [  87 1342 3602 3822 5332]
SMsplice 3SS: [1260 3501 3707 5250 8059]
top_k =  1000
Partition function (log Z): -0.053980353533044534

Sorted 5' Splice Sites (High to Low Probability):
Position 3822: 0.9801433859908424
Position 87: 0.9401151939542951
Position 5332: 0.908020897969571
Position 1342: 0.7958182213503453
Position 3602: 0.7571311370755693
Position 481: 0.2699038253763925
Position 1851: 0.15139775048899312
Position 7362: 0.13821873902532036
Position 3417: 0.0659158546124784
Position 6565: 0.04642206537762656
Position 7859: 0.043407099482634506
Position 6373: 0.038484688104761966
Position 5771: 0.03222008012717761
Position 1430: 0.03002949126487819
Position 5802: 0.026412078176151224
Position 2153: 0.021848615885255853
Position 447: 0.020313637554214854
Position 7615: 0.019193275111348454
Position 7058: 0.01518677257075759
Position 1331: 0.011236878275809036
Position 1963: 0.011182012968464395
Position 659: 0.008548601035662642
Position 1859: 0.006667446525424209
Position 2158: 0.006617036878445715
Position 5030: 0.005600048488098019
Position 49: 0.005096334778182568
Position 1693: 0.004932136354117977
Position 343: 0.004310886624859194
Position 64: 0.004051159023720074
Position 1855: 0.003939158199458183
Position 4217: 0.003802655062716395
Position 6760: 0.0037009483579316504
Position 7118: 0.0030019247812407405
Position 4320: 0.002956511413302123
Position 5008: 0.0025159034723004313
Position 1442: 0.0018757008010705954
Position 3892: 0.0017977299532362602
Position 3087: 0.0017679424772250362
Position 6021: 0.0016583758746268656
Position 3145: 0.0014336203435072927
Position 6048: 0.0013771720258371316
Position 2222: 0.0013462697891435918
Position 5691: 0.0012723847905907846
Position 1868: 0.0012625861674140269
Position 2067: 0.001186724311810363
Position 106: 0.0011404739379998236
Position 5336: 0.001014030969012448
Position 6670: 0.0009952211023051165
Position 2475: 0.0009934635608349728
Position 97: 0.000978585839402054
Position 4644: 0.0009100682483341538
Position 406: 0.0007901335437002429
Position 899: 0.0007896307698237856
Position 3791: 0.0006921488487097002
Position 1272: 0.0006612267879027477
Position 5712: 0.0006400230140399791
Position 613: 0.0005711761063346769
Position 4131: 0.000563900813437057
Position 1041: 0.0005600178792307933
Position 4534: 0.0005476834540929727
Position 6352: 0.0005270997163376724
Position 692: 0.0005043795219694416
Position 3811: 0.00048239320795882075
Position 451: 0.0004599664973080815
Position 1904: 0.0004571473099760831
Position 1679: 0.0004552850104797088
Position 1439: 0.00045032617197938887
Position 6772: 0.00043477604659836026
Position 941: 0.0004256859148661029
Position 7610: 0.0004089736469828026
Position 5462: 0.0003945234300288131
Position 7572: 0.00035808201885695687
Position 43: 0.00035796558290825847
Position 6083: 0.00035348910255196704
Position 4514: 0.00034205761613427657
Position 4340: 0.0003297657903461484
Position 6404: 0.0003054564916550852
Position 4937: 0.0002642867979986051
Position 3826: 0.00021549191461890814
Position 4304: 0.00020948003649107986
Position 1893: 0.00020065921902354892
Position 244: 0.00020027773864058653
Position 1175: 0.0001776455730001435
Position 676: 0.0001770459774125521
Position 870: 0.00017487268769969058
Position 3368: 0.00016404514430233108
Position 2091: 0.00015534736654573437
Position 412: 0.00015452529574808992
Position 5141: 0.0001442102622143425
Position 5699: 0.0001370092186630357
Position 7281: 0.0001347729489174635
Position 560: 0.00013193311783546056
Position 4119: 0.00011934323820843018
Position 1224: 0.0001183493629891177
Position 4255: 0.00011635401057687415
Position 1350: 0.00011231315627679272
Position 3858: 0.00011019183422315692
Position 2943: 8.328428115147627e-05
Position 3505: 7.668439029163499e-05
Position 1213: 5.967417547806241e-05
Position 4363: 5.887657527980521e-05
Position 8238: 5.295393188002544e-05
Position 767: 4.967663424832602e-05
Position 1346: 4.752769447482765e-05
Position 4745: 4.55415760130399e-05
Position 1883: 4.243490238040657e-05
Position 136: 4.013571397299824e-05
Position 4154: 3.877359952214866e-05
Position 4197: 3.782158887373424e-05
Position 121: 3.7364375671156506e-05
Position 4928: 3.693836536331219e-05
Position 2119: 3.55728208373451e-05
Position 857: 3.1992890735880706e-05
Position 959: 3.0493814699770653e-05
Position 1589: 1.8835692523665985e-05
Position 587: 1.8737383257912166e-05
Position 5348: 1.2370058652637787e-05
Position 1918: 1.0390362045114927e-05
Position 1683: 8.649812169858496e-06
Position 1658: 8.578475160076697e-06
Position 1613: 8.36773836634591e-06
Position 41: 6.39612855751838e-06
Position 1425: 5.089852234260405e-06
Position 5457: 3.737639425912932e-06
Position 1337: 3.1326983523674027e-06
Position 1571: 2.6398690249944482e-06
Position 196: 1.9663565784823706e-06
Position 47: 1.0436103095187292e-06
Position 207: 6.964343109589092e-07
Position 149: 4.909689092329738e-07
Position 190: 4.887938911032832e-07
Position 248: 2.642660973894976e-07
Position 250: 2.0430349946144588e-07
Position 230: 1.79168515718024e-07
Position 5504: 1.2751082963870556e-07
Position 370: 6.547581004919165e-08
Position 238: 5.805779095214737e-08
Position 458: 4.474085134502939e-08
Position 242: 4.1140854869203145e-08
Position 298: 3.9168157646443466e-08
Position 509: 2.9063212306143037e-08
Position 2976: 2.302928416299622e-08
Position 272: 2.1192925908282918e-08
Position 665: 2.0098496124091715e-08
Position 727: 1.4120702540840879e-08
Position 549: 1.0462039511452771e-08
Position 843: 9.102187127244364e-09
Position 504: 5.028763273690899e-09
Position 579: 2.1849607700335676e-09
