Gene = Dkk2
index = 335
Annotated 5SS: [  963 88643 89833]
Annotated 3SS: [88491 89676 92577]
SMsplice 5SS: [  385   963 27780 46881 47149 68716 72660 88160 88643 89833]
SMsplice 3SS: [  705 27612 46797 46985 68606 72498 87980 88491 89676 92577]
top_k =  1000
Partition function (log Z): -60.04227059177575

Sorted 5' Splice Sites (High to Low Probability):
Position 963: 0.8750846257181928
Position 385: 0.6728201666075732
Position 8906: 0.1428402876605354
Position 3976: 0.10057961122637679
Position 5866: 0.0688123093782505
Position 5561: 0.04605852766634813
Position 145: 0.03767961418291145
Position 5342: 0.03240664418289534
Position 4202: 0.027911195454587062
Position 5511: 0.02490271316498007
Position 224: 0.0236945068409053
Position 5765: 0.020017187802899208
Position 100: 0.019676327312010935
Position 337: 0.017720884822490464
Position 937: 0.01583760356481209
Position 330: 0.011408307595222246
Position 4182: 0.010757648445573907
Position 153: 0.009829480952663389
Position 6445: 0.008292533924100093
Position 6328: 0.00829106361012481
Position 798: 0.008056936968767296
Position 3189: 0.007378272102696709
Position 140: 0.007292151412061297
Position 528: 0.005766953288606049
Position 515: 0.005589530046762454
Position 1002: 0.005287661164348569
Position 9161: 0.005140625391080407
Position 539: 0.0051303846073111935
Position 1074: 0.004789217600199526
Position 4074: 0.004517478053864128
Position 544: 0.0035479231281052956
Position 5877: 0.0033232229451364203
Position 4034: 0.003258686401073818
Position 1721: 0.002889557896252706
Position 4124: 0.0025369834321140672
Position 627: 0.0023779878431367733
Position 3398: 0.0018393441236894033
Position 649: 0.0016791753571141336
Position 1127: 0.0015468982924934562
Position 609: 0.001531040606287268
Position 94: 0.001325335193355392
Position 63: 0.0011655113788261308
Position 6626: 0.001138332792626832
Position 5023: 0.00102112727842465
Position 6699: 0.0009820809834733225
Position 5302: 0.0009387495434315602
Position 7664: 0.0008964808919492691
Position 430: 0.0008895224892341209
Position 3936: 0.0008553165964341948
Position 3254: 0.000726042562452283
Position 216: 0.0005346164223312655
Position 3211: 0.00046444982953270487
Position 1644: 0.0004598985734617699
Position 584: 0.0003513420226176605
Position 53: 0.00034513767507378146
Position 807: 0.0003373580229722703
Position 369: 0.00032632258892096997
Position 447: 0.0002977842304624981
Position 3207: 0.0002839405905280243
Position 574: 0.00026106001309035684
Position 1710: 0.0002580247387264028
Position 2183: 0.00025394626114569693
Position 213: 0.0002103326400688957
Position 5844: 0.00014369252618071841
Position 591: 0.00013963362643145408
Position 5196: 0.00012835638226758558
Position 3598: 0.0001274765174259951
Position 3231: 0.0001095264357103324
Position 3953: 8.441501841627183e-05
Position 3911: 8.363803149609485e-05
Position 593: 8.217817627155199e-05
Position 61: 8.009100196151643e-05
Position 857: 6.795682399543087e-05
Position 623: 4.4762337461449995e-05
Position 3741: 3.0004041434283697e-05
Position 621: 2.8101096722025687e-05
Position 1435: 2.6573224634764946e-05
Position 4682: 2.2182278729913877e-05
Position 176: 2.158709706703994e-05
Position 759: 1.805175371772952e-05
Position 471: 9.085558683135843e-06
Position 656: 2.1021357829876986e-06
Position 673: 1.6652712889590395e-06
Position 2968: 1.362421645348398e-06
Position 2014: 1.2469016061340946e-06
Position 3049: 1.1837650643814544e-06
Position 887: 1.6257614373388462e-07
Position 1181: 3.821720802224914e-08
Position 663: 2.1157459348340363e-08
Position 1152: 1.8108078379992553e-08
Position 1117: 1.3135540485144048e-08
Position 1103: 1.4551940326200966e-09
Position 661: 1.0137088431370254e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 705: 0.7236646232618049
Position 8629: 0.29382767762909634
Position 15910: 0.16166609223115874
Position 5720: 0.15704092422738375
Position 3818: 0.1000083701221143
Position 5231: 0.09522442743471721
Position 9594: 0.0903147167778142
Position 4024: 0.08180583111319864
Position 6500: 0.059285364799749274
Position 5377: 0.04819261945455613
Position 5940: 0.0361539835481313
Position 8736: 0.031663036298159225
Position 5119: 0.03082054038122962
Position 11798: 0.027270380694350674
Position 3780: 0.022244482653320456
Position 9418: 0.02077015283387232
Position 11142: 0.020341346532128934
Position 7499: 0.01916087920352964
Position 8791: 0.016053962926568344
Position 7467: 0.01600819287851528
Position 867: 0.015496054650327771
Position 6104: 0.014730690957609672
Position 9019: 0.01268426215322305
Position 6327: 0.012146653271954773
Position 6516: 0.011716843558043335
Position 4001: 0.01138836825346678
Position 4910: 0.010794269333857324
Position 8464: 0.008299732259399496
Position 9566: 0.00783302462537392
Position 3096: 0.007766570343553802
Position 2728: 0.006191854588101685
Position 8760: 0.00584972271077419
Position 9478: 0.005670949278128185
Position 5096: 0.005602867636121441
Position 1029: 0.0051633825910373495
Position 10438: 0.00499864691626882
