Gene = Kifap3
index = 606
Annotated 5SS: [   320   3534  14521  16458  17811  34886  36367  38349  46284  49713
  69179  76562  78002  82538  83254  85955  89204 103990 108723]
Annotated 3SS: [  3401  14365  16401  17668  34785  36241  38249  46104  49549  69077
  76452  77888  82371  83127  85855  89117 103799 108622 136141]
SMsplice 5SS: [   320   3534  14521  16458  17741  38349  46303  49713  53141  69179
  74181  76562  78002  79016  79166  82538  83254  84311  85955 103990
 108723 120858]
SMsplice 3SS: [  3401  14365  16401  17668  38218  46104  49549  52986  69077  74081
  76452  77888  78858  79101  82371  83127  84168  85855 103799 108622
 120643 136141]
top_k =  1000
Partition function (log Z): -68.10529729932381

Sorted 5' Splice Sites (High to Low Probability):
Position 3534: 0.9977033124118918
Position 14521: 0.97623160880592
Position 17741: 0.904648226685454
Position 7696: 0.7304910930517047
Position 320: 0.7195959876238611
Position 16458: 0.7072110970791571
Position 6689: 0.363524158432451
Position 3925: 0.32641120054031836
Position 9944: 0.32400474548675084
Position 2369: 0.21788430024922445
Position 16995: 0.19766006465150962
Position 348: 0.1714149414503371
Position 8074: 0.15733790353031374
Position 6320: 0.11032171195713852
Position 3715: 0.10036132175631282
Position 4042: 0.09456372844636039
Position 10153: 0.09247994415610965
Position 19495: 0.07819519192503403
Position 18784: 0.07148647179975327
Position 12528: 0.06983613507794767
Position 4509: 0.06846587338912506
Position 17811: 0.0588497538135488
Position 5218: 0.04711922283337659
Position 565: 0.04158508681979388
Position 18108: 0.03742115004424432
Position 4721: 0.03622326312905093
Position 15842: 0.03394209986489562
Position 10753: 0.0333684741811514
Position 6584: 0.031649199027275414
Position 3686: 0.024089744952815323
Position 18977: 0.022095279809633484
Position 17102: 0.021277703980636643
Position 22434: 0.019829814210158187
Position 201: 0.018386046541550634
Position 18174: 0.018048853352347325
Position 1183: 0.015203168760595494
Position 19060: 0.01368318551959928
Position 3726: 0.011568419930412353
Position 19091: 0.011333930693755932
Position 16205: 0.009732973568311962
Position 356: 0.00958550802453971
Position 17364: 0.008869423450978962
Position 14434: 0.007797383009125151
Position 112: 0.007557586785500224
Position 16952: 0.006583705221839656
Position 485: 0.005967535264120988
Position 20854: 0.005594939749636761
Position 503: 0.0052890656709543744
Position 1222: 0.005145903152959807
Position 2336: 0.005104239450555336
Position 358: 0.005031491295228279
Position 4297: 0.004805284437126891
Position 720: 0.0045825137945874304
Position 19160: 0.004283741707340217
Position 23503: 0.0041901328692894495
Position 49: 0.004045763891849591
Position 17384: 0.003764186540632231
Position 15321: 0.0035797455372898147
Position 2373: 0.003185474264693557
Position 984: 0.002933748779983035
Position 15290: 0.0027365718688676616
Position 3959: 0.0027084359138405015
Position 4935: 0.002498793481831282
Position 715: 0.0020930064713856195
Position 5138: 0.002045547301300568
Position 3371: 0.0020207413784709685
Position 5787: 0.0019233162138125347
Position 4145: 0.0019090063979629343
Position 17069: 0.0018942951491559294
Position 16612: 0.0018722993206255953
Position 3045: 0.0018420471981268097
Position 18504: 0.0016205739495680509
Position 1217: 0.001189978870060099
Position 4517: 0.0010344490131977205
Position 16468: 0.001022296379278144
Position 4838: 0.0010130719007582574
Position 5466: 0.000988619640377992
Position 1225: 0.0009201767852549133
Position 1016: 0.000896892133309833
Position 410: 0.0008785418909899937
Position 2841: 0.0008334035650479331
Position 3731: 0.0008221327961380873
Position 16554: 0.0007816153532647309
Position 3332: 0.0007372250443791127
Position 3290: 0.0006014255787662616
Position 224: 0.0005352357359090163
Position 2307: 0.0005248764193295244
Position 942: 0.0004902591660302654
Position 3736: 0.00047939922514141493
Position 3844: 0.00043817200470217264
Position 181: 0.00041483192916210766
Position 5056: 0.00041398307463714167
Position 1355: 0.0004056816087136268
Position 19198: 0.0003952554302893326
Position 380: 0.0003910722753260723
Position 17414: 0.0003770343271335765
Position 818: 0.0003587711354852059
Position 5123: 0.0003504328340301006
Position 24: 0.0003410384836293056
Position 3030: 0.0003395232574087962
Position 17329: 0.00032521515192839137
Position 1501: 0.00030309537255430855
Position 2345: 0.00028790686728152133
Position 3020: 0.00026625387827544097
Position 16562: 0.000265245113343708
Position 2441: 0.00025806161553113536
Position 4729: 0.000249872385879619
Position 3538: 0.00024034393438662126
Position 2350: 0.0002260724417686108
Position 841: 0.00021648066591512435
Position 783: 0.00020268219216067508
Position 2179: 0.0002002950198360238
Position 1626: 0.00019396620084527005
Position 797: 0.00019331105736501434
Position 3694: 0.00019311894582115164
Position 17719: 0.000188443464392026
Position 102: 0.00016421104918324907
Position 830: 0.00016223511072525383
Position 18022: 0.00016031587835203486
Position 214: 0.00015580788516250774
Position 791: 0.0001540118161633375
Position 18112: 0.00013670778129461222
Position 3662: 0.00011654579102105896
Position 1682: 0.0001137963213012222
Position 3298: 0.00010700490909298941
Position 17837: 9.62596347540236e-05
Position 17748: 8.637156700516248e-05
Position 3340: 7.80943409606709e-05
Position 2387: 7.696443329719918e-05
Position 2239: 6.835783969241244e-05
Position 3194: 6.636023952447572e-05
Position 17849: 6.0707379346900504e-05
Position 1235: 5.964240901303533e-05
Position 3552: 5.387507167084429e-05
Position 3548: 3.401984131570521e-05
Position 3907: 2.9342148762521264e-05
Position 3504: 2.2542240296621067e-05
Position 505: 1.901795392598901e-05
Position 526: 1.6331409835335672e-05
Position 3540: 1.0940537333881908e-05
Position 4414: 9.698554725335061e-06
Position 4305: 8.366439083529885e-06
Position 17907: 6.488305657087935e-06
Position 744: 6.4134954272318415e-06
Position 778: 6.0077045096104645e-06
Position 3459: 5.588657755527362e-06
Position 2513: 3.669582767945736e-06
Position 2569: 3.523757504533404e-06
Position 3092: 3.3328999636606085e-06
Position 2572: 3.241705118602192e-06
Position 2954: 3.1940431020330547e-06
Position 2190: 3.1530693129965516e-06
Position 2470: 3.1526215594662464e-06
Position 6980: 3.128722905130445e-06
Position 2407: 3.042898343112654e-06
Position 2447: 2.884360436885771e-06
Position 2812: 2.555368383548361e-06
Position 957: 2.0772421298896476e-06
Position 66: 1.913480090455322e-06
Position 3759: 1.8342520213539798e-06
Position 1785: 1.6749691052598251e-06
Position 1457: 1.6551951168185675e-06
Position 451: 1.5155766242831788e-06
Position 85: 1.4932713000874782e-06
Position 906: 1.3388169086903508e-06
Position 741: 1.2568996977971358e-06
Position 595: 1.010237574410738e-06
Position 689: 9.830032569679913e-07
Position 109: 9.672068214762118e-07
Position 747: 6.966542997804964e-07
Position 3427: 5.100768428302798e-07
Position 3357: 5.016665960913027e-07
Position 64: 4.86177303668819e-07
Position 694: 4.144203587801049e-07
Position 3366: 3.4822871154805083e-07
Position 3929: 2.9664721858009164e-07
Position 961: 1.782825695663575e-07
Position 1053: 1.311929534712035e-07
Position 848: 1.1536490833448165e-07
Position 687: 7.401760605032049e-08
Position 722: 4.9763171103826915e-08
Position 1257: 2.056417255603969e-08
Position 2430: 1.955030303184495e-08
Position 1481: 1.9073230781108008e-08
Position 1027: 7.809164858705091e-09
Position 724: 4.431404192397937e-09
Position 3398: 2.802245732131369e-10
Position 607: 2.5067573498519774e-10
Position 600: 1.4814803458567572e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 17668: 0.985697499143283
Position 3401: 0.8595538878560729
Position 14365: 0.8478885712465934
Position 16401: 0.6117217532999832
Position 7619: 0.5531875493547671
Position 3829: 0.4136546790905347
Position 6510: 0.3916414252098839
Position 9827: 0.28901087776999274
Position 16850: 0.20440891151771023
Position 2266: 0.17492327439374855
Position 3619: 0.1437414700162969
Position 7947: 0.13363920169417043
Position 25846: 0.11269980641412633
Position 14420: 0.1063899743519809
Position 22202: 0.09675494647552582
Position 18025: 0.09167941423088014
Position 7634: 0.0906889542187452
Position 7565: 0.08031132353092718
Position 18661: 0.0751933676058119
Position 28644: 0.074000353581682
Position 12406: 0.06983613507794738
Position 3225: 0.06955809772550639
Position 30731: 0.06931711676365547
Position 21030: 0.0676276583528029
Position 6249: 0.06751342435182942
Position 18929: 0.06151853580281335
Position 19318: 0.05746748155964982
Position 16378: 0.05704495948473644
Position 2211: 0.048399558455263454
Position 10030: 0.047256400768211
Position 21013: 0.04159971163949473
Position 19864: 0.03960856383950224
Position 4413: 0.039020182117249544
Position 26725: 0.03850253231031148
Position 25404: 0.03679746780096617
Position 9994: 0.036731834645798205
Position 16087: 0.03358769371917988
Position 6186: 0.03026158116975392
Position 3459: 0.029955604806875438
Position 14292: 0.029750446216469207
Position 19446: 0.02968651343546206
Position 23597: 0.02951263045420121
Position 3439: 0.029029084793546697
Position 19606: 0.02620531325289587
Position 24591: 0.022470203859775516
Position 7918: 0.021518660679697838
Position 4625: 0.02025210001513289
Position 1077: 0.02018850171524271
Position 22805: 0.020147089064359726
Position 23298: 0.019175603428260447
Position 10671: 0.019019399513585285
Position 5122: 0.018326558329716955
Position 19339: 0.01788270604354951
Position 9689: 0.01767715157693862
Position 16116: 0.017319447269897797
Position 24920: 0.017224173027321012
Position 22916: 0.01721508381586415
Position 21841: 0.01687366130044885
Position 25990: 0.01568583801658576
Position 5017: 0.01492662302206157
Position 9869: 0.014636927390628923
Position 17258: 0.014591428227376415
Position 10622: 0.014349074667566204
Position 25024: 0.014117994068132494
Position 22527: 0.014108215292617155
Position 15712: 0.013807736354961835
Position 4408: 0.011847119379693015
Position 16800: 0.011466459432037591
Position 4386: 0.010587233959516806
Position 24732: 0.010442180207066729
Position 15762: 0.010153207139006524
Position 20018: 0.010042918694502488
Position 3406: 0.008725956040931005
Position 16902: 0.008564335626311185
Position 18313: 0.007365470160080666
Position 5134: 0.007270805030081299
Position 4598: 0.0066796330318327855
Position 21861: 0.006601513911895992
Position 19089: 0.006216738913916044
Position 21526: 0.006093994837574766
Position 15694: 0.006093888557484702
Position 4620: 0.006085831242229246
Position 24125: 0.006064566089016851
Position 7591: 0.005925441429894281
Position 22939: 0.005872214508105833
Position 26290: 0.005865778955773436
Position 19479: 0.005811650581820812
Position 24222: 0.005704222229180467
Position 6081: 0.0056713767260284376
Position 22043: 0.00564351504484207
Position 9607: 0.00536032048987886
Position 4337: 0.005281866053464928
