Gene = Noc4l
index = 756
Annotated 5SS: [ 195  407 1105 1739 2106 2306 2473 2884 3083 3346 3614 3885 4086 4352]
Annotated 3SS: [ 285  997 1630 1955 2205 2437 2832 2970 3284 3502 3723 4002 4237 4433]
SMsplice 5SS: [ 195  407 1105 1739 2106 2884 3083 3614 4086 4352]
SMsplice 3SS: [ 285  997 1630 1955 2832 2981 3502 4002 4237 4433]
top_k =  1000
Partition function (log Z): 20.54097575598447

Sorted 5' Splice Sites (High to Low Probability):
Position 4086: 0.9895544753098846
Position 1105: 0.9874308780049004
Position 195: 0.9775566338945328
Position 3614: 0.9492786538650878
Position 407: 0.9214943051766185
Position 4352: 0.9088480257749973
Position 3083: 0.8682409459940228
Position 2106: 0.8622902934319854
Position 1739: 0.7283877498376452
Position 2884: 0.5764030988160157
Position 3346: 0.46421508294806324
Position 3885: 0.40420832293033704
Position 2306: 0.2209968596734982
Position 2473: 0.22003483257606488
Position 2894: 0.12986167648268032
Position 1875: 0.06932242159813268
Position 2061: 0.03813410188138898
Position 4313: 0.02837763435489944
Position 2045: 0.022740151653488836
Position 3420: 0.02261112276528776
Position 1750: 0.01430986642170121
Position 2017: 0.012884353301477292
Position 4295: 0.009018759965660872
Position 2763: 0.008505716968145336
Position 3079: 0.008025026470843489
Position 2621: 0.007498080266478302
Position 865: 0.006499966705522126
Position 2770: 0.006001278864273561
Position 228: 0.0057664726744485915
Position 1099: 0.005023221959780567
Position 4528: 0.00445368014132031
Position 3566: 0.0042262258859553144
Position 2995: 0.0041239005491360324
Position 3392: 0.0024908163193402572
Position 4615: 0.0024549184957445335
Position 341: 0.002407129639067172
Position 968: 0.0023798907391068724
Position 2898: 0.0023777926450702837
Position 4469: 0.002375584070333727
Position 1841: 0.002200660308390531
Position 3371: 0.0020844526270891233
Position 3285: 0.0018541751322290337
Position 4715: 0.00185113200905239
Position 411: 0.0017619108466456837
Position 3863: 0.0016496941784600685
Position 430: 0.0016003877288149988
Position 3253: 0.0014831917915150473
Position 3646: 0.0013089652586158955
Position 601: 0.0013015886667377206
Position 4090: 0.0012691767549525095
Position 2251: 0.0010276847270880682
Position 1767: 0.0009598137107465328
Position 366: 0.0009170254200238251
Position 453: 0.0008674416900319406
Position 587: 0.0008562499321422842
Position 3809: 0.0008558450260677306
Position 4621: 0.0008436131122615213
Position 1699: 0.0008426480397819953
Position 3068: 0.0008189320127445043
Position 3448: 0.0007410229526375924
Position 595: 0.0007167548201595153
Position 2458: 0.0006828332226709288
Position 1930: 0.000560278031501779
Position 940: 0.0005269240480101326
Position 927: 0.0004897427679183646
Position 3897: 0.0004800583900408514
Position 4099: 0.0004767944975337402
Position 4589: 0.0004303506787781907
Position 1657: 0.0004004954389308816
Position 4821: 0.00039632008410495865
Position 1845: 0.00038461945606293026
Position 2565: 0.00036985323930558334
