Gene = Marc2
index = 662
Annotated 5SS: [  336  4628 12022 13306 23393 23547 26681]
Annotated 3SS: [ 4453 11852 13164 23330 23474 26533 31997]
SMsplice 5SS: [  336  4628 12022 13306 13687 23393 23547 26164 26681]
SMsplice 3SS: [ 4453 11852 13164 13624 23330 23474 25955 26533 27714]
top_k =  1000
Partition function (log Z): 3.1687104563318007

Sorted 5' Splice Sites (High to Low Probability):
Position 26681: 0.998445831173364
Position 13306: 0.9665437687334686
Position 23393: 0.9180882810336123
Position 4628: 0.9159203159526332
Position 23547: 0.6935368819902363
Position 13687: 0.6567023597777287
Position 12022: 0.6056909959172223
Position 336: 0.5059897490038859
Position 26164: 0.4811275502417331
Position 11940: 0.37975585767361353
Position 21384: 0.37575445191700385
Position 9389: 0.3489033440498374
Position 6908: 0.3349335981457229
Position 28573: 0.31534667381751347
Position 3480: 0.27687446800202004
Position 12421: 0.25365334796723465
Position 26182: 0.2416075403960384
Position 223: 0.24029865176192927
Position 23652: 0.19780753005527027
Position 444: 0.1727683878973726
Position 2264: 0.14177782217192064
Position 7958: 0.12487859467517026
Position 23147: 0.11494690961786927
Position 15597: 0.10983920458834286
Position 4379: 0.10697222706128799
Position 7564: 0.10009204872141673
Position 4744: 0.09781537894563767
Position 6721: 0.09422376103916477
Position 25087: 0.07510809756020652
Position 19303: 0.07110498298808716
Position 3744: 0.0629041071714844
Position 18694: 0.06046743822076078
Position 18774: 0.060084148012416926
Position 25564: 0.05856891403083716
Position 1024: 0.058223554281469865
Position 241: 0.05565829770244902
Position 23598: 0.05399966391621952
Position 26190: 0.05088594223155997
Position 12219: 0.049580042660038036
Position 26171: 0.04842586313679476
Position 1916: 0.047295226514049875
Position 3129: 0.04702891302791241
Position 31703: 0.03674850732016069
Position 10383: 0.03420771939386819
Position 531: 0.033694489544964554
Position 6628: 0.033404886716841824
Position 4053: 0.03317349928768526
Position 11735: 0.029722324447475162
Position 1044: 0.028375321591402738
Position 10637: 0.026711535280455022
Position 19189: 0.02641229276860676
Position 5579: 0.02638657197419493
Position 21234: 0.023538168882816714
Position 7842: 0.02198461446833871
Position 17525: 0.02138804063186576
Position 8564: 0.020772724119507802
Position 2283: 0.019650122733633802
Position 19299: 0.017700294243126694
Position 8210: 0.017244711888837402
Position 23783: 0.016947502708910028
Position 26907: 0.016536229636046673
Position 3451: 0.016497409217139516
Position 387: 0.01504069746409926
Position 1411: 0.014618374282975648
Position 1961: 0.0137223999276325
Position 26359: 0.01354480507496101
Position 11262: 0.011127685913531613
Position 14626: 0.010860711680215088
Position 12860: 0.010811639109899499
Position 4769: 0.009540289114576555
Position 3464: 0.009212858239180288
Position 12251: 0.008601357811321415
Position 1109: 0.008470738458674422
Position 4048: 0.008046636444809458
Position 3154: 0.008013699286602826
Position 3600: 0.00793204061977609
Position 23560: 0.00791115911596147
Position 27976: 0.007711975648200864
Position 280: 0.007578930732197037
Position 19218: 0.006964827351303109
Position 27866: 0.006937907922108462
Position 32128: 0.006502469951940719
Position 25399: 0.006499501725619117
Position 32115: 0.006245591258857
Position 23779: 0.005686208799304509
Position 23475: 0.005639607510267086
Position 5318: 0.0056260024792671665
Position 3343: 0.005547741194217933
Position 3621: 0.005355057329379539
Position 2833: 0.005013837082053402
Position 325: 0.004382343386397461
Position 27092: 0.003637932165483207
Position 26420: 0.0035127357420982976
Position 12495: 0.003386303693403532
Position 26126: 0.0028584615647336106
Position 1903: 0.0028557116921696765
Position 32327: 0.002713019904070735
Position 12542: 0.0025782911746290047
Position 1889: 0.0024622648412967857
Position 27955: 0.0024171900182621544
Position 1055: 0.0022236125924053832
Position 14020: 0.0019823209676286028
Position 537: 0.0019374587330065935
Position 4180: 0.0017933219782523854
Position 837: 0.0015979474686685954
Position 12874: 0.0014579438493851433
Position 882: 0.001447978299689791
Position 3786: 0.0014405420364047058
Position 1244: 0.0014386513835936293
