Gene = Map11
index = 659
Annotated 5SS: [ 573  928 1148 1337 1581 1825 2193 2442 3160 3481]
Annotated 3SS: [ 831 1017 1249 1459 1676 2109 2277 3004 3286 3599]
SMsplice 5SS: [ 245  928 1148 1337 1581 1825 2193 2442 3160 3481]
SMsplice 3SS: [ 764 1017 1249 1459 1676 2109 2277 3004 3286 3599]
top_k =  1000
Partition function (log Z): 11.05072384309046

Sorted 5' Splice Sites (High to Low Probability):
Position 3481: 0.9787519710791535
Position 2193: 0.9763984286416715
Position 928: 0.9737735315565372
Position 1148: 0.948057168615083
Position 1581: 0.9255816999644407
Position 3160: 0.8275179943078655
Position 1337: 0.8193627253821654
Position 245: 0.643640243180147
Position 2442: 0.564589756073351
Position 1825: 0.529482616380982
Position 3716: 0.36137901368136466
Position 573: 0.2087354808061948
Position 1796: 0.18508579075172368
Position 2620: 0.09487235771305234
Position 1389: 0.08845157793318195
Position 440: 0.0878563081649172
Position 2405: 0.05702193506736695
Position 1398: 0.041916648442488436
Position 607: 0.026568220240889718
Position 414: 0.017990513081531986
Position 3176: 0.016942067889335763
Position 2328: 0.015636042308572504
Position 1873: 0.014858269816548812
Position 9: 0.009007699040084064
Position 1877: 0.007429646983299184
Position 1586: 0.0068865633636812475
Position 3884: 0.00648423438691652
Position 502: 0.005608168825811347
Position 2197: 0.004389362515699866
Position 39: 0.004351318725385184
Position 109: 0.004337241237327449
Position 3967: 0.004312860630112685
Position 4144: 0.0029820141596147982
Position 1404: 0.0025252356571453492
Position 735: 0.0021086875532066174
Position 1833: 0.002024942494856826
Position 587: 0.0019331570833403743
Position 3209: 0.0018822529578798675
Position 306: 0.0018206906904953276
Position 188: 0.0017725177399889698
Position 3184: 0.001710705507812151
Position 661: 0.0016001737529191056
Position 133: 0.001505983390664757
Position 275: 0.0014556945987968509
Position 1978: 0.001413527458244755
Position 1847: 0.0010579283528631734
Position 3750: 0.0009791348676040246
Position 2507: 0.0008466014553555772
Position 1415: 0.0008314009531168029
Position 291: 0.0008270091154826763
Position 3722: 0.0007685617709826641
Position 1384: 0.0006783224559573481
Position 3465: 0.0006570796891867728
Position 140: 0.0005131978762500142
Position 1994: 0.00037223397341762485
Position 4138: 0.000332053458632517
Position 2548: 0.000295807539399125
Position 514: 0.00029424582037592073
Position 1859: 0.00028927989524948834
Position 3940: 0.00028112585293271097
Position 3733: 0.00027703874838701204
Position 3727: 0.00026596075218445105
Position 2246: 0.00025908585677160087
Position 2414: 0.0002536258001222275
Position 3811: 0.00023634905982504413
Position 79: 0.00022093515021961549
Position 327: 0.00021994679210024314
Position 2524: 0.0002149547205494415
Position 1567: 0.00021315009782151703
Position 1576: 0.00020929145599439414
Position 1184: 0.000207858233299559
Position 2416: 0.00020109045002476595
Position 167: 0.00019333523182083642
Position 71: 0.00019329742009317784
Position 2446: 0.0001926288601463126
Position 2579: 0.0001848488006760419
Position 1617: 0.0001823057464552107
Position 3951: 0.0001664744683262287
Position 1045: 0.00016645021689181073
Position 3404: 0.00015766809682944265
Position 3171: 0.00015750620495333826
Position 3758: 0.00013551336834518882
Position 2645: 0.00013095761008287467
Position 1327: 0.00012769599744186726
Position 1558: 0.00012716018408337603
Position 3392: 0.00011124918496580427
Position 1393: 0.00010769570224289927
Position 1835: 0.0001047227675751908
Position 506: 0.00010447260438810856
Position 853: 9.783100373592371e-05
Position 1882: 9.326108096021402e-05
Position 1911: 9.097555664682903e-05
Position 148: 8.682222779282704e-05
Position 688: 7.26926350355913e-05
Position 1868: 6.589384099202808e-05
Position 868: 6.144910502856005e-05
Position 1196: 6.0668399621906254e-05
Position 769: 5.901319973681616e-05
Position 3017: 5.5345939264679664e-05
Position 2821: 5.441447280104292e-05
Position 3124: 5.293407641021437e-05
Position 855: 5.184166980765479e-05
Position 3122: 4.613676331777537e-05
Position 114: 4.600456002244969e-05
Position 201: 4.491469239516335e-05
Position 1060: 4.390634010204557e-05
Position 1249: 3.960496658446374e-05
Position 886: 3.5567638754782845e-05
Position 2363: 3.38082870151943e-05
Position 3829: 3.310807512217572e-05
Position 41: 3.175320467562043e-05
Position 3688: 3.153572217752559e-05
Position 2355: 3.123996080966905e-05
Position 3659: 2.9729325659270817e-05
Position 1118: 2.6432908943950305e-05
Position 683: 2.5123489182465507e-05
Position 1904: 2.4640511694290785e-05
Position 13: 2.4415854429505076e-05
Position 756: 2.3336722823269384e-05
Position 2339: 2.2478497055524504e-05
Position 2769: 2.0994104210900186e-05
