Gene = Nfrkb
index = 744
Annotated 5SS: [   79  2858  5973  8639 10306 10946 11602 12453 13138 13856 14512 14812
 15944 16087 16883 17438 19466 23205 23733 24087 24446 25198 28593 32891
 33758]
Annotated 3SS: [ 2684  5770  8510 10130 10843 11527 12367 12956 13746 14384 14745 15863
 16042 16821 17262 19358 23080 23652 23871 24174 24984 27824 32783 33621
 33862]
SMsplice 5SS: [   79  2858  5564  8639 10306 10946 11602 12216 12453 14512 14707 15944
 16087 19243 19466 23205 23733 24087 24446 25198 27907 32891 33758]
SMsplice 3SS: [ 2684  5463  8510 10130 10601 11527 12092 12333 14384 14592 15863 16042
 19168 19358 23080 23652 23871 24174 25090 27824 32783 33621 33862]
top_k =  1000
Partition function (log Z): 41.82564516128349

Sorted 5' Splice Sites (High to Low Probability):
Position 12453: 0.9890547115493585
Position 14512: 0.9846760571900688
Position 19466: 0.9805938295527321
Position 23733: 0.9804426208625641
Position 32891: 0.9495371924745679
Position 15944: 0.9414089376644642
Position 27907: 0.9278527727135253
Position 10306: 0.9010975876572785
Position 23205: 0.8928540439945085
Position 33758: 0.8768378721002255
Position 8639: 0.8490981104701152
Position 24087: 0.8422762920012609
Position 79: 0.8120342712278547
Position 12216: 0.806765256615988
Position 2858: 0.7920289015936821
Position 11602: 0.7920088366414009
Position 5973: 0.6984979795561267
Position 25198: 0.6935848541226075
Position 24446: 0.6815180648212864
Position 10946: 0.639534562998083
Position 16883: 0.6246962426554477
Position 14707: 0.6100632674871983
Position 19243: 0.5587159784328873
Position 5564: 0.5451400703445279
Position 13856: 0.5377108971207004
Position 16087: 0.5085386028933713
Position 17438: 0.42960335432564895
Position 26366: 0.35830187293276
Position 16612: 0.33636692983279054
Position 16107: 0.31471188718582677
Position 20137: 0.2612418356622163
Position 1449: 0.255748274718743
Position 14812: 0.2541419516158177
Position 24308: 0.2436409826329898
Position 19292: 0.20875688256205419
Position 28593: 0.17951686576043271
Position 1119: 0.17809488143900334
Position 13138: 0.16892065377701607
Position 13215: 0.1631163508807217
Position 55: 0.15478257318079125
Position 7224: 0.14983894922007118
Position 23567: 0.14731829770269447
Position 8194: 0.1396369648607709
Position 16900: 0.12358031392787439
Position 10710: 0.12258702512956866
Position 5685: 0.11587887030606585
Position 28174: 0.11413038189914324
Position 2828: 0.11338780411299922
Position 31214: 0.10370925992301715
Position 21385: 0.10203071564621886
Position 26398: 0.09631789762500095
