Gene = Pde6d
index = 805
Annotated 5SS: [  248 35019 35891 36846]
Annotated 3SS: [34929 35764 36739 38963]
SMsplice 5SS: [  248 15210 22810 31965 35891 36846 38698]
SMsplice 3SS: [15100 22677 31851 35764 36739 38593 38963]
top_k =  1000
Partition function (log Z): -26.42780775670965

Sorted 5' Splice Sites (High to Low Probability):
Position 14027: 0.9027996215518308
Position 15210: 0.7551264602550711
Position 3197: 0.631126117607346
Position 248: 0.6242806917384376
Position 906: 0.2904928291431034
Position 11811: 0.27650000657146845
Position 324: 0.189078725529359
Position 4195: 0.12275007317003357
Position 18679: 0.07052690071176651
Position 924: 0.05984369950040663
Position 19907: 0.04043907944662889
Position 136: 0.03017000593361594
Position 693: 0.019011270000330406
Position 100: 0.014998326617767725
Position 66: 0.012963290645995275
Position 1714: 0.006617096640278586
Position 685: 0.006122087399265686
Position 72: 0.003343401056266355
Position 200: 0.003237683625799297
Position 655: 0.002833435470743526
Position 709: 0.0027405149538423314
Position 2097: 0.0024483183924431905
Position 993: 0.001988522757653161
Position 804: 0.0018855401797850196
Position 2841: 0.0018167689610066318
Position 671: 0.0015815102813910447
Position 1720: 0.001291659088073062
Position 10340: 0.0012185033193504089
Position 1128: 0.0011377329621457476
Position 1200: 0.0010234425546960372
Position 8569: 0.0009768656426401752
Position 976: 0.0006896241365130264
Position 910: 0.000689507558737626
Position 3210: 0.0006381205237385913
Position 7126: 0.0005582695437224829
Position 6476: 0.0005433125083180916
Position 166: 0.0005320428568151549
Position 1701: 0.0005082176421272103
Position 2521: 0.0004214497650274714
Position 2046: 0.00038058369318405127
Position 128: 0.00030015073250639224
Position 4019: 0.00029858136329715356
Position 6668: 0.00029729339101402987
Position 442: 0.00027598328097332543
Position 371: 0.0002738955738232352
Position 3978: 0.00023654619202992595
Position 1889: 0.00019279012846072876
Position 697: 0.0001885951719077543
Position 7312: 0.00015067694177128162
Position 3156: 0.00013309747415311864
Position 1869: 0.00012094474010706148
Position 6216: 0.00010530551711186945
Position 7270: 9.98777227686168e-05
Position 2019: 9.882271599385737e-05
Position 2033: 8.750643016838184e-05
Position 2041: 7.899294364046837e-05
Position 102: 7.250059708926731e-05
Position 6503: 6.648419516006988e-05
Position 487: 6.620242217046512e-05
Position 121: 5.8769251673309274e-05
Position 576: 5.716937667768943e-05
Position 4471: 5.1349136798186534e-05
Position 141: 4.418500007284712e-05
Position 6439: 3.190640511168902e-05
Position 542: 3.0304481358120183e-05
Position 319: 2.810978958105196e-05
Position 89: 1.6968025154400197e-05
Position 4848: 1.5651283416725672e-05
Position 287: 1.2721359984633432e-05
Position 5020: 1.1523632485818945e-05
Position 373: 1.0157126036177156e-05
Position 523: 4.758284986902174e-06
Position 599: 3.7683100111744604e-06
Position 5976: 3.820445497445663e-07
Position 793: 3.2615399172710686e-07
Position 741: 1.0187784773179083e-07
Position 772: 3.5406570533823076e-08
Position 1021: 2.5514709325586985e-08
Position 746: 1.958897090639701e-08
Position 1422: 3.830042907376169e-09
Position 1242: 1.624187827489805e-09
Position 1059: 1.548981937202674e-09
Position 875: 6.533464988397583e-10
Position 1090: 3.158698794358418e-13
Position 1245: 2.285975630513404e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 13834: 0.9130536989916206
Position 15100: 0.7563286723322553
Position 3039: 0.6057073863519596
Position 20935: 0.583903284036361
Position 785: 0.26396744752116474
Position 22677: 0.19524344881875483
Position 11636: 0.1387766632140569
Position 11640: 0.1380780238586708
Position 18475: 0.09177546768961004
Position 4135: 0.08965445521895264
Position 19741: 0.07740272224448529
Position 15639: 0.03043434251524682
Position 3152: 0.023397824856825115
Position 11158: 0.017563258743270107
Position 4101: 0.016455404193724522
Position 17935: 0.015772783346078074
Position 6984: 0.013350538957079707
Position 17478: 0.012802759403519179
Position 17223: 0.011126677679885684
Position 12008: 0.009007491557814577
Position 14112: 0.00759903838014022
Position 16791: 0.007535036546907161
Position 4092: 0.005317287708540174
Position 3891: 0.005141977575206499
Position 6355: 0.0049712480033882985
Position 887: 0.004015918350805116
Position 15369: 0.0038569119312220615
Position 17000: 0.00331426789161804
Position 540: 0.003303500852511063
Position 1593: 0.003261558183420009
Position 1614: 0.002798867580196888
Position 4070: 0.0025134628845504734
Position 4051: 0.0023521444189661947
Position 3949: 0.0023195694402914587
Position 14766: 0.0022787318768629815
Position 15612: 0.0015831166375906943
Position 8403: 0.0015591414520328196
Position 10137: 0.0015576594561431338
Position 12607: 0.001263592340740307
Position 2966: 0.0011722304617537563
Position 2736: 0.001122922778914592
Position 3127: 0.0009368004522539574
Position 1942: 0.0009084644166874155
Position 6475: 0.0008161316020096358
Position 2981: 0.000663055653476801
Position 6108: 0.0006083500426093181
Position 1608: 0.0005677731006408252
Position 1771: 0.0005482578975871378
Position 2758: 0.0005341055629800223
Position 10893: 0.00049806193317962
Position 4333: 0.000462169910842707
Position 11092: 0.0004541863444110528
Position 9184: 0.0004338762641276643
Position 1886: 0.0004300074515863685
Position 5920: 0.0003534681072909991
Position 3101: 0.00034963718223247073
Position 3115: 0.00030825062503202997
Position 5602: 0.00029501582343158044
Position 7619: 0.0002757773170162692
Position 1322: 0.00025380835306551514
Position 4594: 0.0002466327335492364
Position 4067: 0.00024374592043431011
Position 1660: 0.00023989519515049462
Position 7883: 0.00023147145439438992
Position 1487: 0.00020655583834767966
Position 8603: 0.00020649899264962347
Position 5263: 0.00020435642163045117
Position 2767: 0.00020294919707290393
Position 7786: 0.00020194019036257418
Position 4666: 0.00019782163837278428
Position 1820: 0.00019628774746093273
Position 1810: 0.0001959265613910397
Position 2359: 0.0001957695740846831
Position 1090: 0.0001805991406128998
Position 3353: 0.00017259850453572019
Position 1044: 0.00017254293276469938
Position 1503: 0.00013539603209628524
Position 2031: 0.0001280605818131568
Position 2086: 0.00012179396148556176
Position 824: 0.00011014463775900822
Position 796: 0.00010666529399175893
Position 9651: 0.00010583489638638511
Position 9540: 9.732373136753673e-05
Position 6881: 9.688921891880786e-05
Position 1556: 9.621693767277009e-05
Position 7700: 9.614577484884921e-05
Position 5554: 9.284387015077021e-05
Position 998: 9.195425989511265e-05
Position 1026: 8.789087806241114e-05
Position 6304: 8.041096089853466e-05
Position 1959: 7.811222891857431e-05
Position 5323: 7.73612500461339e-05
Position 6004: 7.264576889048413e-05
Position 6853: 7.192699503080447e-05
Position 6199: 6.0537434279920734e-05
Position 875: 5.255557539035116e-05
Position 860: 5.2403582738886374e-05
Position 5061: 4.9332221904548144e-05
Position 2406: 4.5912761525841745e-05
Position 5498: 4.436575216990377e-05
Position 6031: 4.323566831848464e-05
