Gene = Gba
index = 426
Annotated 5SS: [ 159  614 1249 1494 2653 3037 3441 4524 5060 5501]
Annotated 3SS: [ 543 1056 1346 2518 2863 3205 4298 4895 5383 5588]
SMsplice 5SS: [ 159  433  614 1249 1494 2653 3037 3441 4524 5060 5501]
SMsplice 3SS: [ 263  543 1056 1346 2518 2863 3205 4298 4855 5383 5588]
top_k =  1000
Partition function (log Z): 18.57130266044468

Sorted 5' Splice Sites (High to Low Probability):
Position 1494: 0.9894133406115324
Position 1249: 0.9770614628832487
Position 5060: 0.951549720076356
Position 5501: 0.9241690986272993
Position 4524: 0.8758381213219076
Position 3441: 0.6828965968816898
Position 3037: 0.6660752969222224
Position 159: 0.6616531070372222
Position 614: 0.6608445881518316
Position 2653: 0.5733381893954308
Position 233: 0.31098490988166283
Position 433: 0.3024223273460252
Position 2768: 0.2108445269984596
Position 3517: 0.17222205740277294
Position 3084: 0.14911913848668387
Position 2713: 0.11265298789203612
Position 2988: 0.10749509767220541
Position 3290: 0.05958140672093715
Position 2542: 0.030102139719882876
Position 2454: 0.028308345475266897
Position 3600: 0.02776613884572474
Position 3885: 0.024896920575194735
Position 448: 0.02304897560318282
Position 2963: 0.016651372779914474
Position 645: 0.011138531785943182
Position 66: 0.010784298632805308
Position 3438: 0.00766289852031117
Position 1513: 0.007653144272984906
Position 800: 0.007501522846388245
Position 671: 0.0066178936029870445
Position 4325: 0.006066006726725393
Position 2977: 0.005629716132672702
Position 376: 0.005623701309722753
Position 4968: 0.005030244600026985
Position 598: 0.004908341711601655
Position 3838: 0.004697871956233835
Position 2707: 0.004297404924650298
Position 1882: 0.003490128441857545
Position 701: 0.0031248757740379675
Position 4171: 0.0030679770056465227
Position 4475: 0.002940114597627066
Position 3836: 0.0029309553515341254
Position 3227: 0.0028106538106700196
Position 5522: 0.0026483707385177983
Position 4352: 0.0024561791860085
Position 687: 0.0023774200944868262
Position 1516: 0.0020485705512184533
Position 2196: 0.0019677653394199347
Position 1101: 0.0017785626945367261
Position 4832: 0.0017092627783942894
Position 4797: 0.0016453146824821057
Position 4827: 0.0016051977834567956
Position 496: 0.0015878581112964017
Position 3941: 0.0014576544886467841
Position 3072: 0.0011579347878678439
Position 712: 0.0009821889850636718
Position 4454: 0.0009811322373403627
Position 3131: 0.0009670090465854683
Position 922: 0.000927044075422442
Position 402: 0.0008091423034903926
Position 2471: 0.0008031920842797036
Position 4002: 0.0007213444655625856
Position 3346: 0.0006791739218208425
Position 1523: 0.0005896300293551445
Position 2776: 0.0005205392284680551
Position 3615: 0.0005176524844771661
Position 5428: 0.0005141279447895066
Position 752: 0.0005034841570404489
Position 308: 0.0004410348916475747
Position 415: 0.0004291610112108364
Position 3384: 0.00033287150689028055
Position 1198: 0.0003288990465828876
Position 352: 0.0003226126993776221
Position 1215: 0.0002847858287949022
Position 4677: 0.0002627826115167246
Position 1162: 0.0002513480705595616
Position 3127: 0.00024376109337987425
Position 4443: 0.00021962946092756572
Position 3771: 0.00020880130119529917
Position 2240: 0.0001902585006445665
Position 4502: 0.00018508726728347957
Position 25: 0.00016428399052778603
Position 4470: 0.00014403973109467722
Position 865: 0.00014052786677777533
Position 663: 0.00013993843945543137
Position 340: 0.0001307432095075766
Position 2555: 0.00012254984114612227
Position 331: 0.00011868523190416409
Position 2665: 0.00011526728104211084
Position 1057: 0.0001124929582604304
Position 2213: 0.0001064637167643599
Position 4799: 9.112655319732534e-05
Position 3075: 8.981868197551553e-05
Position 647: 8.961694267453671e-05
Position 3537: 8.798310161475638e-05
Position 3047: 8.68607640398115e-05
Position 2816: 8.685838509673373e-05
Position 485: 8.479783697156243e-05
Position 618: 8.293608904964212e-05
Position 3529: 8.249035257682373e-05
Position 3206: 7.319346243687855e-05
Position 4768: 7.279686776663019e-05
Position 1213: 6.240038783564049e-05
Position 2789: 5.6914359361419905e-05
Position 988: 5.61464572860422e-05
Position 4254: 5.595022636044722e-05
Position 983: 4.724192734810755e-05
Position 1192: 4.57987389245547e-05
Position 3302: 4.3241408585408774e-05
Position 3776: 3.9263675271295735e-05
Position 1830: 3.8598401759193946e-05
Position 3032: 3.489331960702561e-05
Position 5492: 3.329616154547332e-05
Position 5510: 3.286832551321553e-05
Position 4980: 3.163997126969834e-05
Position 1098: 3.1552746296058885e-05
Position 880: 3.107503770579629e-05
Position 1111: 2.969509612785499e-05
Position 5487: 2.386798614831655e-05
Position 1264: 2.003902819434373e-05
Position 2610: 1.9172828097275886e-05
Position 2922: 1.8753356238036257e-05
Position 70: 1.8597759694945198e-05
Position 757: 1.8300464546954396e-05
Position 2558: 1.793258156222143e-05
Position 1121: 1.608797613680038e-05
Position 5481: 1.569231202101948e-05
Position 2246: 1.5433719017474537e-05
Position 1780: 1.3163256513209454e-05
Position 2112: 1.3047488700227295e-05
Position 128: 1.0744152159635593e-05
Position 29: 1.0696950595616529e-05
Position 1858: 1.0160680633358654e-05
Position 137: 1.0149180814101685e-05
Position 1143: 9.258078542101662e-06
Position 2573: 9.14569389649992e-06
Position 546: 8.853196898584256e-06
Position 5092: 8.672715199735065e-06
Position 2575: 8.312623636024526e-06
Position 121: 8.223195348853227e-06
Position 5451: 7.831008792383129e-06
Position 2807: 7.461614717958116e-06
