Gene = Eif3b
index = 367
Annotated 5SS: [  499  6127  7229  7513  7818  8240 10856 11001 11690 13807 16993 18080
 19067 20724 21784 22487 22905 23109]
Annotated 3SS: [ 5933  7108  7454  7688  8081 10723 10933 11642 13595 16919 17956 18987
 20584 21657 22408 22795 22991 23545]
SMsplice 5SS: [  499  1388  6017  7229  7566  7818  8240 10856 11001 13807 16993 18080
 19067 20724 21784 22487 22905]
SMsplice 3SS: [ 1288  5933  7108  7454  7688  8081 10723 10933 13595 16919 17956 18987
 20584 21657 22408 22795 22991]
top_k =  1000
Partition function (log Z): 37.14193098202808

Sorted 5' Splice Sites (High to Low Probability):
Position 22905: 0.998846356288253
Position 7229: 0.9969356440001448
Position 499: 0.9757519566782443
Position 7818: 0.9570737312836735
Position 10856: 0.953744561470627
Position 8240: 0.941207128857056
Position 22487: 0.9296144146897127
Position 19067: 0.9195229864507152
Position 16993: 0.9167623774464282
Position 1388: 0.8376268516831966
Position 18080: 0.8328392092770327
Position 21784: 0.8166649428369911
Position 11001: 0.750175623548312
Position 13807: 0.717043318021373
Position 20724: 0.6799214297702901
Position 6017: 0.5763350692242895
Position 23109: 0.5670769522926811
Position 3453: 0.48751307411781997
Position 7566: 0.4470515931331167
Position 7513: 0.3380715581614136
Position 6127: 0.3143028270472367
Position 20738: 0.2759903689989872
Position 11690: 0.2634089636213443
Position 7575: 0.19611108417602527
Position 21808: 0.15623602172317008
Position 2002: 0.142053305524246
Position 19488: 0.14000575752583883
Position 16508: 0.1183805534492719
Position 16837: 0.11587784886453782
Position 21996: 0.09975299338804486
Position 11405: 0.09825393186556719
Position 1875: 0.09393745464358623
Position 13064: 0.09004195951814212
Position 14858: 0.0853124511229319
Position 19554: 0.07354791949480355
Position 16079: 0.07250329720652118
Position 1695: 0.06402679150969022
Position 19422: 0.06008439471961092
Position 13708: 0.059043266179125364
Position 16833: 0.051389113056929336
Position 3301: 0.05023424936441852
Position 776: 0.04364714113024662
Position 11547: 0.042943289849819176
Position 2024: 0.041312347467916864
Position 12800: 0.04022244667708369
Position 3653: 0.039483801324554625
Position 16965: 0.037890729962247564
Position 9828: 0.03481012483615082
Position 2775: 0.03256219908956298
Position 16269: 0.030909141013518618
Position 19356: 0.027646164208605575
Position 20016: 0.02719980011260396
Position 21887: 0.02520694616319058
Position 11173: 0.02274024935635633
Position 19620: 0.020750555953877935
Position 2086: 0.019955436075667955
Position 7010: 0.01972307791143722
Position 17993: 0.019617620597282285
Position 21952: 0.019064068274531592
Position 18687: 0.018766314479488077
Position 22543: 0.018023024291651563
Position 780: 0.01702127090069964
Position 19818: 0.016678477832603674
Position 1452: 0.015615427357997428
Position 6770: 0.014578063778137385
Position 6382: 0.01435245665047324
Position 2450: 0.014315765624668905
Position 2899: 0.014104549056022146
Position 8096: 0.01359448784401369
Position 15409: 0.013591254306355514
Position 8492: 0.012992535176773956
Position 21580: 0.012699772698514203
Position 16248: 0.012646217628148862
Position 844: 0.012393441127187857
Position 1431: 0.011859503995613594
Position 619: 0.011652425534717098
Position 486: 0.011360028801688241
Position 1210: 0.010901742458664501
Position 19686: 0.009852466678332198
Position 5990: 0.009791518187257776
Position 14940: 0.009494159414885772
Position 8693: 0.009400369549448085
Position 19884: 0.009355414562925537
Position 9549: 0.008791716468205151
Position 9970: 0.008179042585160657
Position 19950: 0.00786851217716111
Position 5780: 0.007692174649559773
Position 7455: 0.007625914810414482
Position 18014: 0.007547040186335025
Position 2204: 0.007370161436903547
Position 6861: 0.007168224523848903
Position 19752: 0.007088530235248169
Position 4377: 0.006976557786960026
Position 6886: 0.00640326400927117
Position 4494: 0.006191125947527814
Position 4907: 0.0060999018974441845
Position 20280: 0.006042319065863692
Position 12876: 0.005982147082978553
Position 19274: 0.005762233006651263
Position 22262: 0.005742662286168068
Position 23085: 0.005611342485951511
Position 2304: 0.005250595057485473
Position 14928: 0.005240343024843419
Position 3281: 0.005110379514951345
Position 16686: 0.0049981014329875655
Position 20214: 0.004967184575015495
Position 722: 0.0048225831641874
Position 12807: 0.004668891296412669
Position 1494: 0.004667897485258766
Position 2463: 0.004302419683230974
Position 210: 0.004294330570142454
Position 11180: 0.004054406101707485
Position 13: 0.00402228188124446
Position 20148: 0.003926036597992381
Position 17593: 0.0037360660051579736
Position 19244: 0.0035914628349583253
Position 21553: 0.0035031175430840843
Position 11934: 0.0033613247306200447
Position 256: 0.0033592412528269644
Position 5105: 0.00328341089803775
Position 10816: 0.0031808430951172067
Position 2188: 0.003044780156776799
Position 3553: 0.0029636925069800183
Position 23688: 0.0029306539497352883
Position 13834: 0.0028741263370499854
Position 1503: 0.0028196566271492694
Position 3792: 0.002779438488276782
Position 2503: 0.002766371423215108
Position 5298: 0.0027462277432799167
Position 6609: 0.0027052731235864607
Position 10596: 0.0026900774947684106
Position 18726: 0.0025150599145479396
Position 16291: 0.002472713894768689
Position 19071: 0.002358423409710517
Position 18608: 0.0023408344056889087
Position 8915: 0.002237547548096932
Position 2941: 0.0022148108121520403
Position 23272: 0.002100696779747983
Position 16045: 0.002066840617180993
Position 19112: 0.0020157112984797846
Position 18668: 0.001839142877753623
Position 19448: 0.001823450692209931
Position 19514: 0.0018087668340545367
Position 23142: 0.0017634785287507573
Position 7002: 0.001748840565424608
Position 20082: 0.0017204410451430432
Position 20967: 0.001688926895887618
Position 7925: 0.0016804736310075505
Position 10487: 0.0016762413425203794
Position 20775: 0.0016490129854648402
Position 7822: 0.0016140868013969339
Position 808: 0.0015377619035858096
Position 8149: 0.0014958329044518217
Position 11775: 0.00145317109230205
Position 140: 0.001441148414203509
Position 23069: 0.0014038823750384727
Position 7307: 0.00140359731484267
Position 22205: 0.0013619251459920474
Position 2456: 0.0013195748715927377
Position 19233: 0.0012956605656863213
Position 4366: 0.0012948118400838422
Position 12544: 0.0012837113611187925
Position 23391: 0.001206740781057949
Position 3936: 0.0011630923954949895
Position 6701: 0.0011630015946733597
Position 20517: 0.0010623494764717457
Position 13031: 0.0010478795855263351
Position 23446: 0.0010476082253550103
Position 18653: 0.0009971047171707975
Position 18604: 0.0009409708605459332
Position 533: 0.0009347195099438684
Position 6661: 0.0009289646035570638
Position 7557: 0.0009083542004012655
Position 22219: 0.0008933409787061711
Position 23218: 0.0008855631815817009
Position 149: 0.0008769090940366185
Position 10731: 0.0008594376486401263
Position 21802: 0.0008588404442628049
Position 6677: 0.0008571281048301957
Position 7368: 0.0008315733470203802
Position 23092: 0.0008296965896584751
Position 293: 0.0008202809861669602
Position 11189: 0.0008094592879262176
Position 977: 0.0008060520633957518
