Gene = Lipt1
index = 638
Annotated 5SS: [120]
Annotated 3SS: [2657]
SMsplice 5SS: [120]
SMsplice 3SS: [1776]
top_k =  1000
Partition function (log Z): -8.0428411823782

Sorted 5' Splice Sites (High to Low Probability):
Position 120: 0.7782292179190156
Position 3027: 0.17563082672981334
Position 1491: 0.15157870885399508
Position 2990: 0.15069126251150944
Position 3629: 0.127644028735242
Position 1911: 0.12319993333790927
Position 208: 0.12262330762290008
Position 1944: 0.10420353475499972
Position 440: 0.03925220641759288
Position 459: 0.03499704749106075
Position 1939: 0.030112503322036778
Position 3360: 0.029636363143174266
Position 645: 0.02238328374320765
Position 1132: 0.015211478495431899
Position 2547: 0.014000209877220476
Position 1151: 0.013451472844199614
Position 317: 0.013282720416007386
Position 1687: 0.01261679001147794
Position 401: 0.008398371888541211
Position 623: 0.008336648923290129
Position 3058: 0.008310064985005824
Position 2530: 0.004522906407250767
Position 1077: 0.0040067421695247065
Position 2154: 0.0038407307153994516
Position 273: 0.0035385860511967984
Position 2909: 0.003361848725707314
Position 1195: 0.0030002777394927366
Position 3180: 0.0029231194378776305
Position 545: 0.0019501575025456604
Position 1978: 0.001720875526328066
Position 1608: 0.0013324471984899864
Position 59: 0.0011582193653869824
Position 186: 0.0011313718933804603
Position 160: 0.0010442752858296415
Position 3744: 0.0009679579770420667
Position 2713: 0.0008965287892028109
Position 3246: 0.0008846341885167941
Position 145: 0.0006196040056800369
Position 1634: 0.0005688970603104272
Position 2779: 0.00047048440842666203
Position 1460: 0.00044711190322389204
Position 1713: 0.0003365678572519584
Position 1793: 0.0003304955862087612
Position 1483: 0.0003203571670375283
Position 2254: 0.0002880488450796765
Position 1672: 0.00026521216440470423
Position 190: 0.0002520684408226926
Position 1619: 0.00024072868531008212
Position 262: 0.0001994538883550161
Position 383: 0.00018072477601959014
Position 735: 0.000158965733483664
Position 962: 0.00014949395866155335
Position 212: 0.00013956726303341864
Position 2094: 0.00012653896772286548
Position 1691: 0.00012020278401097486
Position 579: 0.00011131781557010358
Position 1838: 9.835180642230923e-05
Position 312: 8.93955581757328e-05
Position 1121: 8.644259402318598e-05
Position 2163: 8.295967811807145e-05
Position 366: 7.847891181129969e-05
Position 1477: 5.875742028009559e-05
Position 294: 5.7920006442748944e-05
Position 387: 3.555109635536056e-05
Position 1021: 3.4092057428451214e-05
Position 450: 3.216576956721985e-05
Position 628: 2.881193373087832e-05
Position 920: 2.748152222283696e-05
Position 973: 2.6682785696649553e-05
Position 1185: 2.4738857004645217e-05
Position 234: 1.86503434663648e-05
Position 139: 1.7309696339418296e-05
Position 124: 1.7264691575644695e-05
Position 739: 1.3592471766749101e-05
Position 2976: 1.1117354338463987e-05
Position 1445: 9.266984466229993e-06
Position 344: 8.50156232301348e-06
Position 1547: 6.898609443387433e-06
Position 992: 6.745050508756648e-06
Position 975: 6.145660219111971e-06
Position 2025: 5.604891933321018e-06
Position 1141: 5.512261098134908e-06
Position 1154: 5.497871601226763e-06
Position 412: 7.355810727300103e-07
Position 163: 5.7069283551972e-07
Position 63: 3.0952393130477e-07
Position 113: 3.043748777745702e-07
Position 2319: 2.834178122732966e-07
Position 1430: 2.0303759892346475e-07
Position 1208: 1.8051945997129988e-07
Position 43: 1.8042642751721432e-07
Position 1187: 1.7161960123939468e-07
Position 349: 1.173530025603027e-07
Position 45: 1.1715306906290611e-07
Position 338: 9.684221283544313e-08
Position 52: 9.575590068074677e-08
Position 883: 8.965237375153455e-08
Position 72: 8.035106182612616e-08
Position 608: 1.0810572119153514e-08
Position 936: 7.164822509953848e-09
Position 434: 5.900127223622767e-09
Position 29: 4.109849664920017e-09
Position 475: 8.112548080090102e-10
Position 467: 1.6407718417187048e-11
Position 470: 1.3922981106464651e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1776: 0.35386334467578834
Position 2885: 0.19975963135769817
Position 2763: 0.15555541403260115
Position 1385: 0.14610539200022804
Position 3857: 0.1410314139840676
Position 3087: 0.13459957848961937
Position 3135: 0.12418116110797202
Position 2657: 0.11973121384799384
Position 3531: 0.10282388810086895
Position 3206: 0.0714384982797736
Position 1518: 0.06404177633925977
Position 2803: 0.03394067634565207
Position 3412: 0.033301701107145705
Position 1057: 0.03274512118639236
Position 3240: 0.029258139872879327
Position 3148: 0.028110074490915165
Position 3974: 0.024340655105501652
Position 2931: 0.01751064742317321
Position 3924: 0.015660318424028985
Position 3528: 0.012474128997387555
Position 2318: 0.01245803944389918
Position 1830: 0.01186021761705582
Position 315: 0.01056281407831487
Position 2706: 0.010386358564374053
Position 496: 0.010079177564618298
Position 2682: 0.009306844975302863
Position 2452: 0.009224670338396638
Position 2858: 0.008893258511253856
Position 1322: 0.0075234559919132565
Position 3099: 0.0073286947288660545
Position 3550: 0.0070896351911105705
Position 522: 0.007012211528818146
Position 4014: 0.006965647308663829
Position 364: 0.00499213430492216
Position 2473: 0.004832723108740122
Position 2830: 0.0037898799682069637
Position 1294: 0.003714780969601016
Position 294: 0.0030781296311212666
Position 3807: 0.002607253979245214
Position 2958: 0.002490360653228999
Position 3334: 0.0022864691498056706
Position 2511: 0.002248976732648139
Position 1634: 0.0020544688176569194
Position 535: 0.0018935953131485447
Position 3111: 0.0017991888076224368
Position 1297: 0.0017504207484620807
Position 853: 0.0016874829614583007
Position 3957: 0.001603020399885114
Position 251: 0.001531865066242519
Position 3220: 0.00150518908338868
Position 3767: 0.0014792310151486407
Position 243: 0.0014780786168427473
Position 3358: 0.0014161259295355326
Position 516: 0.0013579062366759047
Position 1330: 0.0012623080623396805
Position 3737: 0.0012426907900876434
Position 1411: 0.0012389575689138398
Position 2712: 0.0011879471589003006
Position 1063: 0.0011820152595464666
Position 3278: 0.0011203759326889671
Position 857: 0.0008565557607865127
Position 3162: 0.0007247056196901823
Position 1607: 0.0007247018432743368
Position 1003: 0.0006831379535697931
Position 2904: 0.0005508956153938659
Position 836: 0.00046718527191246944
Position 371: 0.00044923004548727785
Position 338: 0.0004449309323506576
Position 2110: 0.0003599313591577826
Position 827: 0.0003562814878851537
Position 503: 0.0003058817474848455
Position 579: 0.0002653454202261793
Position 3628: 0.0002481252071740035
Position 962: 0.0002453828370632344
Position 2971: 0.00024361753847083344
Position 1020: 0.00023809534602618827
Position 400: 0.00023379691510969024
Position 1031: 0.0001857779044688657
Position 2144: 0.00018275168394558806
Position 3718: 0.0001806500192993433
Position 1035: 0.00017727852515112523
Position 2457: 0.0001620174630247966
Position 1439: 0.0001582675334433279
Position 1477: 0.00015207666573303406
Position 2960: 0.00014824110370429287
Position 330: 0.00012919553213629605
Position 3895: 0.00012714048994882932
Position 1430: 0.0001126028720509727
Position 1906: 0.00010995552087269159
Position 3597: 0.0001030066831315096
Position 666: 0.00010008293312309078
Position 419: 9.40702607805974e-05
Position 344: 9.346411972738088e-05
Position 1009: 7.934523288836519e-05
Position 525: 7.890996826074331e-05
Position 1418: 7.860032652289814e-05
Position 1076: 6.197561738768538e-05
Position 500: 5.017720376663304e-05
Position 366: 4.988632080814402e-05
Position 945: 4.9420533993851664e-05
Position 911: 4.020609935940783e-05
Position 1073: 2.240112239495689e-05
Position 1098: 2.1584603074868522e-05
Position 1542: 1.8617115713546636e-05
Position 915: 1.7175503275170295e-05
Position 1539: 1.6908176585984565e-05
Position 1104: 1.2656412668367765e-05
Position 383: 1.0322908348707788e-05
Position 628: 9.957506716188285e-06
Position 537: 7.521459421247877e-06
Position 2153: 7.4067825276033464e-06
Position 545: 7.085476017389353e-06
Position 186: 6.336478948434776e-06
Position 1085: 5.533595688230127e-06
Position 549: 5.240890582209142e-06
Position 587: 4.688494500417485e-06
Position 878: 4.244944419224348e-06
Position 1256: 4.159709792126136e-06
Position 183: 2.7635179328346613e-06
Position 1893: 2.6386584536292593e-06
Position 1106: 1.4158318752705332e-06
Position 715: 9.301275638071765e-07
Position 639: 7.736926791168838e-07
Position 909: 6.385617166539823e-07
Position 992: 6.30513234867773e-07
