Gene = Ptma
index = 875
Annotated 5SS: [ 225 2519 2827 3079]
Annotated 3SS: [2446 2729 3004 3238]
SMsplice 5SS: [ 225 2519 2827 3079]
SMsplice 3SS: [2446 2729 3004 3238]
top_k =  1000
Partition function (log Z): 7.3301722369253905

Sorted 5' Splice Sites (High to Low Probability):
Position 225: 0.9941337340308083
Position 3079: 0.9809516922744267
Position 2519: 0.9558258811170677
Position 2827: 0.9453971415876941
Position 2131: 0.5962976752654925
Position 1568: 0.1778080411291286
Position 1287: 0.056805084351316114
Position 2821: 0.047340299569688625
Position 3317: 0.025583177595810844
Position 2531: 0.023743599445908932
Position 1739: 0.01587515152376101
Position 845: 0.0144508761618138
Position 1603: 0.007742647346209289
Position 1187: 0.006552869099332116
Position 2173: 0.005857524130145343
Position 1474: 0.005103380740151684
Position 794: 0.005076472120577076
Position 3090: 0.004500410621590034
Position 3061: 0.004388926488222252
Position 1837: 0.004093417724743172
Position 1903: 0.0026386263890174617
Position 1803: 0.002222043273114414
Position 1478: 0.002133004898002809
Position 3085: 0.0020656034600743662
Position 2791: 0.00203044634477141
Position 2331: 0.0018504398132140392
Position 2523: 0.001816353089631025
Position 1865: 0.0018122929916312637
Position 3372: 0.0016257599185016736
Position 780: 0.0013346412286105258
Position 2632: 0.0011626378812706827
Position 3005: 0.001046084333354172
Position 2196: 0.0010090103172519932
Position 2525: 0.0009934994886704005
Position 523: 0.0009104078174885425
Position 1234: 0.0008418432672232392
Position 1068: 0.000834411244015725
Position 1335: 0.0007680699362758194
Position 2204: 0.000755199274451756
Position 3342: 0.0007422033930023495
Position 1814: 0.0006867325429047858
Position 1826: 0.000654580943755062
Position 1372: 0.0006160960067165232
Position 1926: 0.0005558952550089037
Position 775: 0.0005470275134432225
Position 2651: 0.0005205451143154228
Position 3358: 0.000510624003569804
Position 3136: 0.0004998547485143451
Position 679: 0.0004514911414599045
Position 2849: 0.00044231157851406426
Position 1711: 0.00042517082834475726
Position 1421: 0.00038937239446274553
Position 1811: 0.00034081513230616413
Position 2640: 0.0002982793424558097
Position 255: 0.0002736737565725308
Position 2769: 0.00025085861400002537
Position 1244: 0.0002366808222807781
Position 1871: 0.00023193418559118637
Position 2243: 0.00022846004142454456
Position 998: 0.00022198275191984788
Position 2884: 0.00021563879145302756
Position 2646: 0.00020565320825639797
Position 2553: 0.0001946810080528742
Position 1302: 0.00017227588771002197
Position 266: 0.00017037211668052227
Position 1910: 0.00015083712520002002
Position 3781: 0.0001408060059470963
Position 2351: 0.00013264893947576302
Position 3549: 0.00012220831214220388
Position 2338: 0.00011582724772151549
Position 2635: 0.0001095687892665554
Position 1344: 0.00010511925118712537
Position 1280: 9.825500646780471e-05
Position 2581: 9.492168027601315e-05
Position 3361: 7.490058421121768e-05
Position 1683: 7.110558833968271e-05
Position 1834: 6.426800500915108e-05
Position 3545: 6.410942587320804e-05
Position 3083: 6.286777922240566e-05
Position 119: 6.259068646570127e-05
Position 2546: 5.801039904999194e-05
Position 386: 5.581066019323578e-05
Position 1256: 5.405652863940086e-05
Position 959: 5.2888877700098614e-05
Position 3593: 4.8894483997503564e-05
Position 182: 4.7730455321249006e-05
Position 2668: 4.5607996466578324e-05
Position 2076: 3.9317568722562056e-05
Position 1099: 3.755716193279009e-05
Position 2831: 3.573903898031506e-05
Position 708: 3.407780828441806e-05
Position 1010: 3.333779813192373e-05
Position 2369: 3.286265732589636e-05
Position 1513: 3.1668687676361956e-05
Position 3770: 3.1349535393439734e-05
Position 422: 2.997053685238694e-05
Position 3122: 2.7362231842720386e-05
Position 3811: 2.7344795099483866e-05
Position 804: 2.4893395688719854e-05
Position 2468: 2.4570875771452374e-05
Position 1037: 2.106013140598622e-05
Position 2288: 2.0656950269814175e-05
Position 2590: 1.825414463578028e-05
Position 455: 1.703169635593602e-05
Position 962: 1.6769712998443257e-05
Position 2544: 1.6242881728928953e-05
Position 911: 1.5828859769849728e-05
Position 546: 1.5416560710175772e-05
Position 170: 1.516445165620863e-05
Position 3143: 1.4883692850295285e-05
Position 837: 1.481850274590384e-05
Position 1139: 1.4203837157378997e-05
Position 1552: 1.4086553219271309e-05
Position 864: 1.3845995047236172e-05
Position 1133: 1.2346367600554338e-05
Position 1114: 1.1770584275617763e-05
Position 973: 1.1212076349371175e-05
Position 1122: 1.0432030310646413e-05
Position 1419: 1.033001537670876e-05
Position 812: 1.0008577587116721e-05
Position 1817: 8.46792232443091e-06
Position 737: 7.830186142079069e-06
Position 656: 7.547812759646361e-06
Position 2012: 6.897156108454864e-06
Position 3577: 6.375737689168555e-06
Position 2087: 6.14619344174905e-06
Position 1750: 5.976702112632115e-06
Position 2834: 5.812728831502301e-06
Position 591: 5.644606245919856e-06
Position 3807: 5.586748663133957e-06
Position 1928: 5.1507126067662996e-06
Position 293: 4.879695786985601e-06
Position 3804: 4.545372133364215e-06
Position 1591: 4.3172937452059194e-06
Position 620: 4.270722444547614e-06
Position 430: 4.154250584466454e-06
Position 1365: 3.844261394402597e-06
Position 2923: 2.5512171743556967e-06
Position 3785: 1.2483905328205038e-06
Position 849: 1.164843396484099e-06
Position 3795: 1.0222513266216284e-06
Position 807: 9.738685642221717e-07
Position 512: 9.73031508873584e-07
Position 384: 9.531380583378303e-07
Position 290: 6.622486908578801e-07
Position 1042: 6.568258947441242e-07
Position 2839: 5.888464005989454e-07
Position 1197: 5.280910557915176e-07
Position 605: 4.6066693562663403e-07
Position 618: 3.8075343012918827e-07
Position 280: 3.2967651482611497e-07
Position 2889: 3.142038762542923e-07
Position 967: 1.8717280388641898e-07
Position 607: 1.8695307230871658e-07
Position 816: 1.6826898797635745e-07
Position 195: 1.071311294968513e-07
Position 666: 7.811438726177166e-08
Position 39: 8.359430321947365e-09
Position 42: 6.818808578494133e-09
Position 598: 4.452772169404975e-09
Position 3150: 3.359859344679449e-09
Position 3248: 3.25595477105571e-09
Position 31: 2.790446944669309e-09
Position 2982: 2.2404154751153994e-09
Position 2976: 1.3742115683537713e-09
Position 1063: 1.2084628157080703e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 2446: 0.9687830920508803
Position 2729: 0.9538675197482497
Position 3238: 0.8190623745495366
Position 3004: 0.7658664717687206
Position 1959: 0.26321572219297545
Position 2961: 0.19515874181640794
Position 2048: 0.18050019676432325
Position 1434: 0.15168925776502085
Position 1981: 0.13607943165067035
Position 3658: 0.06339542620044528
Position 3400: 0.060222012422348634
Position 1122: 0.057779715667791776
Position 3348: 0.04216289222002694
Position 1334: 0.030112190038282024
Position 2921: 0.025908652984541668
Position 1738: 0.024693708082022755
Position 2667: 0.013598179285405835
Position 2418: 0.013017255021360193
Position 670: 0.00975538199671551
Position 1474: 0.009350765038344805
Position 3590: 0.008720572606513616
Position 1058: 0.007768674544929483
Position 2711: 0.007737944442866377
Position 693: 0.00710565998121558
Position 3220: 0.0066347967890041
Position 2631: 0.0061249746148855965
Position 2753: 0.006026745760219135
Position 1520: 0.004687531234490453
Position 3419: 0.0045254100113969525
Position 3214: 0.0041813031694428035
Position 1938: 0.0040818301166415235
Position 3881: 0.003686471536108714
Position 2002: 0.0036295083815781563
Position 2321: 0.003286950035848996
Position 3009: 0.0032185649799702206
Position 3199: 0.0029800882244176894
Position 1669: 0.0028591858103188044
Position 3193: 0.002817565835925829
Position 2250: 0.002654718249051087
Position 1438: 0.002646902391910324
Position 3015: 0.0025723761100557895
Position 1202: 0.0024079585900368744
Position 3262: 0.001987199096325917
Position 1767: 0.0019758101015997435
Position 2695: 0.001671345027585325
Position 2738: 0.0015252449050961354
Position 2900: 0.0014930991196196333
Position 3699: 0.0013388638099016766
Position 2968: 0.0013132960731283756
Position 3165: 0.0010839382810337416
Position 1247: 0.001029117720608617
Position 2074: 0.0009281123919270062
Position 3259: 0.0009224603604750301
Position 953: 0.0007130130390324949
Position 2455: 0.0006389542292375064
Position 334: 0.0006353874971728859
Position 2071: 0.000612645842257512
Position 2576: 0.0006012709297166746
Position 3629: 0.0005727301218023603
Position 843: 0.0005558852526672055
Position 1502: 0.0005473883866337665
Position 1856: 0.0005134972426757996
Position 2756: 0.0005122644602765526
Position 2381: 0.0005087144396954546
Position 787: 0.0004962432695750646
Position 3181: 0.0004956995238514521
Position 2684: 0.0004914621746719532
Position 598: 0.000466526238046953
Position 1316: 0.00046276553086164465
Position 3375: 0.00045366228762693396
Position 1899: 0.0004530936497774075
Position 1446: 0.0004344698748172196
Position 3636: 0.0004250180629799689
Position 2973: 0.0004224966093069308
Position 773: 0.0003943246888630695
Position 1594: 0.0003823265018755843
Position 1307: 0.00031733286728429557
Position 2697: 0.000310756303856066
Position 354: 0.0002942751154021678
Position 1286: 0.00028715930753299245
Position 1527: 0.000279562234226005
Position 2581: 0.00027072446123462235
Position 1699: 0.00025170904600303837
Position 307: 0.0002457392177233446
Position 1342: 0.0002219354666258238
Position 2643: 0.00020851796974714757
Position 2364: 0.00020819256284430824
Position 1042: 0.00020069253779798684
Position 1817: 0.00019578287404584444
Position 2461: 0.00018266472813188418
Position 1350: 0.00015607655594682932
Position 1894: 0.00014069174936118446
Position 1355: 0.00012656758376120326
Position 2280: 0.00011624137315656771
Position 3727: 0.00010669920571633382
Position 3265: 9.894626125615489e-05
Position 1301: 9.28432231107633e-05
Position 1021: 8.876538738765179e-05
Position 2374: 8.219755681807434e-05
Position 1460: 7.961608452389421e-05
Position 1808: 7.934580375421148e-05
Position 1850: 7.817985301249893e-05
Position 2768: 7.522942482035452e-05
Position 1747: 7.046127943045724e-05
Position 1386: 6.640265372883767e-05
Position 1280: 5.782936341730635e-05
Position 3268: 5.738682297781606e-05
Position 2253: 5.651597325954206e-05
Position 3792: 5.5345358918109215e-05
Position 3597: 5.4093087221151e-05
Position 3702: 5.323517417600537e-05
Position 1365: 5.2103555994101595e-05
Position 1703: 5.136262851702186e-05
Position 3012: 5.115003906847885e-05
Position 3536: 5.104373044528125e-05
Position 1796: 4.918016413138841e-05
Position 3377: 4.689949733244622e-05
Position 1414: 4.4460340826117625e-05
Position 3383: 4.4437341164169894e-05
Position 3770: 4.3371988727186714e-05
Position 2676: 4.272838659414026e-05
Position 3150: 4.021074888278339e-05
Position 2772: 3.8318951853022415e-05
Position 2102: 3.613930570942762e-05
Position 2790: 3.323087232514911e-05
Position 2778: 3.214778455191109e-05
Position 2056: 3.151306733296324e-05
Position 3022: 2.8080535082803182e-05
Position 978: 2.6071633752371482e-05
Position 1133: 2.2625672770478773e-05
Position 3380: 2.240916392165166e-05
Position 1320: 2.1950172499496527e-05
Position 1388: 2.1586910456473125e-05
Position 1204: 2.1515986154104757e-05
Position 2874: 2.0068767325949764e-05
Position 2848: 1.9825424949003297e-05
Position 635: 1.9050252332783766e-05
Position 2599: 1.8214631293750906e-05
Position 396: 1.806678240247686e-05
Position 1910: 1.776675223730352e-05
Position 3286: 1.694678753986221e-05
Position 2464: 1.6668276378908397e-05
Position 2121: 1.5226327005719396e-05
Position 2458: 1.4540456586226716e-05
