Gene = Pdcd6ip
index = 804
Annotated 5SS: [  361  8291 10754 16807 18685 20635 22953 28307 29954 33935 35557 36503
 45991 47314 48429 51174 52243]
Annotated 3SS: [ 8235 10683 16678 18530 20533 22835 28083 29829 33756 35444 36332 45741
 47178 48333 51049 52051 53151]
SMsplice 5SS: [  361  3739  8291 16807 18685 20635 22953 28307 29954 33935 35557 36503
 44673 45991 47314 48429 49358 51183 52243]
SMsplice 3SS: [ 3583  8235 16678 18530 20533 22835 28083 29829 33756 35444 36332 44564
 45741 47178 48333 49298 51105 52051 53151]
top_k =  1000
Partition function (log Z): 8.862616006420419

Sorted 5' Splice Sites (High to Low Probability):
Position 22953: 0.9958152302298774
Position 35557: 0.9941961564390392
Position 8291: 0.9871295733228388
Position 52243: 0.9866233549485919
Position 28307: 0.9619737065076135
Position 47314: 0.9467816850761025
Position 29954: 0.9080344119225053
Position 20635: 0.9056172168437099
Position 33935: 0.8640898807833994
Position 3739: 0.8619071787444218
Position 18685: 0.8516974750374298
Position 16807: 0.8357388417309661
Position 361: 0.8196261190382886
Position 36503: 0.6720797678425837
Position 45991: 0.5757050558618177
Position 51183: 0.5428202097329367
Position 49358: 0.5319476752529754
Position 48429: 0.4761533044543625
Position 39547: 0.42328685031302565
Position 6662: 0.3967597675535867
Position 51174: 0.38951934864143006
Position 35753: 0.3548811133349596
Position 38013: 0.3542451498981964
Position 49397: 0.3470214784922136
Position 25198: 0.3269572228270352
Position 48480: 0.28583656715366473
Position 33666: 0.27348877350810896
Position 49657: 0.266795020480256
Position 798: 0.25872213034763075
Position 7399: 0.21814478324141734
Position 30323: 0.20524243256746477
Position 5479: 0.1776509642088293
Position 49916: 0.16491429617177217
Position 39593: 0.15925642578077776
Position 28820: 0.15513222653466593
Position 36432: 0.15110338501290546
Position 986: 0.13424349628731017
Position 26379: 0.1239968995397786
Position 52428: 0.12336220513280578
Position 38171: 0.11018437957465081
Position 29784: 0.10927793316247043
Position 4134: 0.10760158651109306
Position 23764: 0.0956890957004932
Position 1539: 0.07711375612552784
Position 36035: 0.07652139034906098
Position 25748: 0.060643156839205604
Position 30883: 0.06041907733556537
Position 35807: 0.05470802214490352
Position 54473: 0.054001474901825997
Position 28128: 0.049355579575550944
Position 54067: 0.04514309002795382
Position 10754: 0.04012402068242181
Position 25843: 0.039587038495200476
Position 25052: 0.03737410087554455
Position 32154: 0.037313536173183164
Position 49545: 0.03724378386937723
Position 4880: 0.036587737533749345
Position 31533: 0.033752827067909864
Position 27411: 0.03247483418657385
Position 7344: 0.032206801104649095
