Gene = Sprr2d
index = 1019
Annotated 5SS: [42]
Annotated 3SS: [1094]
SMsplice 5SS: [42]
SMsplice 3SS: [1094]
top_k =  1000
Partition function (log Z): -5.299156026378665

Sorted 5' Splice Sites (High to Low Probability):
Position 42: 0.9909866101013852
Position 371: 0.08753829120890022
Position 367: 0.017578582155240677
Position 442: 0.010162264246830971
Position 1368: 0.009757573292917607
Position 600: 0.009344713359186161
Position 506: 0.009235261699086474
Position 244: 0.006891271229990014
Position 1206: 0.004355080076291254
Position 297: 0.00240972268484008
Position 1179: 0.002039946614139881
Position 1233: 0.0009177212744334236
Position 900: 0.0009118734914526774
Position 1373: 0.0007890182454045196
Position 1162: 0.0005944009242931561
Position 1609: 0.0005118687522112471
Position 710: 0.0004470605002222157
Position 444: 0.0004107496722487434
Position 150: 0.0003981978836122827
Position 398: 0.0003387177415990584
Position 1208: 0.0002938105177013407
Position 1422: 0.00028295404520811354
Position 454: 0.00020837897313038235
Position 1600: 0.00014409257995223713
Position 489: 9.758575092466988e-05
Position 1164: 8.547872692317924e-05
Position 417: 8.054052658292199e-05
Position 9: 7.780339224303207e-05
Position 1350: 7.268003874460417e-05
Position 1193: 7.02749838548877e-05
Position 60: 3.174407807909404e-05
Position 1220: 2.292745349433698e-05
Position 452: 2.243302598095713e-05
Position 392: 2.14898243487915e-05
Position 68: 2.0825355826767405e-05
Position 301: 1.9600042909501627e-05
Position 259: 1.5585970335582366e-05
Position 88: 1.3236395192295133e-05
Position 161: 1.2923726688333282e-05
Position 46: 1.2839253757412146e-05
Position 470: 1.2500609722934995e-05
Position 433: 1.228076811861185e-05
Position 74: 9.541084094892475e-06
Position 1508: 9.437156828752097e-06
Position 621: 8.303283143621005e-06
Position 93: 7.336051439278881e-06
Position 1532: 7.287803290445912e-06
Position 179: 7.139490337911514e-06
Position 591: 5.423669865251054e-06
Position 124: 5.229426752855377e-06
Position 519: 3.4879331025003107e-06
Position 1274: 2.929341903014292e-06
Position 725: 2.8741684408388475e-06
Position 1286: 2.8674862020632977e-06
Position 1543: 2.867322669619165e-06
Position 1513: 1.4659612965851499e-06
Position 198: 1.1928326242122241e-06
Position 164: 6.414834456140407e-07
Position 205: 5.222629662936796e-07
Position 191: 4.1275519697082865e-07
Position 48: 2.996616923612049e-07
Position 129: 2.994440064637884e-07
Position 96: 2.119252661085937e-07
Position 115: 1.5369527622143577e-07
Position 117: 1.4690348703253257e-07
Position 327: 1.4146232616716335e-07
Position 77: 1.195298673539154e-07
Position 912: 1.0571722723158668e-07
Position 1247: 7.914461887192917e-08
Position 604: 5.5536107874321556e-08
Position 271: 5.3834867655177304e-08
Position 575: 4.9769471786835164e-08
Position 1383: 3.9037232868138985e-08
Position 997: 2.2899618575467035e-08
Position 232: 2.287798385484577e-08
Position 1003: 2.133287087630742e-08
Position 1134: 2.1313659653493895e-08
Position 1116: 1.9567601549473207e-08
Position 273: 7.678733646153722e-09
Position 517: 3.9316543288730547e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1094: 0.8467704113924266
Position 284: 0.09258610532123464
Position 342: 0.0557899414347503
Position 409: 0.034377402932119924
Position 1524: 0.026821121714942112
Position 228: 0.02430999549328584
Position 1308: 0.0136011877475195
Position 1652: 0.01187747435280553
Position 1305: 0.007338604433647733
Position 1347: 0.005256165476355519
Position 1699: 0.003992414498280808
Position 461: 0.003686265636749084
Position 129: 0.002671606345048237
Position 1344: 0.0024867738341000276
Position 1433: 0.002473045357136188
Position 1128: 0.002256011686099752
Position 1233: 0.0018393764064438716
Position 441: 0.0018278248616336672
