Gene = Ube2m
index = 1158
Annotated 5SS: [ 653 1708 1840 2062 2432]
Annotated 3SS: [1612 1800 1957 2367 2518]
SMsplice 5SS: [ 653 1708 2062 2432]
SMsplice 3SS: [1612 1800 2250 2518]
top_k =  1000
Partition function (log Z): -2.338552422690542

Sorted 5' Splice Sites (High to Low Probability):
Position 1708: 0.9040850160121195
Position 2432: 0.7730616405888351
Position 2062: 0.7509383370488615
Position 1840: 0.42314117353982844
Position 653: 0.33362637615822754
Position 98: 0.28255479984372545
Position 2106: 0.16928841107946338
Position 1861: 0.1417566036894025
Position 108: 0.13749837825386538
Position 1156: 0.11599747968028333
Position 2732: 0.10255621729372418
Position 679: 0.09183583636121674
Position 181: 0.06576686048818244
Position 2661: 0.038129781912562874
Position 1958: 0.029656049902973904
Position 1883: 0.022743219852865412
Position 719: 0.020283532863232243
Position 1690: 0.018774174223188528
Position 2616: 0.01759063896127082
Position 733: 0.014866646923501467
Position 1058: 0.014710197738709806
Position 443: 0.01158723732368066
Position 1714: 0.010330814526460496
Position 762: 0.007629887786767889
Position 450: 0.006843314936990484
Position 2737: 0.006403169863334435
Position 1368: 0.006348402339198342
Position 390: 0.004605161594089666
Position 340: 0.0042997420482281615
Position 1991: 0.0030352441619641993
Position 1697: 0.0028531799676971424
Position 659: 0.0027370125769954085
Position 728: 0.0022132978781538035
Position 939: 0.0019776171863361744
Position 1016: 0.0019706526554263922
Position 1177: 0.001925410525867327
Position 1239: 0.001788313295563149
Position 911: 0.0016013868999611863
Position 1283: 0.0015390293618589735
Position 2419: 0.0014325615586567651
Position 2163: 0.0014027270795308638
Position 2441: 0.0013447736006410684
Position 1520: 0.001288733162518095
Position 980: 0.0012647597133539025
Position 2597: 0.0012228245779694138
Position 2629: 0.001011948448542539
Position 2436: 0.0008307421585926811
Position 767: 0.0008305346581721101
Position 204: 0.0007541839086193839
Position 216: 0.0007280114745048196
Position 1039: 0.0006615993398638926
Position 2561: 0.0005204622828275449
Position 989: 0.0004138190600872768
Position 624: 0.0003646978087631243
Position 742: 0.00031863672746642235
Position 1497: 0.00031444045597348144
Position 2235: 0.0002644709541840881
Position 1276: 0.0002573601736249108
Position 725: 0.00025671118131866366
Position 2299: 0.00022832874325972498
Position 280: 0.00021434493589473762
Position 1163: 0.0002046218611767897
Position 309: 0.00019763228252404894
Position 2941: 0.00019494014321731263
Position 2619: 0.0001632870058470106
Position 385: 0.00015765754787006272
Position 1853: 0.00015060744278689824
Position 1821: 9.891316981732415e-05
Position 1851: 9.157932425388809e-05
Position 929: 7.386930746960019e-05
Position 492: 6.910303438650474e-05
Position 745: 6.39179227565381e-05
Position 501: 6.322188318523822e-05
Position 2294: 6.281488782519238e-05
Position 1064: 5.825940699843114e-05
Position 848: 5.702246971753076e-05
Position 1844: 5.694742698963574e-05
Position 689: 5.4417981554171896e-05
Position 1323: 4.8199731611012695e-05
Position 2687: 4.775526234386794e-05
Position 672: 4.674543824518126e-05
Position 1160: 3.893748720311811e-05
Position 1869: 3.518947609314892e-05
Position 1764: 3.36804550464215e-05
Position 2266: 2.7992945845549912e-05
Position 2143: 2.214149049097298e-05
Position 2584: 1.7469161210947774e-05
Position 2183: 1.22527016090474e-05
Position 2462: 8.953526279831779e-06
Position 1825: 5.2974184271966424e-06
Position 16: 3.68054567793808e-06
Position 1968: 3.4447592932312744e-06
Position 2177: 2.695430057995432e-06
Position 1996: 2.146119933324641e-06
Position 2384: 1.4855024023584542e-06
Position 886: 8.760288165161493e-07
Position 946: 8.059738241659061e-07
Position 1123: 7.918276331341935e-07
Position 780: 7.37079695948629e-07
Position 44: 6.350265431565638e-07
Position 1429: 6.073099637076585e-07
Position 1207: 5.248215084697911e-07
Position 588: 4.5531509840688613e-07
Position 1477: 4.420923991744204e-07
Position 1236: 4.0522460375731156e-07
Position 1998: 3.694711526046055e-07
Position 905: 3.044401710705502e-07
Position 1068: 2.0256256637745313e-07
Position 2314: 1.544803633049188e-07
Position 2009: 1.4653245077653365e-07
Position 2042: 2.888457872727715e-09
Position 2171: 4.591613706507456e-10
Position 2122: 3.43316647600552e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1800: 0.9324765005115575
Position 1612: 0.9136015670522933
Position 2518: 0.8895480676363334
Position 1957: 0.41877088110230754
Position 2250: 0.4051352278022386
Position 2367: 0.2970271450544257
Position 2799: 0.1863822859797707
Position 1990: 0.14227520384217132
Position 2183: 0.0756166829013547
Position 570: 0.03587454299621776
Position 567: 0.03105197015542623
Position 542: 0.028616147932876906
Position 2061: 0.028414938660939124
Position 2335: 0.02458828470371385
Position 1953: 0.02067353370056105
Position 2521: 0.012797800697066356
Position 2273: 0.010226713842712886
Position 1638: 0.009854347828169588
