Gene = Krtdap
index = 613
Annotated 5SS: [ 118 1639 1850 2052 2711]
Annotated 3SS: [1599 1807 2006 2662 3014]
SMsplice 5SS: [118]
SMsplice 3SS: [2006]
top_k =  1000
Partition function (log Z): -8.268069669704898

Sorted 5' Splice Sites (High to Low Probability):
Position 118: 0.5424080534912907
Position 360: 0.44918992900315013
Position 2052: 0.3445598036333352
Position 2476: 0.13437481449936536
Position 2711: 0.1224132017977738
Position 2136: 0.1186369490219428
Position 1639: 0.10677791732494721
Position 1681: 0.09802236305122909
Position 2081: 0.08001097927178177
Position 942: 0.04047657919879207
Position 592: 0.029762288361757105
Position 960: 0.019123408312481275
Position 1495: 0.014148809245061438
Position 2158: 0.009776487301424237
Position 1673: 0.007308138418160837
Position 996: 0.0064534434180104705
Position 2171: 0.00500288365596049
Position 1907: 0.0046162876753420064
Position 1477: 0.004418446766803748
Position 612: 0.0043680783606697225
Position 1850: 0.004049229863086497
Position 2749: 0.0029485100374820722
Position 2099: 0.00270780402804032
Position 2734: 0.0016663212453968594
Position 79: 0.001604012754583459
Position 191: 0.00155453628670748
Position 2972: 0.0013617555655708472
Position 364: 0.0012097478506652628
Position 1902: 0.0011912259376200543
Position 1241: 0.0010894794295426163
Position 130: 0.0009723556548877974
Position 2086: 0.00094023422858391
Position 275: 0.0008294548811465027
Position 2720: 0.0006747205968272074
Position 1693: 0.0006604194752060995
Position 1685: 0.0006416721809298885
Position 1253: 0.0006298760139053955
Position 1677: 0.0005667114171487434
Position 1382: 0.0005428763069705386
Position 1675: 0.0005370219280567643
Position 333: 0.00043185388356878856
Position 43: 0.0004009518151569122
Position 2295: 0.0003874931574071235
Position 2165: 0.0003634683937063861
Position 1489: 0.0003317412595062029
Position 1125: 0.0003301617022863042
Position 2066: 0.00026303424089901573
Position 1151: 0.00024973803582996714
Position 2322: 0.00024259934731478457
Position 283: 0.00021220294731577778
Position 1667: 0.00020918028386714604
Position 240: 0.00017218839450665362
Position 755: 7.800283391361667e-05
Position 1722: 7.59451889646212e-05
Position 167: 7.397410957738428e-05
Position 1665: 5.5597723413141405e-05
Position 980: 5.447925040271234e-05
Position 2446: 5.408056900633198e-05
Position 939: 4.737920861673471e-05
Position 211: 4.570584228968926e-05
Position 291: 4.1004929563156527e-05
Position 2430: 4.060092234875754e-05
Position 2353: 3.884355180819193e-05
Position 2514: 3.840254796894159e-05
Position 46: 3.801233272220132e-05
Position 183: 3.5375451142616035e-05
Position 2116: 3.1993142872000055e-05
Position 1700: 2.982358083350973e-05
Position 1702: 2.973647907105313e-05
Position 1713: 2.665660704458006e-05
Position 1137: 2.2179610342121135e-05
Position 1471: 2.0963339964821664e-05
Position 1013: 1.9553549212031035e-05
Position 929: 1.8103689926874253e-05
Position 1679: 1.5136761286170243e-05
Position 1697: 1.339970206003866e-05
Position 204: 1.2739057593971789e-05
Position 667: 1.2614432645397396e-05
Position 1000: 1.065702242096616e-05
Position 1695: 1.0013060989692552e-05
Position 165: 9.050959202729086e-06
Position 490: 8.777949379630589e-06
Position 770: 7.507122196879456e-06
Position 908: 6.968462955469098e-06
Position 707: 2.085412082667132e-06
Position 696: 1.3060984757845869e-06
Position 413: 1.1012358591773675e-06
Position 654: 9.96087724825528e-07
Position 691: 7.93311070038709e-07
Position 689: 6.219637170750664e-07
Position 512: 4.400672673780328e-07
Position 273: 3.8803864860777917e-07
Position 493: 1.481008378291716e-07
Position 571: 1.2070389093523112e-07
Position 552: 7.948648257124045e-08
Position 573: 8.001048085407906e-15
Position 773: 2.4746638401342913e-15
Position 806: 2.39751066544896e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 2006: 0.7085639478919253
Position 3014: 0.444990953570245
Position 1599: 0.2110655304625646
Position 1807: 0.1359459392920901
Position 2662: 0.13298048444524663
Position 2322: 0.0652372542241267
Position 2858: 0.049388274487659284
Position 2389: 0.04419736234667482
Position 828: 0.04314477345388559
Position 2514: 0.03963521591233257
Position 222: 0.031668146414818604
Position 1892: 0.029439361429314463
Position 2710: 0.028341009324960097
Position 2566: 0.026844951869448675
Position 3067: 0.02073418440381083
Position 3050: 0.018163316769892062
Position 509: 0.017017273963442887
Position 2205: 0.01623616683900753
Position 876: 0.01261970265123189
Position 1935: 0.008952386602963928
Position 2376: 0.008887178255354088
Position 1356: 0.008250319284668593
Position 1965: 0.008149399331021087
Position 1431: 0.006340965553844153
Position 2352: 0.005845418376990137
Position 1381: 0.004896130802668738
Position 1571: 0.003244769678247488
Position 1394: 0.003202450529250917
Position 2350: 0.003020977995881758
Position 1452: 0.0029298204499011316
Position 2396: 0.0020393297458735572
Position 3152: 0.001955470814815537
Position 3073: 0.001368509683746506
Position 921: 0.0013488664543254945
Position 2015: 0.0013393575614142812
Position 2299: 0.0013120402603272483
Position 1029: 0.0013070492259272036
Position 835: 0.0013018559010567474
Position 1142: 0.001299931112621218
Position 450: 0.0011660775932718869
Position 191: 0.0010841997013236488
Position 2426: 0.0010453010468277886
Position 716: 0.001035787897449068
Position 797: 0.0010117948796908483
Position 254: 0.0009411290104789417
Position 2573: 0.0008221334293115475
Position 1837: 0.0007291816280806492
Position 226: 0.0006993412382102737
Position 1603: 0.0005369839494160811
Position 3181: 0.0005044347194223967
Position 2418: 0.0004992808007136748
Position 1062: 0.0004893202009365402
Position 591: 0.0004883702348429225
Position 2412: 0.00047661171468650317
Position 677: 0.00046804903379786897
Position 1636: 0.0004023288906936745
Position 519: 0.0003934720412307066
Position 459: 0.0003441042510069968
Position 2453: 0.0003341167345059128
Position 416: 0.00030251654719570586
Position 228: 0.00030127927164167454
Position 2227: 0.0003004602343969961
Position 1494: 0.0002910546731199819
Position 2738: 0.0002464779041806462
Position 2570: 0.0002443609827753958
Position 959: 0.00023419429208147984
Position 3021: 0.00020364912582657177
Position 1218: 0.0001966111190275855
Position 1221: 0.00018722197156026358
Position 1477: 0.00018559952875325727
Position 1512: 0.0001797695062200873
Position 493: 0.00016595628878267711
Position 846: 0.00016564645719005728
Position 165: 0.00016205125000112828
Position 1303: 0.000157043698899621
Position 387: 0.00014752357012958917
Position 2869: 0.00014401852019493822
Position 558: 0.00014366354828026896
Position 474: 0.0001248689125601095
Position 2170: 0.00012226325282291728
Position 299: 0.00011966971369984655
Position 2929: 0.000109925118191019
Position 188: 0.00010895498364710276
Position 2784: 0.00010835860794686803
Position 1267: 0.00010322291238984825
Position 1261: 9.754322783297738e-05
Position 2733: 9.14910331966608e-05
Position 1335: 8.070424868879467e-05
Position 2403: 6.961299530890654e-05
Position 1846: 6.495146965569423e-05
Position 1898: 6.432641414099635e-05
Position 2210: 6.26157044858613e-05
Position 2326: 5.9447405747448344e-05
Position 1295: 5.8269537508704566e-05
Position 1367: 5.810220169728617e-05
Position 526: 5.450405480826774e-05
Position 309: 5.1138879838972055e-05
Position 259: 4.780378083352582e-05
Position 563: 4.634956701655086e-05
Position 1459: 4.564292627611447e-05
Position 923: 3.799914605825385e-05
Position 146: 3.4144601161565925e-05
Position 1098: 3.400913232212715e-05
Position 3166: 3.2127408295750493e-05
Position 478: 3.064580005480619e-05
Position 885: 2.8965882742839798e-05
Position 467: 2.6675508191703862e-05
Position 250: 2.3675774247529207e-05
Position 1548: 2.129069562830136e-05
Position 1864: 1.9681703394385035e-05
Position 1894: 1.849158016752966e-05
Position 773: 1.7711492328392925e-05
Position 262: 1.3941663056601894e-05
Position 1532: 1.1594255442993592e-05
Position 1313: 1.1119066554398809e-05
Position 234: 1.1076487041099916e-05
Position 247: 1.0322930651132825e-05
Position 528: 8.361361745657662e-06
Position 887: 8.132395687612868e-06
Position 1147: 7.754869475838084e-06
Position 1839: 5.174386066366232e-06
Position 2231: 4.74600019275645e-06
Position 2165: 4.383519708211395e-06
Position 2184: 4.140744907736676e-06
Position 745: 3.7093324984784586e-06
Position 991: 3.6632478199460874e-06
Position 1241: 3.463874027385786e-06
Position 610: 3.2607175806821425e-06
Position 1144: 2.941669619770091e-06
Position 684: 2.8014391152268266e-06
Position 347: 2.1177301602692216e-06
Position 433: 1.907649227464101e-06
Position 2019: 1.8541135530214508e-06
Position 273: 1.6125266889945e-06
Position 650: 1.4873038363668066e-06
Position 278: 1.4214643992248826e-06
Position 231: 1.2982331727671486e-06
Position 1110: 9.857354551842275e-07
Position 699: 8.757508693762886e-07
Position 2151: 8.654629263969934e-07
Position 286: 7.729263321545788e-07
Position 413: 7.530600032947032e-07
Position 1822: 7.138322442820885e-07
Position 323: 7.051490581886297e-07
Position 266: 6.974123831727339e-07
Position 354: 5.966034957703457e-07
Position 996: 5.491869422433291e-07
Position 1092: 1.0862087882289252e-07
Position 1151: 9.976210414779896e-08
Position 480: 9.078738253277495e-08
Position 482: 8.762848315692045e-08
Position 302: 6.557958493078769e-08
Position 694: 2.7187452091942987e-08
Position 935: 2.2638418768688506e-08
Position 727: 2.0972977556671536e-08
Position 754: 1.9954466191435356e-08
Position 588: 1.8212273695729003e-08
Position 271: 1.6145116605668944e-08
Position 363: 1.2416453803307112e-08
Position 633: 1.1458561636570232e-08
Position 130: 9.166092501139948e-09
Position 607: 4.41379634411266e-09
Position 359: 2.872204667810038e-09
