Gene = Ndufc1
index = 739
Annotated 5SS: [ 125  844 1653]
Annotated 3SS: [ 739 1575 3368]
SMsplice 5SS: [ 125  844 1653]
SMsplice 3SS: [ 739 1575 3368]
top_k =  1000
Partition function (log Z): -3.2204418412382356

Sorted 5' Splice Sites (High to Low Probability):
Position 125: 0.9621983061369521
Position 844: 0.8621100000639516
Position 1653: 0.8266973757769951
Position 2401: 0.274147846096439
Position 3216: 0.037011371014945886
Position 3530: 0.024627960681098127
Position 1177: 0.02348935911132206
Position 2134: 0.022319596171973634
Position 66: 0.018907197414764956
Position 2438: 0.01722495579301056
Position 810: 0.015103381401908457
Position 3453: 0.012886458188485184
Position 2442: 0.008730403518289109
Position 499: 0.008121517923743203
Position 3475: 0.006299743259731526
Position 848: 0.005211856478692613
Position 279: 0.005034139926625879
Position 258: 0.005018270225229324
Position 210: 0.0045323005020970215
Position 2098: 0.004269572292114333
Position 795: 0.00409026943668223
Position 826: 0.0037648565211608072
Position 814: 0.0027985255322113805
Position 70: 0.002651274062862443
Position 853: 0.002474997793603192
Position 834: 0.0021904404239962484
Position 2048: 0.0021639414945203417
Position 3070: 0.0020641288179779394
Position 880: 0.0018489795896504922
Position 1060: 0.0017967480607219068
Position 447: 0.0017687421431237076
Position 3425: 0.0015790369969521862
Position 864: 0.0015417605897043761
Position 476: 0.0015384294166390876
Position 478: 0.0014329534720568182
Position 907: 0.0012257526100006076
Position 233: 0.0008069466375311248
Position 1657: 0.0007668074613058599
Position 2458: 0.0007186701207378499
Position 3480: 0.00064664529603543
Position 1183: 0.0006420467542828568
Position 2000: 0.0006306609956622126
Position 466: 0.0006279469692793616
Position 601: 0.0005672841674931797
Position 2492: 0.0005278227449784126
Position 2225: 0.0005257696948769481
Position 1217: 0.0005189569359831334
Position 216: 0.00040563678128753094
Position 1991: 0.0003452891510899458
Position 911: 0.0003412276066425235
Position 2564: 0.00033777376617655946
Position 607: 0.00028735158340045195
Position 2869: 0.00022513629037926075
Position 3465: 0.00022307741930157146
Position 945: 0.00022016697291730872
Position 3943: 0.0002174272705531978
Position 2238: 0.00020060804056625737
Position 513: 0.00019087505608571747
Position 84: 0.00018330229470682916
Position 931: 0.00018127180329417038
Position 775: 0.0001752184651085664
Position 1140: 0.00016382772932353206
Position 2681: 0.00016340669498396683
Position 985: 0.0001606086806888155
Position 327: 0.00015436239934039147
Position 3061: 0.0001477010480624377
Position 1807: 0.0001362378421666636
Position 1695: 0.00012624533604321299
Position 2873: 0.00012441763746010717
Position 3218: 0.00012026235399674379
Position 904: 0.00011609068099250662
Position 129: 0.00011551397043841729
Position 2300: 9.639677765407796e-05
Position 3457: 8.577940702800805e-05
Position 1094: 7.454197492133933e-05
Position 1289: 7.136524550725352e-05
Position 2198: 5.826034018826368e-05
Position 1662: 5.6979060470697796e-05
Position 73: 5.014185790872576e-05
Position 1114: 4.4223415571427524e-05
Position 1203: 4.394012130149258e-05
Position 2289: 3.5959521211316625e-05
Position 2067: 3.4048020664852245e-05
Position 2294: 3.377763800166006e-05
Position 571: 3.169168484941988e-05
Position 352: 3.1040273668659804e-05
Position 2263: 2.884733471190565e-05
Position 802: 2.83288012652507e-05
Position 2252: 2.367867823602203e-05
Position 1778: 2.361488917168376e-05
Position 131: 2.1829641060142078e-05
Position 763: 2.176526377663621e-05
Position 1703: 2.0811705649329145e-05
Position 1005: 1.8002484009274085e-05
Position 1381: 1.635848300741784e-05
Position 2315: 1.4790839879832454e-05
Position 2539: 1.3323117972031084e-05
Position 2446: 1.3072456964669693e-05
Position 1717: 1.2657491496984844e-05
Position 1118: 1.2359025818230535e-05
Position 750: 1.1216794697702276e-05
Position 4: 1.0259493609268973e-05
Position 756: 6.918595394435868e-06
Position 1187: 5.021487673160632e-06
Position 335: 4.901490185328648e-06
Position 1100: 4.8180956264001075e-06
Position 2184: 4.161132898660546e-06
Position 1129: 3.8962178197093795e-06
Position 1699: 4.865707866271539e-07
Position 574: 2.0171808654151867e-07
Position 680: 5.4409676062543243e-08
Position 1687: 1.552856600445613e-08
Position 686: 8.829541107269741e-09
Position 1608: 4.8036941219219245e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 3368: 0.9625353584389874
Position 739: 0.9066192621869471
Position 1575: 0.6044278644217108
Position 2156: 0.14298272372400725
Position 1532: 0.14106080023902268
Position 2377: 0.1062076475032318
