Gene = Etfa
index = 388
Annotated 5SS: [  213 12226 16502 16682 23414 24844 25542 26974 29971 47450 50624]
Annotated 3SS: [12078 16419 16598 23313 24732 25439 26904 29887 47383 50542 57480]
SMsplice 5SS: [  213 12226 16502 16682 23414 24844 25542 26974 29971 47450 50624]
SMsplice 3SS: [12078 16419 16598 23313 24732 25439 26904 29887 47383 50542 57480]
top_k =  1000
Partition function (log Z): -11.44088863104357

Sorted 5' Splice Sites (High to Low Probability):
Position 29971: 0.9727373638312927
Position 16502: 0.9572812656445366
Position 213: 0.9467474707867366
Position 23414: 0.9089594253444947
Position 25542: 0.8985801913475169
Position 24844: 0.8835268722418042
Position 12226: 0.711677964721164
Position 26974: 0.6981047518069354
Position 16682: 0.5863287364159449
Position 14137: 0.4813281392811507
Position 21538: 0.3960960865992753
Position 7432: 0.3756859163421734
Position 16689: 0.3527158759798785
Position 12242: 0.27297240529627786
Position 10045: 0.21768919727999783
Position 11252: 0.18915115095536844
Position 4934: 0.1526885151053523
Position 8873: 0.14955118137619672
Position 27257: 0.12626883087757695
Position 11907: 0.12613741815755147
Position 12462: 0.12063141144717011
Position 26518: 0.11961024029920972
Position 597: 0.11443112053423674
Position 20378: 0.11078486819762216
Position 23115: 0.10665129554794353
Position 8568: 0.09558584181024044
Position 24823: 0.09208200682614825
Position 12646: 0.05472150222814719
Position 4144: 0.048333036284326024
Position 19086: 0.04392226009720126
Position 9347: 0.04378312473750025
Position 13901: 0.04072923979146732
Position 4939: 0.03838289453602215
Position 7501: 0.03799879849174112
Position 241: 0.03712310813563685
Position 38436: 0.03394911550722367
Position 36996: 0.02153208797420132
Position 26815: 0.019915570867697217
Position 12986: 0.019213619104730427
Position 25333: 0.018713234705631625
Position 1298: 0.017772221347675827
Position 21260: 0.017266335974467067
Position 5579: 0.01474379363769787
Position 27042: 0.014084594093195393
Position 13706: 0.014012902579553434
Position 24042: 0.013061752647183691
Position 8285: 0.013002211175238188
Position 35260: 0.012471667572840522
Position 25753: 0.01205001521872348
Position 28253: 0.008944833806959126
Position 13802: 0.00846258299439951
Position 32286: 0.008170920188448162
Position 26979: 0.00815927808133192
Position 33479: 0.00803194520184897
Position 5651: 0.00797834115516652
Position 2931: 0.00788466666196687
Position 1981: 0.0073876235368588
Position 13741: 0.007338124558601054
Position 34407: 0.007098367437323274
Position 24915: 0.006922487401642872
Position 29354: 0.006566974375695775
Position 8602: 0.006510315992555964
Position 14141: 0.005533779308999315
Position 12185: 0.005055990394761949
Position 36341: 0.004902186252996648
Position 10086: 0.004477325610874616
Position 16507: 0.004471696479202489
Position 18109: 0.004399442527068402
Position 24239: 0.004275411245531924
Position 9508: 0.0038076732463308833
Position 18176: 0.003774345320137772
Position 17945: 0.0031637715091191706
Position 31481: 0.0030316693175049866
Position 24875: 0.0025989187648683457
Position 30022: 0.002511110338476076
Position 15378: 0.0023835901441765436
Position 24565: 0.0022336727859126717
Position 28695: 0.0020088658479509446
Position 24422: 0.0019491440879917373
Position 28295: 0.0018219851628711676
Position 32311: 0.0016873999152361792
Position 24270: 0.0015788426429383397
Position 17449: 0.0013245014236431029
Position 2271: 0.0013098664829291836
Position 79: 0.0013089244518740683
Position 29556: 0.0013000239166022854
Position 30291: 0.0012848145278409457
Position 25662: 0.0010820269895684262
Position 17982: 0.0010768045950274347
Position 282: 0.0009138674573938311
Position 20526: 0.0009123128499617377
Position 5169: 0.0008283566606749728
Position 25532: 0.000809298597331889
Position 324: 0.0007179740121500322
Position 145: 0.0007013794613469356
