Gene = Strit1
index = 1038
Annotated 5SS: [  65 2594]
Annotated 3SS: [2497 2685]
SMsplice 5SS: [  65 2594]
SMsplice 3SS: [2497 2685]
top_k =  1000
Partition function (log Z): -7.607423610305122

Sorted 5' Splice Sites (High to Low Probability):
Position 65: 0.9575968963023898
Position 2594: 0.47297353037284773
Position 1513: 0.24716201588275627
Position 1341: 0.19430133099931465
Position 410: 0.05837688155206925
Position 1664: 0.021725922465364002
Position 1880: 0.016355284955102235
Position 818: 0.014474890717303868
Position 2263: 0.014044407646303712
Position 234: 0.013244316469491705
Position 1528: 0.011970744986688115
Position 393: 0.005798036379084565
Position 783: 0.005088774267544836
Position 1928: 0.004434467432805959
Position 1293: 0.0028665599253965947
Position 1920: 0.0023611627654990617
Position 1972: 0.0017306480719360986
Position 2017: 0.0014191031309425993
Position 729: 0.0014087127334819316
Position 898: 0.0014042663159703826
Position 1494: 0.0014027315165989363
Position 85: 0.0013762233775719208
Position 2113: 0.0009889474178847047
Position 77: 0.00047893517728585813
Position 151: 0.00038881192741986305
Position 719: 0.00034912872928109334
Position 299: 0.0003316021353894196
Position 759: 0.00032649441298439157
Position 1803: 0.00031700348226824677
Position 914: 0.0002918722891894917
Position 948: 0.0002450959664725831
Position 376: 0.00021501118838622248
Position 1463: 0.00017934890048546058
Position 1232: 0.0001703452200518458
Position 1582: 0.00014132863692780238
Position 907: 0.0001406295862466859
Position 666: 0.00012140592954890151
Position 1249: 0.00011276929947855086
Position 856: 0.00010767211247961085
Position 2551: 0.00010325220760012579
Position 230: 9.335209561926273e-05
Position 2539: 7.589160504666015e-05
Position 790: 7.507402722190827e-05
Position 442: 6.543022824539175e-05
Position 1358: 6.457400388581487e-05
Position 741: 5.8685582606899144e-05
Position 1731: 4.995848109580426e-05
Position 2028: 4.928577138497142e-05
Position 2246: 4.030344360978903e-05
Position 324: 3.362846877508821e-05
Position 1570: 3.2832081944478106e-05
Position 114: 2.2231904185860564e-05
Position 261: 1.6945183698679902e-05
Position 733: 1.573870962285857e-05
Position 780: 1.373769673102929e-05
