Gene = 1700019A02Rik
index = 12
Annotated 5SS: [   83  2422  5142  5794  9867 17249 17399 24411]
Annotated 3SS: [ 2345  5091  5740  9808 17177 17375 24390 28847]
SMsplice 5SS: [  83 2422]
SMsplice 3SS: [ 2345 24390]
top_k =  1000
Partition function (log Z): -15.649559439486323

Sorted 5' Splice Sites (High to Low Probability):
Position 83: 0.9860326427969933
Position 2422: 0.9745178822612534
Position 309: 0.5456860555959191
Position 5142: 0.3319447966767556
Position 2635: 0.10703940128033455
Position 2640: 0.10656873129097243
Position 7034: 0.03350814723945791
Position 2914: 0.030134027661767322
Position 5798: 0.022511011130867085
Position 6415: 0.014894327403533855
Position 815: 0.013711875186150876
Position 4733: 0.012808865880095034
Position 6543: 0.01215002232596767
Position 5794: 0.00872489248655077
Position 1182: 0.0076431667853020845
Position 1410: 0.005459159258768747
Position 6835: 0.005370124415322464
Position 1437: 0.005028199827943304
Position 5021: 0.004518090420445987
Position 6302: 0.004184873082996134
Position 6349: 0.003974672188497403
Position 782: 0.0034879040899403234
Position 836: 0.0034410266207792702
Position 9184: 0.0030877692292207988
Position 9911: 0.0029429708841051177
Position 5910: 0.002868929061193049
Position 1362: 0.0028176727051917017
Position 795: 0.002303296573573336
Position 368: 0.002125714177625046
Position 1312: 0.0019910361463695027
Position 9867: 0.0018375149631205023
Position 6506: 0.0016751662228537095
Position 6490: 0.0016230304668506492
Position 1595: 0.0015454777325363206
Position 322: 0.0013857790438681588
Position 151: 0.0013415983821560618
Position 1027: 0.001326001107846553
Position 3546: 0.0012806930646373572
Position 4821: 0.0010218001343187978
Position 2436: 0.0010203881594048315
Position 4900: 0.0009576622100703332
Position 6332: 0.0009514770390069827
Position 5873: 0.0009307535372679844
Position 264: 0.0008584847775778041
Position 6074: 0.0008123939705164357
Position 3872: 0.0007868435283630883
Position 1989: 0.0007154305210252364
Position 128: 0.0006937858218617092
Position 404: 0.000641870886870024
Position 631: 0.00062015116896694
Position 376: 0.0005765850511068235
Position 614: 0.0005750731430803371
Position 5826: 0.0005449232464145623
Position 6398: 0.0005304409824048826
Position 1501: 0.0005201401237355617
Position 2588: 0.0005120130750375153
Position 242: 0.0004420706424985955
Position 278: 0.0004323964001339684
Position 95: 0.00037589637564798935
Position 1765: 0.00036766419985563624
Position 1849: 0.00035682760030747196
Position 1724: 0.00035252782161479713
Position 2226: 0.0003389164130778847
Position 2578: 0.00032679483156445395
Position 6258: 0.0003259737323113017
Position 1509: 0.00030459464215539634
Position 1497: 0.00025553145357930175
Position 2212: 0.0002493082258298613
Position 4261: 0.0002318410347604505
Position 634: 0.0002309604396706876
