Gene = Swsap1
index = 1048
Annotated 5SS: [250]
Annotated 3SS: [921]
SMsplice 5SS: [250]
SMsplice 3SS: [921]
top_k =  1000
Partition function (log Z): -9.498627142612

Sorted 5' Splice Sites (High to Low Probability):
Position 250: 0.9008412250110475
Position 168: 0.05978983121707156
Position 478: 0.027854886698170708
Position 772: 0.017367560250801186
Position 385: 0.015172048732309826
Position 862: 0.013473782282578893
Position 857: 0.009051802601022474
Position 1324: 0.0053968558144291134
Position 1590: 0.0030529570627504292
Position 1496: 0.0016557038089334642
Position 1320: 0.001259361181759423
Position 925: 0.0010982865181357621
Position 336: 0.0009674527198067375
Position 849: 0.0009121769810390262
Position 1726: 0.00043137278835635683
Position 1055: 0.0002964769173353114
Position 488: 0.00026698068859359083
Position 781: 0.00021401633149254723
Position 704: 0.00020709429411501908
Position 403: 0.00019122327908475373
Position 120: 0.00015458932648732828
Position 424: 0.00013495351260759054
Position 315: 0.00012664394740891604
Position 343: 0.00011519463035745618
Position 1643: 9.675534213680537e-05
Position 798: 8.367887916286127e-05
Position 1975: 7.850494066811148e-05
Position 786: 7.706814497294908e-05
Position 1136: 7.242828931005305e-05
Position 1454: 6.486612046676501e-05
Position 1409: 6.221232575934292e-05
Position 28: 6.115183288623985e-05
Position 1354: 5.959988085366565e-05
Position 382: 5.4133243411449645e-05
Position 215: 5.364080479179168e-05
Position 430: 4.483451101586671e-05
Position 172: 4.219549582298309e-05
Position 309: 4.1908855774348276e-05
Position 1797: 4.037532721314508e-05
Position 435: 3.4735784095448656e-05
Position 464: 3.122562013065479e-05
Position 181: 2.9609872977580344e-05
Position 1705: 2.3401829847723157e-05
Position 408: 1.975350087194536e-05
Position 297: 1.564664433040889e-05
Position 129: 1.5133940321915641e-05
Position 689: 1.4305310265158022e-05
Position 672: 1.3225965867577956e-05
Position 1147: 1.0398939544510847e-06
Position 389: 8.482701753307487e-07
Position 456: 7.558165397177196e-07
Position 372: 7.193250009554651e-07
Position 90: 6.629964780083768e-07
Position 446: 6.562302558944777e-07
Position 278: 5.62296598392343e-07
Position 1139: 5.530017942003091e-07
Position 584: 4.13031190270249e-07
Position 362: 3.438646602855234e-07
Position 1118: 1.9168303997931122e-07
Position 411: 7.824782503704733e-08
Position 643: 7.51535757235636e-08
Position 376: 6.57627376210417e-08
Position 645: 5.750385211535709e-08
Position 461: 4.0161448733218125e-08
Position 722: 1.523041433627273e-08
Position 748: 6.66853748170047e-09
Position 633: 1.139590189410574e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 921: 0.4753641088316998
Position 606: 0.06660526270285447
Position 924: 0.06532381511136508
Position 1559: 0.05280225225058273
Position 1544: 0.05089036259069629
Position 1900: 0.0357404702818736
Position 1167: 0.033213886462363146
Position 1374: 0.029983358019231132
Position 987: 0.02852148220451614
Position 346: 0.0248799326130045
Position 955: 0.021265361546030773
Position 994: 0.021007672651574164
Position 1227: 0.01941061902418282
Position 748: 0.017615593907625522
Position 1112: 0.017262702584809782
Position 1826: 0.01498284594211005
Position 1584: 0.009946340213784485
Position 633: 0.00932320343728071
Position 2165: 0.0089948587523592
Position 1830: 0.0057715748100929136
Position 936: 0.003915881661685225
Position 1045: 0.0037625964779272837
Position 898: 0.002982767305328884
Position 2288: 0.002285177051969343
Position 2293: 0.002216636520621373
Position 1209: 0.001979124387996864
Position 2412: 0.0017812439772148937
Position 966: 0.0016211301469760062
Position 2039: 0.001504795330538992
Position 1796: 0.0014454008497776236
Position 1283: 0.0013908032001697305
Position 370: 0.001270358073935282
Position 1791: 0.0012399106295808916
Position 1983: 0.0012179221480349
Position 771: 0.0012100052751334537
Position 1623: 0.0011088389876140298
Position 1524: 0.001065140485249432
Position 1239: 0.001025880820441993
Position 766: 0.0010198057165650906
Position 2216: 0.0009267853697342306
Position 1055: 0.0008874617978443093
Position 745: 0.0008834934251921586
Position 435: 0.0007826422221501265
Position 1033: 0.0007460489543725205
Position 1860: 0.0007378019351350193
Position 2009: 0.0007087711823546662
Position 1174: 0.0006686200966254202
Position 957: 0.0006592106957612603
Position 1868: 0.0005777711376927946
Position 640: 0.0005692113511572877
Position 712: 0.0005639367246785976
Position 440: 0.0005464218413056742
Position 1705: 0.0005143030109053059
Position 2483: 0.0004757271166960844
Position 323: 0.0004294884131308605
Position 249: 0.0004250839952111751
Position 1495: 0.00042023636742453225
Position 315: 0.0003758785077049541
Position 903: 0.0003650050920054882
Position 424: 0.00034116275839618754
Position 1345: 0.00033792331250948596
Position 2311: 0.00028801002967748004
Position 1171: 0.00027699746866752516
Position 553: 0.00026367088536046184
Position 1778: 0.00023206313809435623
Position 1681: 0.0002231892233536226
Position 2104: 0.0002089561577027225
Position 1489: 0.0001855366499682929
Position 1491: 0.00017237369181536807
Position 2099: 0.0001704287835949425
Position 2317: 0.00016192758494211026
Position 1136: 0.00014461891386584433
Position 1383: 0.0001415877478179552
Position 334: 0.00013872140446678397
Position 643: 0.00013501765125412018
Position 1310: 0.00013235476455563777
Position 1569: 0.00013122847326678866
Position 1914: 0.00012965082771907767
Position 2124: 0.00012451930462531935
Position 297: 0.00012235606566323804
Position 698: 0.00010648999026069537
Position 1263: 0.00010131503355202216
Position 1347: 9.389602045207985e-05
Position 1353: 8.927909780771453e-05
Position 1772: 7.42038367928127e-05
Position 2090: 7.381564434660356e-05
Position 382: 7.326753935026303e-05
Position 1252: 6.77643936743417e-05
Position 1721: 5.700307800781038e-05
Position 2238: 5.5454308905891536e-05
Position 1243: 5.5159016225965766e-05
Position 1388: 5.437119389040179e-05
Position 2435: 5.382477243674746e-05
Position 763: 5.249708163937993e-05
Position 2350: 4.9866358461519636e-05
Position 2365: 4.762964651959447e-05
Position 1062: 4.727226403540848e-05
Position 1712: 4.636343130208338e-05
Position 1066: 4.6298765488233866e-05
Position 1402: 4.612846205427896e-05
Position 1643: 4.608966511525848e-05
Position 1279: 4.5109041542254836e-05
Position 1047: 4.2589295687068026e-05
Position 577: 4.117095521526495e-05
Position 2073: 3.5601341890731966e-05
Position 2224: 3.323132070762926e-05
Position 649: 3.140390587620611e-05
Position 874: 2.9145061425556495e-05
Position 1627: 2.7195815467671596e-05
Position 2246: 2.677814416240453e-05
Position 1177: 2.521264123838139e-05
Position 1315: 2.3965990325414104e-05
Position 1317: 2.33341712391674e-05
Position 136: 2.1895020278382505e-05
Position 2336: 2.016859231551449e-05
Position 1501: 1.9887162423217177e-05
Position 446: 1.9753036130218248e-05
Position 1395: 1.9396373148084618e-05
Position 2326: 1.820490311011882e-05
Position 1126: 1.7705261470616233e-05
Position 117: 1.6894451215101173e-05
Position 191: 4.762290597436998e-06
Position 406: 3.6458507270895405e-06
Position 201: 1.3804561315325423e-06
Position 397: 1.2617789661404824e-06
Position 786: 1.0449225807189085e-06
Position 794: 8.833393685760907e-07
Position 403: 8.118061465627414e-07
Position 232: 7.6512106330088e-07
Position 226: 7.027104584035373e-07
Position 395: 6.067928401307635e-07
Position 779: 5.187746286081831e-07
Position 452: 3.3075579392105856e-07
Position 309: 2.502798391656733e-07
Position 833: 2.1221746756512328e-07
Position 154: 2.0285368649386854e-07
Position 840: 1.526334636782429e-07
Position 215: 1.1416179206443144e-07
Position 147: 9.163743348779511e-08
Position 555: 8.963507831988981e-08
Position 234: 6.080462078233857e-08
Position 259: 5.842279627023184e-08
Position 203: 2.830975159141417e-08
Position 160: 2.201647013915136e-08
Position 835: 8.544166239829807e-09
Position 482: 7.606284614722163e-11
