Gene = Eif3g
index = 369
Annotated 5SS: [  80  246  540  736  917 2508 2796 3535 3791 3991]
Annotated 3SS: [ 198  455  646  856 2402 2605 3426 3653 3883 4180]
SMsplice 5SS: [  80  246  540  736  917 3535 3791 3991]
SMsplice 3SS: [ 198  455  646  856 3426 3653 3883 4180]
top_k =  1000
Partition function (log Z): 13.554973104180684

Sorted 5' Splice Sites (High to Low Probability):
Position 736: 0.9847197734725457
Position 246: 0.9482200614953941
Position 917: 0.9430415509383456
Position 540: 0.8807083825069306
Position 3991: 0.8780540983323605
Position 2508: 0.7809745406261945
Position 3535: 0.7216699124967656
Position 3791: 0.7184806815340111
Position 80: 0.4132576518183292
Position 2796: 0.40352839448610134
Position 136: 0.28559487773868913
Position 3795: 0.20747614744772977
Position 3573: 0.20540669204680187
Position 3543: 0.04361864311620346
Position 4097: 0.043348945069957595
Position 941: 0.03710615335088148
Position 3329: 0.01569015997360489
Position 2936: 0.014160785263413253
Position 2466: 0.010933478157403281
Position 1029: 0.008668670099544492
Position 2837: 0.008490519812082247
Position 3467: 0.00577910424982953
Position 119: 0.004902212351012689
Position 102: 0.004717377653708483
Position 1295: 0.004657126635711284
Position 741: 0.0038541605169248342
Position 349: 0.0036744574266449385
Position 91: 0.0036558309167570692
Position 2942: 0.0033184356679039867
Position 3343: 0.003048920428005393
Position 2804: 0.0027939431910699087
Position 788: 0.002679988601937468
Position 1308: 0.0020939532105817065
Position 4064: 0.001988253713653666
Position 2820: 0.001827357553173908
Position 224: 0.001766252269932464
Position 2954: 0.001760066457862276
Position 86: 0.0017065958407425752
Position 3977: 0.001702031997888604
Position 1690: 0.0015904397210326638
Position 2517: 0.0012468768530882238
Position 3982: 0.0011910633309654237
Position 2339: 0.0010220521100850453
Position 2470: 0.0008650224126158492
Position 3803: 0.0005818627480527822
Position 3821: 0.0005209367233690895
Position 3817: 0.00043675383187296224
Position 2764: 0.00043209637809487223
Position 547: 0.00031323460727740167
Position 46: 0.00029768179159217077
Position 3702: 0.00029484965190539395
Position 1901: 0.00027267859713620376
Position 3577: 0.00026409680159410046
Position 2186: 0.00024506896232604885
Position 2876: 0.0002255014703236693
Position 3301: 0.00022495415500460087
Position 1177: 0.00021542235749365466
Position 3267: 0.00018013616286661536
Position 1299: 0.00016147730332535855
Position 2897: 0.00015943042577790735
Position 1819: 0.00012337604040725626
Position 747: 0.0001201788164771752
Position 2834: 0.00012000239581054128
Position 2663: 0.0001102940623538366
Position 4032: 0.00010352705242644406
Position 549: 8.140608813753609e-05
Position 526: 7.618405357301605e-05
Position 312: 7.426790551867449e-05
Position 2829: 6.543164306086567e-05
Position 3326: 6.340151599602927e-05
Position 694: 6.200591939170768e-05
Position 2451: 6.172271966238512e-05
Position 2478: 5.36616984321913e-05
Position 2840: 5.319157920604722e-05
Position 702: 4.907339564439797e-05
Position 2665: 4.3573865164924034e-05
Position 774: 3.897808679509875e-05
Position 2798: 3.853447939717199e-05
Position 782: 3.730144726324706e-05
Position 2703: 3.716141469678367e-05
Position 340: 3.625389725501833e-05
Position 764: 3.6177293241701154e-05
Position 2551: 3.6165196264845674e-05
Position 4040: 3.39495389843025e-05
Position 4037: 2.8079096217787986e-05
Position 259: 2.7981672069854597e-05
Position 250: 2.2701266306722363e-05
Position 3927: 2.220361545781874e-05
Position 2908: 2.1688071807632373e-05
Position 2842: 1.2429816390828828e-05
Position 1846: 1.196161116266619e-05
Position 3784: 1.1302350751164449e-05
Position 3830: 1.1260132163564995e-05
Position 3941: 1.010758761125242e-05
Position 41: 9.296344749883315e-06
Position 3688: 8.6996186375533e-06
Position 513: 7.957271242105786e-06
Position 4087: 7.709034795867199e-06
Position 278: 7.297514288584985e-06
Position 146: 7.126347710796922e-06
Position 3948: 5.936492169703717e-06
Position 772: 4.527849242268525e-06
Position 4101: 4.0977800610281625e-06
Position 4106: 2.5413556334887467e-06
Position 140: 2.3468605841518833e-06
Position 17: 2.2936278462028635e-06
Position 4052: 2.2844883538766786e-06
Position 670: 1.9941187973947622e-06
Position 405: 1.0081224480995035e-06
Position 411: 9.458136364832784e-07
Position 3590: 9.362186397624766e-07
Position 946: 7.440665515545642e-07
Position 1001: 6.58063766469297e-07
Position 3812: 6.456334293254289e-07
Position 462: 4.3249481316581434e-07
Position 189: 4.188016538707599e-07
Position 1052: 3.60094116052079e-07
Position 1007: 2.4338549244324293e-07
Position 1343: 1.6947069513366347e-07
Position 605: 1.4144413750761067e-07
Position 1114: 1.3651844364564954e-07
Position 1014: 1.3194822718679193e-07
Position 996: 1.314412545385954e-07
Position 416: 1.2447819128463517e-07
Position 1268: 1.0169829853059179e-07
Position 948: 8.838216469891663e-08
Position 990: 6.905408682671522e-08
Position 626: 6.447473202507028e-08
Position 1043: 5.894493318953868e-08
Position 464: 2.291371766329831e-08
Position 632: 1.2544681407605486e-08
Position 798: 1.241811903526559e-08
Position 1703: 1.0707991065383912e-08
Position 972: 9.668816651508689e-09
Position 1159: 5.002560374984692e-09
Position 1169: 4.171862016994814e-09
Position 3512: 2.0993250847831645e-09
Position 3505: 1.1514515612959103e-09
Position 3601: 1.1255947432279358e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 856: 0.9858446449622962
Position 3426: 0.9775946264160955
Position 646: 0.9472722989481641
Position 3883: 0.9036246546147185
Position 4180: 0.7626969590820889
Position 3653: 0.7205958938285048
Position 198: 0.7016432866800959
Position 455: 0.6717093687753045
Position 2351: 0.2791824127865162
Position 2605: 0.2740209744315882
Position 2402: 0.21243143210877913
Position 4127: 0.16669685837925144
Position 3718: 0.16602576098710317
Position 2397: 0.15936777327266058
Position 405: 0.14129961328088567
Position 2276: 0.0863696205096377
Position 2716: 0.07550233254422024
Position 3900: 0.06229489415249951
Position 2243: 0.03271249049783807
Position 471: 0.02663475069027715
Position 2683: 0.026410264412280636
Position 3210: 0.02247078817113535
Position 666: 0.02220175496213886
Position 3694: 0.02192077685985698
Position 2626: 0.02168869455604879
Position 3938: 0.02000682967381401
Position 626: 0.016662528502776303
Position 2466: 0.015786616272210778
Position 2620: 0.01576131549110696
Position 2629: 0.014782327126686576
Position 1183: 0.005805273999783432
Position 475: 0.003989821651128477
Position 3606: 0.0034934800885313023
Position 601: 0.0033223228061632477
Position 3706: 0.0031689078848649247
Position 485: 0.00290138690161033
Position 4228: 0.002799448498179184
Position 2840: 0.0027130385747184318
Position 3428: 0.0025237181819929575
Position 3363: 0.00246276603597024
Position 4027: 0.0023812822570572047
Position 2248: 0.0022704547123587452
Position 2500: 0.0018463856032529212
Position 2281: 0.0017724840994402188
Position 513: 0.0017545914699352075
Position 4106: 0.0016947832853264505
Position 2726: 0.001647932795140172
Position 1569: 0.0013536788140302474
Position 2313: 0.0013291555109073694
Position 589: 0.001211305074928696
Position 4063: 0.0011555644881790512
Position 2650: 0.0010228285583394519
Position 4236: 0.0009421221084060952
Position 2411: 0.0009298385956052625
Position 3443: 0.0009149071830379352
Position 814: 0.0008960225086521123
Position 2737: 0.000781885014498995
Position 2876: 0.0007392460478787905
Position 3481: 0.0006898473991469918
Position 3766: 0.0005451100895817498
Position 3398: 0.0005375263030699482
Position 205: 0.0005252339391175424
Position 605: 0.0005104864719713918
Position 2414: 0.0004744125604312164
Position 2623: 0.0004612499362347033
Position 1214: 0.00040763386693142397
Position 3916: 0.0004011826285455421
Position 3310: 0.000383546879020965
Position 2149: 0.00036198032602548886
Position 223: 0.00031544206853436875
Position 4059: 0.000309492371445936
Position 2034: 0.0003091685920603242
Position 3772: 0.00030094816152322697
Position 1777: 0.00029719016155540514
Position 1285: 0.0002708957819793207
Position 3452: 0.00026834851189600937
Position 1818: 0.00023693138243964518
Position 670: 0.0002326593401891035
Position 4200: 0.00022894392672058577
Position 2289: 0.00021811709798852033
Position 2644: 0.00020756193620928763
Position 4146: 0.00019336051993608326
Position 864: 0.0001929975201252486
Position 1136: 0.00018278661807989157
Position 4047: 0.0001691143143558609
Position 832: 0.00016094493697735315
Position 1645: 0.00016090411754798848
Position 2740: 0.00015786066785268777
Position 2782: 0.00015722369592612807
Position 2429: 0.00015608175885075716
Position 3588: 0.00013358039131371516
Position 2779: 0.00012158586981843144
Position 2570: 0.00011941514277618312
Position 319: 0.00011000805204103552
Position 2743: 0.00010683653371755726
Position 3434: 0.00010335627226175981
Position 1121: 9.510807482971523e-05
Position 3313: 9.36021908559522e-05
Position 873: 8.591510898181226e-05
Position 2158: 8.300564869334703e-05
Position 4074: 8.086413588031941e-05
Position 3256: 7.926619401428872e-05
Position 2659: 7.321581940282159e-05
Position 2125: 7.103386079136665e-05
Position 4085: 6.856119158695702e-05
Position 2826: 6.744893118956888e-05
