Gene = Dmkn
index = 339
Annotated 5SS: [  539   930  1085  1339  1711  2755  3460  3668  7330  7511  7983 11622
 12361 13893 14047 14507 15942 16118]
Annotated 3SS: [  752  1027  1287  1503  2709  3396  3616  7269  7462  7934 11564 12315
 13844 13998 14437 15914 16069 16976]
SMsplice 5SS: [  539   930  1085  1711  3460  7330  7511  8057 12361 14507 15942]
SMsplice 3SS: [  752  1027  1503  3396  7269  7462  7934 12315 14437 15914 16069]
top_k =  1000
Partition function (log Z): 11.462082123758988

Sorted 5' Splice Sites (High to Low Probability):
Position 1711: 0.9977082381112335
Position 930: 0.95421421438867
Position 7330: 0.935877723441729
Position 539: 0.9087092191123253
Position 14507: 0.8703900388168145
Position 3460: 0.8435227394248236
Position 8057: 0.7788970791177828
Position 12361: 0.7544407712441571
Position 7511: 0.7146251072681197
Position 15942: 0.5733788705817134
Position 1085: 0.5475704736521505
Position 13893: 0.5325365462726966
Position 3668: 0.4009986161394216
Position 1339: 0.40059619072137803
Position 16118: 0.385265991617325
Position 1992: 0.3475990141689463
Position 6000: 0.27990970845088725
Position 5809: 0.18020550504853564
Position 11622: 0.14068328182283807
Position 7983: 0.12564146090416017
Position 9739: 0.10578875808927916
Position 6047: 0.09505361992500078
Position 16114: 0.08782720889291218
Position 3518: 0.08565840513187203
Position 16189: 0.08236004336981026
Position 2755: 0.07370388469585813
Position 10611: 0.0719034846979434
Position 6815: 0.06712948466779038
Position 6089: 0.05199727959101857
Position 14877: 0.038564445062424735
Position 14459: 0.03365867701315491
Position 1405: 0.028730834407960208
Position 384: 0.024104002676548848
Position 14671: 0.0214193941828755
Position 8301: 0.020041182978220093
Position 509: 0.018578939997978657
Position 6894: 0.018475895235736818
Position 559: 0.015881535878499598
Position 7752: 0.015424940702789963
Position 16615: 0.01489752316442339
Position 7128: 0.013164439858205059
Position 1969: 0.013135921547552899
Position 6995: 0.01297326995806594
Position 9364: 0.012457854708283327
Position 14538: 0.011496719913152311
Position 80: 0.010182847117369916
Position 6112: 0.0095837164715525
Position 1915: 0.009318483604481962
Position 6135: 0.0084205763431204
Position 12435: 0.006850183805945756
Position 4808: 0.0065831809646897275
Position 13789: 0.006415109564930483
Position 11702: 0.006000805978852299
Position 8879: 0.005590273199561183
Position 615: 0.005354296525963136
Position 10618: 0.005280503708886302
Position 5658: 0.0051950232664887035
Position 14289: 0.004963655376905089
Position 11685: 0.004722964220253755
Position 11466: 0.004491575999113723
Position 16832: 0.0035711720541695942
Position 16221: 0.003365309300960697
Position 3905: 0.003281814516881235
Position 213: 0.0032299972696278223
Position 3718: 0.0028825295519559636
Position 790: 0.00286995822320817
Position 1399: 0.0028671695969329993
Position 879: 0.002856248317469798
Position 16625: 0.0028076380244620373
Position 8094: 0.0023590698593454677
Position 1328: 0.0023020866519872993
Position 1058: 0.002085487036845333
Position 574: 0.0019638612408908163
Position 3092: 0.0019565450708215024
Position 1095: 0.0018443478789062489
Position 13014: 0.0018054530963008911
Position 1242: 0.0017763599408256168
Position 6876: 0.0016516979884065345
Position 7776: 0.001645798612292626
Position 1435: 0.0016314043302289435
Position 2537: 0.0016263921443497075
Position 883: 0.0016241013392604676
Position 16210: 0.001476308394321082
Position 15954: 0.0013626367271834582
Position 10256: 0.001228261112602985
Position 6172: 0.0012106718415633216
Position 4638: 0.0011573486125007642
Position 4778: 0.001131920214274165
Position 5618: 0.0010952147634295097
Position 1360: 0.0010939264134922956
Position 32: 0.0010719738653607728
Position 7357: 0.000895406773908477
Position 14544: 0.0008538089918660248
Position 14807: 0.0008508187450551414
Position 3313: 0.0007487212173322598
Position 1411: 0.0007115766001539585
Position 13879: 0.0006855295778224182
Position 13651: 0.0006682788030012564
Position 2151: 0.0005760235501344476
Position 1158: 0.0005572070555210751
Position 7756: 0.0005257373661911363
Position 16356: 0.000524943924393994
Position 3840: 0.0005157933774228929
Position 6190: 0.0004975600779347893
Position 210: 0.00048580203675339484
Position 9798: 0.0004149567168069397
Position 664: 0.0003870437322002459
Position 532: 0.0003393800628522927
Position 2810: 0.0003150537284674278
Position 1097: 0.00028002896791017387
Position 261: 0.00027152752687731275
Position 2590: 0.00024796877622353363
Position 561: 0.0002320847937477235
Position 817: 0.00022993645667742057
Position 7648: 0.00022121344833959117
Position 871: 0.0002182115883563978
Position 16235: 0.00021711006672418473
Position 3526: 0.0002124032623054643
Position 16838: 0.00020760645004120286
Position 1289: 0.00020509965980654762
Position 14550: 0.00020297153297805888
Position 2011: 0.00018157013969821996
Position 3715: 0.00013847056127273426
Position 15256: 0.00013526137999263975
Position 1697: 0.00013379923001401747
Position 1704: 0.0001254046743508405
Position 3537: 0.00011881683351146786
Position 518: 0.00011323355176079976
Position 626: 0.00010339911409361271
Position 2216: 9.386900901038747e-05
Position 543: 9.366502200286785e-05
Position 204: 9.146318326141092e-05
Position 7340: 8.102261097326413e-05
Position 1900: 7.92745806084452e-05
Position 2127: 7.293643325063377e-05
Position 311: 7.145396424494013e-05
Position 3491: 6.946924240160769e-05
Position 766: 6.891339349297941e-05
Position 793: 6.8490725416116e-05
Position 36: 6.580161977166417e-05
Position 1111: 6.399955696544118e-05
Position 580: 6.265670122673548e-05
Position 14675: 5.950005933520421e-05
Position 2897: 5.410267066002444e-05
Position 7369: 4.463229176532988e-05
Position 635: 4.275987163542777e-05
Position 2664: 4.035022568913787e-05
Position 935: 4.0080463994992035e-05
Position 14934: 3.9987217822537346e-05
Position 2657: 3.567742881197169e-05
Position 237: 3.47867410949801e-05
Position 14631: 3.364481531042954e-05
Position 2820: 3.208258766203648e-05
Position 2911: 3.153619621960055e-05
Position 1258: 3.1179507866268125e-05
Position 588: 2.513297323629936e-05
Position 1348: 2.430714683497097e-05
Position 3016: 2.392779036847701e-05
Position 801: 2.3516777010790538e-05
Position 889: 2.179764682841051e-05
