Gene = Sprr2f
index = 1020
Annotated 5SS: [42]
Annotated 3SS: [688]
SMsplice 5SS: [42]
SMsplice 3SS: [688]
top_k =  1000
Partition function (log Z): -5.384072392738467

Sorted 5' Splice Sites (High to Low Probability):
Position 42: 0.6067447484822652
Position 97: 0.33536234407582494
Position 443: 0.24079730105698216
Position 799: 0.2360995502889026
Position 294: 0.13357942446665405
Position 589: 0.0925503123177246
Position 366: 0.02000256022270749
Position 774: 0.018628744977043955
Position 210: 0.01751616569158194
Position 757: 0.013866109766118013
Position 85: 0.004077788167795588
Position 93: 0.002199718465481815
Position 761: 0.0021765956238284107
Position 759: 0.0016268801704584805
Position 570: 0.0014470592537167007
Position 936: 0.0011920979982862332
Position 9: 0.0011375206931018163
Position 801: 0.0007705251671586524
Position 828: 0.0004967531582047937
Position 539: 0.0003551433112644219
Position 402: 0.0002931859949189047
Position 263: 0.00025019582771062176
Position 101: 0.00024617902819962267
Position 788: 0.0002346291040695612
Position 1097: 0.00022287049263573495
Position 332: 0.0001720105994115182
Position 941: 0.00015844761110251683
Position 918: 0.00013706838675524972
Position 110: 0.00013555830583712714
Position 176: 0.00013236800261832142
Position 394: 0.00013128774424486027
Position 214: 0.00012978551497578976
Position 644: 0.0001252450719752812
Position 17: 9.218717601902416e-05
Position 115: 8.734497357745984e-05
Position 136: 7.689806630046285e-05
Position 594: 7.606850442803027e-05
Position 75: 6.606718947413301e-05
Position 453: 3.15578969118072e-05
Position 183: 2.7958576919568537e-05
Position 1080: 2.563357275441157e-05
Position 842: 2.3014947906036043e-05
Position 46: 1.991598435956195e-05
Position 103: 1.822757991854512e-05
Position 297: 1.6140168910734112e-05
Position 434: 1.5601886843783745e-05
Position 488: 1.4401129275889935e-05
Position 951: 1.3364913500757215e-05
Position 190: 1.15297520309157e-05
Position 711: 1.106964533101477e-05
Position 1172: 9.805514009420697e-06
Position 1132: 7.196717863035777e-06
Position 815: 7.1902729005888615e-06
Position 990: 5.60207704008806e-06
Position 48: 3.3752999929787848e-06
Position 729: 2.977276696448721e-06
Position 64: 2.947426252109298e-06
Position 217: 2.79881867594548e-06
Position 138: 1.7676024013427362e-06
Position 66: 1.6159099695027108e-06
Position 1025: 1.2332789282459707e-06
Position 854: 1.3942799707450052e-08
Position 889: 6.756339755271582e-09
Position 635: 1.2372243917236172e-09
Position 648: 4.446166093732968e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 688: 0.8975541393673339
Position 213: 0.29110838623858615
Position 873: 0.16640521053075177
Position 876: 0.12492615421954685
Position 343: 0.09788677284887083
Position 410: 0.07027197047110395
Position 276: 0.019494285880957085
Position 915: 0.013378413941355704
Position 1001: 0.010274975953134945
Position 1025: 0.008739892738134079
Position 293: 0.008454260430999007
Position 507: 0.005930971544344799
Position 912: 0.005891345646904255
Position 355: 0.001843172178905474
Position 381: 0.0015019479532118556
Position 147: 0.001201358396283837
Position 1244: 0.001070982729641505
Position 828: 0.001037465636835217
Position 418: 0.0009740217344815385
Position 442: 0.0008956614728778884
Position 1208: 0.0008113041951686287
Position 290: 0.0005876439320411091
Position 1080: 0.0004732904917579775
Position 150: 0.0003316075951605372
Position 534: 0.0002462781052209906
Position 84: 0.00023955338154749847
Position 558: 0.00023833554703270592
Position 1172: 0.0002350290078206522
Position 721: 0.00021347237831518282
Position 726: 0.00019492863599452473
Position 918: 0.00019431523440814348
Position 774: 0.00018545350532087258
Position 176: 0.00015457118985427642
Position 1041: 8.783842479481377e-05
Position 115: 6.651620362954608e-05
Position 604: 6.0588621160721915e-05
Position 512: 5.1113280269779346e-05
Position 539: 4.915425924607815e-05
Position 1137: 4.710331740398199e-05
Position 225: 3.43198299052554e-05
Position 729: 3.409703587063835e-05
Position 703: 3.4059576503119325e-05
Position 563: 2.9619237932372808e-05
Position 520: 2.8783340885003448e-05
Position 747: 2.5290919053681815e-05
Position 696: 2.522728460533408e-05
Position 547: 2.4340769244682612e-05
Position 1044: 2.3122122509265414e-05
Position 1205: 1.59196676309415e-05
Position 1146: 1.3869267476332843e-05
Position 936: 9.166206448802996e-06
Position 297: 8.584460395139643e-06
Position 930: 7.79169239765528e-06
Position 1114: 7.233934507122949e-06
Position 810: 6.992712597283302e-06
Position 366: 6.813566560563638e-06
Position 963: 6.431542576629017e-06
Position 300: 3.853482062297752e-06
Position 523: 3.189244548611304e-06
Position 154: 2.9406525352843493e-06
Position 932: 2.7519049297113165e-06
Position 227: 1.6214604530082224e-06
Position 587: 1.2833222380796555e-06
Position 190: 1.133668760425428e-06
Position 426: 8.982923322955254e-07
Position 570: 3.1455846364845927e-07
Position 610: 3.078950090597115e-07
Position 93: 1.437286806649669e-07
Position 618: 4.888930525248976e-08
Position 735: 4.5154121219982355e-08
Position 110: 5.7268934162460685e-09
Position 97: 7.201925988466873e-10
Position 101: 3.161403871851505e-11
Position 608: 1.5465789526482616e-11
