Gene = Zranb2
index = 1208
Annotated 5SS: [  315  2227  2427  3510  6550  7030  7710  9085 10963]
Annotated 3SS: [ 2173  2317  3426  6472  6894  7539  8997 10803 12514]
SMsplice 5SS: [  315  2227  2427  3510  6550  7030  7710  9085 10963]
SMsplice 3SS: [ 2173  2317  3426  6472  6894  7539  8997 10842 12514]
top_k =  1000
Partition function (log Z): 8.467930862133572

Sorted 5' Splice Sites (High to Low Probability):
Position 7030: 0.9843588663357199
Position 2427: 0.914301095370993
Position 6550: 0.8821441221603984
Position 10963: 0.8817757919880707
Position 3510: 0.8815642469788159
Position 7710: 0.8766084654938584
Position 2227: 0.673041818540337
Position 9085: 0.5162060428838326
Position 9094: 0.48066172375466837
Position 2924: 0.3693899375930733
Position 49: 0.3381918567839487
Position 315: 0.2904639286446618
Position 280: 0.279071401404316
Position 636: 0.22035065251564248
Position 3159: 0.20130274218584557
Position 10690: 0.17894152709885144
Position 13608: 0.16734603768459835
Position 9329: 0.12151109289056544
Position 7984: 0.10806866867602716
Position 140: 0.09305034906460567
Position 5223: 0.09099476305070711
Position 12686: 0.08713766717800094
Position 6816: 0.0776273992190758
Position 7466: 0.0564254910625779
Position 7385: 0.052686958527195515
Position 6769: 0.047507042209529254
Position 9936: 0.04170148109155907
Position 7946: 0.04016407622036621
Position 9509: 0.03961246476768845
Position 13808: 0.03798547316805492
Position 2000: 0.037466220921525344
Position 910: 0.035670801642462745
Position 3179: 0.03174177116904391
Position 11990: 0.03161862542892714
Position 5465: 0.02858654465878933
Position 7731: 0.022073983772277588
Position 5798: 0.020825438871090226
Position 7965: 0.018794388635450385
Position 130: 0.01607163481191872
Position 9642: 0.01377088436311539
Position 8832: 0.013756648031654784
Position 5321: 0.013550473410524087
Position 8725: 0.011699311483541341
Position 2865: 0.011389462070072283
Position 12412: 0.011126317781069027
Position 655: 0.010964393822950837
Position 4865: 0.010443681588838263
Position 4898: 0.009480379423994276
Position 138: 0.009460649717379891
Position 12744: 0.009060203715664255
Position 8710: 0.009040276744167323
Position 7969: 0.008965245859369496
Position 9397: 0.008776402447332953
Position 10408: 0.008572914222206468
Position 1968: 0.008450881067370549
Position 9272: 0.007892254588960819
Position 11688: 0.007700300658089406
Position 5549: 0.0076774131325892305
Position 13761: 0.007487794204378382
Position 5282: 0.007156942401063359
Position 12991: 0.006697200311021189
Position 1417: 0.005956393866288199
Position 7704: 0.00579409624580398
Position 914: 0.005673952665701348
Position 5070: 0.005500369110911519
Position 10951: 0.005364947614459711
Position 6640: 0.004785126203189533
Position 284: 0.004387360843869646
Position 5149: 0.004284153581883908
Position 3269: 0.0041904267059402565
Position 2626: 0.003837382162818403
Position 217: 0.0036658359119452924
Position 7698: 0.003614198169163235
Position 6613: 0.003077537124862572
Position 6139: 0.0026627631718245406
Position 6635: 0.0025255535816210814
Position 7748: 0.0023806868252529375
Position 7014: 0.0023055979193039857
Position 5461: 0.002302533054747486
Position 9987: 0.00229893005028716
Position 7662: 0.002215222397287302
Position 363: 0.0021444942228868516
Position 7994: 0.002127209024233872
Position 12580: 0.002089963574955321
Position 2011: 0.0020873487266303797
Position 171: 0.002019769823730239
Position 7718: 0.002005704190324489
Position 12658: 0.0018716441723319079
Position 1227: 0.001710011946058857
Position 261: 0.001659178074232843
Position 11288: 0.0015758901570524005
Position 9286: 0.0014639588585110138
Position 12612: 0.0014203543049006034
Position 357: 0.0014184957823905509
Position 868: 0.0013138466434029863
Position 102: 0.0011985909226317174
Position 13826: 0.00112844593334933
Position 1450: 0.0010840047377923211
Position 8698: 0.0010770862233576949
Position 2940: 0.0009883031750213844
Position 5849: 0.0009823138403542734
Position 7142: 0.0008798740581570059
Position 334: 0.000862404404023473
Position 10172: 0.0008505493638163503
Position 1876: 0.0008174611893722601
Position 2975: 0.0008094284308650933
Position 694: 0.0007736392486801273
