Gene = Glce
index = 435
Annotated 5SS: [  126 34182 52596 54226]
Annotated 3SS: [34090 51996 53979 61574]
SMsplice 5SS: [  126  1095 34182 52596 54226]
SMsplice 3SS: [  969 34090 52479 53979 61574]
top_k =  1000
Partition function (log Z): -40.28453731621068

Sorted 5' Splice Sites (High to Low Probability):
Position 126: 0.8854330045844039
Position 1095: 0.6780445568497993
Position 3330: 0.21466826056467667
Position 1075: 0.1814202888332566
Position 4463: 0.10363457654367247
Position 1070: 0.03853748153224338
Position 601: 0.03721893456987478
Position 5948: 0.02713637700284087
Position 4991: 0.023637084739561904
Position 1763: 0.023283013128100927
Position 231: 0.021342997607483996
Position 6721: 0.020253783543190698
Position 1443: 0.019282017260654004
Position 8874: 0.019143659705551597
Position 216: 0.016944273719326948
Position 5590: 0.014161109827577366
Position 282: 0.010216300210468838
Position 3889: 0.00921872489412469
Position 2645: 0.007875279651394238
Position 498: 0.007690365877085895
Position 1348: 0.0074141047257923745
Position 170: 0.0072676586765986735
Position 828: 0.006882162166314273
Position 8086: 0.006720682862274891
Position 1231: 0.006174815845419253
Position 4479: 0.006006421632735112
Position 1131: 0.005667860249364942
Position 682: 0.005361769782556851
Position 1050: 0.004013380705229644
Position 5838: 0.0039986347287069126
Position 11188: 0.003821432322356318
Position 4469: 0.0037267079789719258
Position 534: 0.0035977732943037054
Position 2662: 0.0029899282502473257
Position 1081: 0.0028677608338157157
Position 545: 0.0026166866838489506
Position 4010: 0.0024719682726325673
Position 478: 0.0020285246685318352
Position 2657: 0.0019985319657644116
Position 1187: 0.001874163430672395
Position 605: 0.0018411947840705136
Position 838: 0.0016914094075446665
Position 688: 0.0016420194765981915
Position 611: 0.001561209031539451
Position 556: 0.0008531887684035821
Position 1756: 0.0007265039633764972
Position 209: 0.0006805872403087757
Position 1433: 0.0005860515848921635
Position 607: 0.0005832404567415243
Position 849: 0.000562780648024693
Position 1106: 0.0004916557513578366
Position 6067: 0.00041738590110604334
Position 138: 0.0003922524259391839
Position 251: 0.0003858120097868884
Position 3062: 0.00035695004029154856
Position 729: 0.00033092710604642464
Position 1215: 0.0003120078691665323
Position 2347: 0.0002482171084744778
Position 411: 0.00024294907701664662
Position 356: 0.0002410807247162704
Position 626: 0.0002112825244791037
Position 882: 0.00017765040874071026
Position 431: 0.000145397666270695
Position 4286: 0.00014434010716085475
Position 1546: 0.00012821553120055267
Position 777: 0.00012770624525520877
Position 107: 0.00012010835267590974
Position 1888: 8.788166227526609e-05
Position 1460: 8.7552047813959e-05
Position 648: 7.592915340266101e-05
Position 301: 7.384155268234565e-05
Position 1501: 6.979494906028841e-05
Position 759: 6.89622584280373e-05
Position 573: 6.78405783802678e-05
Position 79: 6.463005505728772e-05
Position 372: 6.15546627259925e-05
Position 2555: 6.030389706962099e-05
Position 789: 5.940687814412154e-05
Position 2090: 5.92441611999928e-05
Position 519: 5.444512781821681e-05
Position 2167: 5.1316298897516636e-05
Position 60: 5.0597595730830304e-05
Position 308: 4.393891167397186e-05
Position 286: 3.942307667479557e-05
Position 143: 3.760676409884635e-05
Position 656: 3.4731222888286986e-05
Position 742: 3.191701646473585e-05
Position 513: 2.010194291143779e-05
Position 767: 1.9350574642940328e-05
Position 330: 1.8364370363273093e-05
Position 317: 1.5646465259577513e-05
Position 58: 1.544374091208674e-05
Position 692: 1.5224343325744406e-05
Position 276: 1.396490432711558e-05
Position 698: 1.3354033538439268e-05
Position 818: 1.3091966286983295e-05
Position 335: 1.2517015037025923e-05
Position 575: 1.194309144445539e-05
Position 1261: 1.1319295933099136e-05
Position 1265: 1.1062380686337363e-05
Position 441: 1.0621518605325901e-05
Position 406: 1.0535181157111662e-05
Position 146: 9.923885122419247e-06
Position 337: 9.058582312922469e-06
Position 538: 7.5684915436996975e-06
Position 1368: 5.0954015199010885e-06
Position 1053: 3.8488352615142636e-06
Position 1410: 3.187018037030065e-06
Position 993: 2.0227356176960384e-06
Position 141: 1.2542051053032206e-06
Position 1588: 1.1713595833092205e-06
Position 892: 1.0677123955203805e-06
Position 163: 1.0636017583756145e-06
Position 1154: 8.405531396678488e-07
Position 991: 6.877602733731006e-07
Position 933: 3.834612214211367e-07
Position 913: 2.7196463471923493e-07
Position 2401: 2.364679988503426e-07
Position 1124: 9.452883641196565e-10
Position 921: 1.2355450492630802e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 969: 0.9578085688655501
Position 9749: 0.2624703044374185
Position 3161: 0.22291994949961697
Position 4411: 0.08638807967315804
Position 16306: 0.07786842312383464
Position 5931: 0.06899937600123641
Position 5712: 0.05518706746103207
Position 6129: 0.04928570214660385
Position 4826: 0.04846328122919091
Position 6641: 0.0424019731819785
Position 7941: 0.03438002622699067
Position 11268: 0.033522413058124326
Position 4378: 0.03333019248260347
Position 12906: 0.030549107438091427
Position 10055: 0.02911988630866175
Position 6620: 0.028916448610619955
Position 8773: 0.028797312087081105
Position 1658: 0.028711494592398207
Position 3969: 0.028057264949243474
Position 12562: 0.021955127709273013
Position 5312: 0.019838142595164737
Position 9848: 0.01622136889533308
Position 2474: 0.013503337047611925
Position 5280: 0.011481017768189364
Position 10224: 0.010713958348130824
Position 13066: 0.01003640087104742
Position 1382: 0.0097670913693462
Position 1954: 0.00923747375624929
Position 11073: 0.008680029416153591
Position 4117: 0.008064474511837796
Position 949: 0.007998299800598898
Position 10501: 0.007243913838267008
Position 3823: 0.006584720633938972
Position 12226: 0.006522226957881638
Position 10112: 0.006372899446905079
Position 11882: 0.006165963734391242
Position 1130: 0.0058029063537432795
Position 2090: 0.005660631665119643
Position 1276: 0.0056318728159599155
Position 5472: 0.0044260258131688015
Position 9529: 0.004264566204100995
Position 3471: 0.004257600350907916
Position 1214: 0.004193754423101478
Position 5114: 0.004031023780704306
Position 7847: 0.0037177487149179095
Position 774: 0.0036411556746894927
Position 3730: 0.0035661101240742153
Position 544: 0.003160337089240855
Position 411: 0.003118008965620458
Position 10832: 0.0029791848392234487
Position 3585: 0.0029122922388531824
Position 315: 0.002683206358676832
Position 7220: 0.002655344126929543
Position 3275: 0.002626158737427159
Position 3043: 0.002602211463565
Position 672: 0.002349796927761392
Position 6551: 0.0022468462896226373
Position 9969: 0.0022397972510771326
Position 6231: 0.002213238313280967
Position 3759: 0.002165763961316529
Position 2400: 0.0021487126173160478
Position 2456: 0.0020777306070464178
Position 3933: 0.0020454200987177133
Position 4438: 0.0020297514462639015
Position 1281: 0.0019125641694616917
Position 7562: 0.0016982550535282151
Position 3124: 0.0013657921702563284
Position 5817: 0.001240655239017683
Position 8737: 0.0012307649613810196
Position 1620: 0.0011453120360686339
Position 3617: 0.0010982891840394008
Position 3386: 0.0010939346241800683
Position 1294: 0.0010234624558765285
Position 589: 0.0009906512385205286
Position 4568: 0.0009534704214129738
Position 1525: 0.000945397837117944
Position 5146: 0.0009277895724791709
Position 1186: 0.0009034232501279567
Position 4846: 0.000871970179264767
Position 5749: 0.0008598518763857677
Position 3426: 0.0008528449191677561
Position 431: 0.0008299085172951586
Position 4536: 0.0008203586396956508
Position 1662: 0.0008040425521239117
Position 7985: 0.0007799436448247184
Position 724: 0.0007721763774072761
Position 4002: 0.0007301652263259013
Position 7782: 0.0007292231462611196
Position 6173: 0.0007253692984267228
Position 3214: 0.0006641965639032773
Position 5790: 0.0006181752768811558
Position 3591: 0.0006101645287689008
Position 4081: 0.0005911548741644197
Position 4676: 0.000584053613991377
Position 1605: 0.0005812679668838461
Position 1789: 0.000521723960108357
Position 1762: 0.0005053334395442473
Position 3130: 0.000500905198554026
Position 2932: 0.00048060433535031217
Position 2006: 0.0004725321664039681
Position 1338: 0.000449931567829714
Position 506: 0.0004471021934639346
Position 3084: 0.00042976309857731775
Position 1632: 0.0004296814873156535
Position 4648: 0.00042800168935227157
Position 674: 0.0004137310637177135
Position 4285: 0.00040923990794601356
Position 3312: 0.0004055469476279524
Position 4253: 0.00039325602434965004
Position 5574: 0.0003922624771709417
Position 3971: 0.0003628022861972488
Position 4091: 0.0003520822670468474
Position 1247: 0.0003505371219577315
Position 3356: 0.0003356195953255678
Position 1432: 0.00033443456098651244
Position 1505: 0.00033246597906501244
Position 348: 0.0003247115517015534
Position 6960: 0.0003116936367338264
Position 6524: 0.00030623410569879
Position 2183: 0.0002945545502035996
Position 3737: 0.00027806230628158325
Position 2539: 0.00026909693123915304
Position 5979: 0.0002657910806652615
Position 6527: 0.00025815956481464454
Position 350: 0.000253920424201801
Position 3671: 0.00023381933850421039
Position 795: 0.00022737373455166784
Position 6376: 0.00022708370004114264
Position 2149: 0.00021214510200334626
Position 5656: 0.00020667826597867462
Position 503: 0.00020551851232502528
Position 387: 0.00018688653333364113
Position 1329: 0.00018465648921944794
Position 756: 0.0001543533755090823
Position 2502: 0.00015051659969942844
Position 2805: 0.00014779632070407436
Position 2067: 0.00013208022057429195
Position 2109: 0.00012906478224547886
Position 5317: 0.0001265574194187003
Position 2494: 0.00012639948396334232
Position 5532: 0.0001176638718439493
Position 3502: 0.00011078692977549002
Position 367: 0.0001046882330947119
Position 4912: 9.434107411785063e-05
Position 525: 9.421812820651845e-05
Position 3938: 7.97355083267843e-05
Position 1854: 6.545871040364813e-05
Position 1252: 5.907538340803219e-05
Position 2555: 5.2659514713201136e-05
Position 2027: 4.768148770893587e-05
Position 871: 4.7236740805029346e-05
Position 3289: 4.689716537260484e-05
Position 3448: 4.601712066505049e-05
Position 1356: 3.7227612857441405e-05
Position 2112: 3.7000514268337345e-05
Position 1731: 3.483725335328336e-05
Position 727: 3.2426843249581684e-05
Position 436: 3.217378497581847e-05
Position 509: 3.166323171482162e-05
Position 2564: 2.968304309405741e-05
Position 2045: 2.5585416080158866e-05
Position 416: 2.0380687520964982e-05
Position 517: 1.952884944675368e-05
Position 297: 1.584117114545675e-05
Position 326: 1.4174398199142158e-05
Position 1002: 1.218535744028154e-05
Position 475: 8.686539825344647e-06
Position 448: 8.613323252497185e-06
Position 783: 7.071801648686752e-06
Position 1226: 6.594135551738439e-06
Position 563: 3.6732654365278464e-06
Position 913: 3.3007848439329284e-06
Position 459: 1.9019605424064066e-06
Position 276: 1.725230092111947e-06
Position 473: 1.3097058296997797e-06
