Gene = Hopx
index = 543
Annotated 5SS: [  275 20256]
Annotated 3SS: [20098 27304]
SMsplice 5SS: [  275  4303 12191 20256 20593 22408]
SMsplice 3SS: [ 4155 12076 20098 20459 22322 27304]
top_k =  1000
Partition function (log Z): -6.352127290304236

Sorted 5' Splice Sites (High to Low Probability):
Position 20256: 0.9999868359695621
Position 4303: 0.9988802120335338
Position 275: 0.8928227717596775
Position 22408: 0.8277852390951107
Position 12191: 0.7484329894929033
Position 20593: 0.6923754930391904
Position 26603: 0.12315810247043507
Position 11223: 0.12230264733588347
Position 14074: 0.11906637178328373
Position 23078: 0.0700698817135867
Position 12705: 0.06840872881099244
Position 87: 0.057637925931619045
Position 25213: 0.05197835442030439
Position 92: 0.05179373467108465
Position 1135: 0.050841688541356324
Position 1060: 0.050603148536575875
Position 26595: 0.04618928903951671
Position 23215: 0.04329156550465938
Position 900: 0.03763910746211115
Position 25666: 0.03630608870034013
Position 27160: 0.036179298847847575
Position 3808: 0.03170031110416926
Position 20605: 0.02604575150120774
Position 909: 0.02572570092984844
Position 25369: 0.02242541781893202
Position 2387: 0.019538591894726887
Position 22658: 0.01813734826804546
Position 594: 0.017385957393261993
Position 3815: 0.015145181113811738
Position 12305: 0.014870293351283302
Position 21409: 0.01357404071911454
Position 2633: 0.01314876859392064
Position 7437: 0.012762783154946524
Position 292: 0.011070719158311195
Position 26065: 0.010569886352831953
Position 704: 0.010211928139052808
Position 4000: 0.008696235495859982
Position 25328: 0.007351625459666976
Position 4006: 0.006326597572481272
Position 26189: 0.006265797109790773
Position 2709: 0.00625761297250189
Position 2287: 0.006126360657228107
Position 4061: 0.005844674067723678
Position 26983: 0.005679241439168637
Position 24549: 0.0048223035465793035
Position 21308: 0.004820697649346844
Position 4056: 0.004471469720428161
Position 8023: 0.004466516022072979
Position 504: 0.004423639267071214
Position 758: 0.00440526085275891
Position 1127: 0.004355788083772413
Position 21291: 0.004132575653508028
Position 2123: 0.002897474962569253
Position 3646: 0.0028359964600260905
Position 23623: 0.002430449909804045
Position 3292: 0.00242715736114494
Position 22528: 0.0021384891746289874
Position 954: 0.002113409516732906
Position 12649: 0.002082734879389525
Position 1179: 0.002056166377837847
Position 142: 0.0019442491004644403
Position 26937: 0.0018559293754350876
Position 3936: 0.0015936500525030892
Position 133: 0.0015869062648858534
Position 12904: 0.0014225421880751522
Position 7813: 0.001375906750506903
Position 22398: 0.0010770419097396366
Position 396: 0.0010463128899473098
Position 10185: 0.0010461042948234234
Position 26297: 0.0009505572663085892
Position 22783: 0.0008802922505137408
Position 7561: 0.0008657830073604499
Position 23002: 0.0008350013331623799
Position 1362: 0.0007469265657145616
Position 22362: 0.0007194297632007193
