Gene = Cwh43
index = 308
Annotated 5SS: [  330  2254  5898  7090  9059 10722 12127 15505 17920 22598 24473 25899
 28294 32422 35386]
Annotated 3SS: [ 2061  5776  6934  8856 10632 11868 15378 17839 22491 24336 25748 28148
 32359 35229 46942]
SMsplice 5SS: [  330  5898  7090 10722 15505 17920 22598 24473 25899 28294 32422 35386
 42682]
SMsplice 3SS: [ 5776  6934 10632 15378 17839 22532 24336 25748 28148 32359 35229 42553
 46942]
top_k =  1000
Partition function (log Z): 8.655333855901134

Sorted 5' Splice Sites (High to Low Probability):
Position 35386: 0.984526516979907
Position 15505: 0.9827969461055166
Position 10722: 0.9792569165142752
Position 25899: 0.9498393262356792
Position 24473: 0.9463544215656229
Position 28294: 0.9307062889845917
Position 32422: 0.88905138822486
Position 7090: 0.8849537519933531
Position 330: 0.8451292159408962
Position 5898: 0.8375513461287437
Position 17920: 0.6570470920869024
Position 36358: 0.5262598017509456
Position 4016: 0.5243060322406603
Position 22598: 0.4966678670337734
Position 42682: 0.45877955194396913
Position 12127: 0.4349591568538967
Position 14063: 0.42852646464357175
Position 2254: 0.4083612681847473
Position 9059: 0.39800197033113366
Position 7761: 0.3494972124733678
Position 13891: 0.3250860661499853
Position 29315: 0.3026336034978774
Position 8465: 0.2987118794364914
Position 37755: 0.21445553131385722
Position 30023: 0.20888312986656038
Position 33349: 0.19118943890112672
Position 38017: 0.1702897574921287
Position 24708: 0.16449181301258156
Position 1478: 0.15841887119226564
Position 10533: 0.12154201384886898
Position 16210: 0.12028421472468362
Position 38310: 0.11851040664818446
Position 26735: 0.1126703687083219
Position 14067: 0.10235523482171327
Position 34232: 0.1004442931886783
Position 1656: 0.09861573800236087
Position 27349: 0.09570886525508264
Position 641: 0.07721433743796167
Position 20230: 0.0649079897409113
Position 18815: 0.0648516312466354
Position 11705: 0.06320183470827702
Position 44535: 0.059026006355132825
Position 29743: 0.05686937518649312
Position 13150: 0.05597722807329088
Position 120: 0.05288739962126732
Position 34860: 0.05244899675617216
Position 29377: 0.04985995914542553
Position 42666: 0.04476662722361111
Position 27213: 0.043975507465907594
