Gene = A630095N17Rik
index = 79
Annotated 5SS: [ 116 8797]
Annotated 3SS: [ 8659 11516]
SMsplice 5SS: [ 116 8797]
SMsplice 3SS: [ 8659 11516]
top_k =  1000
Partition function (log Z): -9.218398209956682

Sorted 5' Splice Sites (High to Low Probability):
Position 116: 0.9878567412287881
Position 8797: 0.36575087890643104
Position 8893: 0.3599394693754524
Position 9172: 0.1481060572065098
Position 6775: 0.14449378069906546
Position 6652: 0.12351030264849208
Position 1662: 0.11880283077637026
Position 824: 0.1157898585291928
Position 8468: 0.0662747513646334
Position 6656: 0.05652343012706598
Position 9437: 0.05634042674502695
Position 4080: 0.037068540735464034
Position 6238: 0.034985440712923616
Position 6924: 0.024085623496772603
Position 7381: 0.02147049004843787
Position 1212: 0.01949807833159493
Position 7552: 0.016971129298220675
Position 7345: 0.01585071351633574
Position 11168: 0.015510610389736832
Position 7929: 0.015390882205142946
Position 3860: 0.014949774482502835
Position 10788: 0.010720668709107917
Position 4253: 0.009653784206930529
Position 6800: 0.008480514928579992
Position 2386: 0.007614918315245297
Position 7103: 0.007179808769799439
Position 9466: 0.006387204531217137
Position 8765: 0.006230202193318198
Position 8713: 0.004447300827047441
Position 1451: 0.004078522796280055
Position 6720: 0.003927429422310161
Position 11190: 0.0037282139266578388
Position 1326: 0.002961178905138027
Position 7004: 0.0029457070184034004
Position 7720: 0.0025651530207127884
Position 7872: 0.002360630840135423
Position 437: 0.0022339368164475248
Position 1043: 0.002119153367005098
Position 7831: 0.0016151751305412817
Position 524: 0.0012703554413908442
Position 497: 0.0011689675741943868
Position 10097: 0.0010702392703012466
Position 6633: 0.0010675932436548464
Position 960: 0.0008548723396110612
Position 10800: 0.0007835659204264924
Position 998: 0.0007315032336712699
Position 74: 0.000424807160406613
Position 5296: 0.0004140676122762124
Position 4257: 0.00036852717570546743
Position 3834: 0.0003615013263425058
Position 3308: 0.0002105503626530959
Position 4933: 0.00017274989847094997
Position 1121: 0.0001520787843686368
Position 479: 0.00013874598556614444
Position 1196: 0.00010853837887736878
Position 1313: 7.869759570292093e-05
Position 791: 7.12395133748821e-05
Position 1493: 6.993321808935331e-05
Position 1273: 6.728302428910964e-05
Position 360: 5.58770505239861e-05
Position 1449: 4.0714423063831584e-05
Position 1396: 3.266897951023144e-05
Position 1277: 3.205010868430978e-05
Position 273: 2.849151004067077e-05
Position 166: 2.416313144296818e-05
Position 303: 2.3186818108293537e-05
Position 1079: 2.2837458849190934e-05
Position 507: 2.1693373714790193e-05
Position 2321: 2.0572168772852016e-05
Position 3576: 1.9574732037697657e-05
Position 1589: 1.726150073803357e-05
Position 2732: 1.629087622074619e-05
Position 3590: 1.6211230628538935e-05
Position 139: 1.613509307496428e-05
Position 101: 1.5767135811556486e-05
Position 1244: 9.884581434330221e-06
Position 141: 6.55991095711669e-06
Position 1788: 5.749664439140157e-06
Position 175: 4.186878526975774e-06
Position 7702: 3.82436048203069e-06
Position 2863: 3.3598320821303166e-06
Position 1227: 3.271438044566142e-06
Position 2349: 2.611267924948277e-06
Position 2306: 2.3325735856019424e-06
Position 198: 2.039446368538237e-06
Position 908: 1.915258667984649e-06
Position 130: 1.4518196138839146e-06
Position 195: 1.1377448519418004e-06
Position 557: 1.0506350093104187e-06
Position 287: 1.0337068016371436e-06
Position 307: 1.0069805219900894e-06
Position 769: 9.85235692478849e-07
Position 884: 8.779427787493461e-07
Position 368: 7.311751670533063e-07
Position 231: 6.671886286291875e-07
Position 615: 6.132814697101627e-07
Position 456: 5.855357378528046e-07
Position 744: 4.67521452012288e-07
Position 600: 4.5552674700747947e-07
Position 401: 4.4538449533817e-07
Position 890: 2.172499164170225e-07
Position 472: 1.9346688065656675e-07
Position 545: 1.90506072231047e-07
Position 3: 1.8044755893382634e-07
Position 580: 1.6734473929357127e-07
Position 1022: 1.4984573087539513e-07
Position 277: 1.472381697614147e-07
Position 943: 9.106132549656678e-08
Position 377: 6.462866965739296e-08
Position 234: 4.8191686976909275e-08
Position 305: 4.742520287276125e-08
Position 528: 4.4201079135636036e-08
Position 371: 4.3439093198542206e-10
Position 715: 1.0205408437462472e-11

